"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.059735364E2,5.943173170E-1,-1.068395257E0,9.014361382E0
2.060235364E2,1.858325839E0,-3.730709553E0,7.539484978E0
2.060735364E2,1.535294771E0,-1.559223056E0,6.885945320E0
2.061235364E2,1.211964726E0,-4.357928276E0,5.839683533E0
2.061735364E2,1.657029688E-1,-9.404690742E0,5.696114540E0
2.062235364E2,1.678864241E0,-9.239286423E0,8.686244965E0
2.062735364E2,1.946860313E0,-1.238285732E1,8.813064575E0
2.063235364E2,2.143370867E0,-8.944969177E0,7.434200764E0
2.063735364E2,1.974078640E-2,-9.469296455E0,7.628019333E0
2.064235364E2,2.205584288E0,-8.643174171E0,7.671090126E0
2.064735364E2,-7.597211748E-2,-9.011968613E0,4.750350952E0
2.065235364E2,7.833502889E-1,-9.208179474E0,6.763911247E0
2.065735364E2,3.752244949E0,-7.474878788E0,8.442177773E0
2.066235364E2,2.679662228E0,-8.408678055E0,6.716054916E0
2.066735364E2,1.448854089E0,-7.223632336E0,6.924230576E0
2.067235364E2,3.486342669E0,-6.713662148E0,9.620044708E0
2.067735364E2,2.121835470E0,-7.601997375E0,8.035098076E0
2.068235364E2,1.123430252E0,-3.297309637E0,7.101299286E0
2.068735364E2,7.737790346E-1,-2.555235386E0,6.512365818E0
2.069235364E2,-7.247261405E-1,1.339980721E0,5.806184292E0
2.069735364E2,3.499503136E-1,-5.105685592E-1,5.439783096E0
2.070235364E2,1.082752272E-1,-6.086742878E-1,7.491628647E0
2.070735364E2,2.186441660E0,-1.597508192E0,7.149455070E0
2.071235364E2,8.527421951E-1,-4.539782524E0,7.422236919E0
2.071735364E2,1.092323542E0,-5.892325878E0,7.515556812E0
2.072235364E2,1.302891970E0,-6.878767014E0,6.857231617E0
2.072735364E2,4.842474759E-1,-1.145145130E1,7.194918633E0
2.073235364E2,2.353939295E0,-9.737292290E0,9.332606316E0
2.073735364E2,1.896311939E-1,-8.368000031E0,8.006384850E0
2.074235364E2,1.958824396E0,-1.023769188E1,6.716054916E0
2.074735364E2,1.680957973E-1,-8.274680138E0,5.906682491E0
2.075235364E2,8.024929166E-1,-9.471689224E0,7.707281590E0
2.075735364E2,2.871088028E0,-7.458128929E0,6.478866577E0
2.076235364E2,-2.557329237E-1,-9.617651939E0,7.565805912E0
2.076735364E2,3.326023579E0,-7.273881912E0,7.996813297E0
2.077235364E2,3.471985579E0,-8.961718559E0,8.334500313E0
2.077735364E2,2.267797709E0,-7.192525864E0,8.281858444E0
2.078235364E2,1.688435435E0,-5.001896858E0,6.806982040E0
2.078735364E2,3.092723191E-1,-2.215155602E0,6.402296066E0
2.079235364E2,5.632106066E-1,-1.312463164E0,6.210870266E0
2.079735364E2,7.546364665E-1,-2.904288471E-1,7.635198116E0
2.080235364E2,7.809575200E-1,-9.415757060E-1,7.194918633E0
2.080735364E2,6.661019921E-1,-3.119642437E-1,5.760720730E0
2.081235364E2,3.547359705E-1,-2.327618122E0,5.918646812E0
2.081735364E2,1.085145116E0,-4.271786690E0,7.515556812E0
2.082235364E2,1.750648856E0,-6.423831463E0,7.537092209E0
2.082735364E2,-3.011965454E-1,-1.142752266E1,7.635198116E0
2.083235364E2,1.877468467E0,-9.507581711E0,8.277072906E0
2.083735364E2,9.391828626E-2,-7.496414185E0,6.622735023E0
2.084235364E2,1.918146491E0,-9.813862801E0,8.423034668E0
2.084735364E2,2.330011129E0,-9.775577545E0,7.589734554E0
2.085235364E2,-2.294118702E-1,-1.035494041E1,8.344071388E0
2.085735364E2,3.212364316E-1,-9.454939842E0,4.721637249E0
2.086235364E2,5.799604058E-1,-5.985944748E0,5.432604790E0
2.086735364E2,2.722733021E0,-6.792625427E0,8.478069305E0
2.087235364E2,4.508676052E0,-1.153549862E1,8.712566376E0
2.087735364E2,3.571287692E-1,-7.702496052E0,9.062217712E0
2.088235364E2,3.282952785E0,-6.186942101E0,8.073383331E0
2.088735364E2,1.274178028E0,-5.791827202E0,6.519544601E0
2.089235364E2,3.212364316E-1,-1.642971873E0,7.410272598E0
2.089735364E2,-1.256231904E0,-1.369890928E0,4.793421745E0
2.090235364E2,-7.247261405E-1,-2.081157446E0,7.156633377E0
