"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.446449577E2,-2.002017975E0,3.921843338E1,5.622062683E0
2.446948197E2,-2.077686310E0,3.966278839E1,5.820953369E0
2.447446827E2,-2.206691742E0,3.931754303E1,5.997459412E0
2.447945447E2,-2.998176575E0,3.913753891E1,5.844619751E0
2.448444077E2,-4.150604248E0,3.825863647E1,6.573287964E0
2.448942697E2,-5.726352692E0,3.853631973E1,6.219421387E0
2.449441317E2,-7.108043671E0,3.831622314E1,5.295623779E0
2.449939947E2,-9.738185883E0,3.793169403E1,4.563339233E0
2.450438567E2,-1.191259766E1,3.792549515E1,3.048385620E0
2.450937197E2,-1.434913635E1,3.744988632E1,8.605575562E-1
2.451435817E2,-1.715386963E1,3.649684906E1,-3.533935547E-2
2.451934447E2,-1.958250809E1,3.536967850E1,-1.328636169E0
2.452433067E2,-2.133810425E1,3.476425552E1,-1.570854187E0
2.452931697E2,-2.201821899E1,3.480103302E1,-2.904815674E-1
2.453430317E2,-2.175194168E1,3.509502029E1,2.414176941E0
2.453928937E2,-2.076149750E1,3.584836960E1,4.075393677E0
2.454427567E2,-1.912270737E1,3.700027084E1,5.453758240E0
2.454926187E2,-1.609218979E1,3.825266266E1,7.396049500E0
2.455424817E2,-1.297239304E1,3.920207596E1,7.947174072E0
2.455923437E2,-1.023434448E1,4.071791840E1,9.030189514E0
2.456422067E2,-6.519756317E0,4.171263885E1,1.013161469E1
2.456920687E2,-3.643016815E0,4.195628357E1,1.005867004E1
2.457419307E2,-1.734592438E0,4.292864990E1,1.070829010E1
2.457917937E2,-6.423110962E-1,4.296170044E1,1.221726990E1
2.458416557E2,-7.677383423E-1,4.273617554E1,1.258644867E1
2.458915187E2,-2.015007019E0,4.232007217E1,1.400072479E1
2.459413807E2,-3.651782990E0,4.241384125E1,1.403123474E1
2.459912437E2,-4.769641876E0,4.244448853E1,1.428501129E1
2.460411057E2,-7.269058228E0,4.209397125E1,1.380173492E1
2.460909677E2,-1.068971634E1,4.198478699E1,1.183436584E1
2.461408307E2,-1.300160980E1,4.173913956E1,9.391403198E0
2.461906927E2,-1.590071869E1,4.091256332E1,7.886871338E0
2.462405557E2,-1.855622101E1,4.011389923E1,5.689102173E0
2.462904177E2,-2.151303864E1,3.884205627E1,2.463851929E0
2.463402807E2,-2.422528076E1,3.757070923E1,4.316253662E-1
2.463901427E2,-2.601978874E1,3.598715591E1,-1.139862061E0
2.464400047E2,-2.681811333E1,3.572249222E1,-7.729492188E-1
2.464898677E2,-2.624782372E1,3.591198730E1,1.744476318E0
2.465397297E2,-2.463418388E1,3.649871826E1,2.684997559E0
2.465895927E2,-2.224073029E1,3.692316437E1,4.134460449E0
2.466394547E2,-2.008440399E1,3.798704910E1,5.992767334E0
2.466893175E2,-1.579864883E1,3.903943634E1,6.055282593E0
2.467391795E2,-1.242184448E1,3.954267883E1,5.111717224E0
2.467890415E2,-9.775680542E0,4.074910355E1,3.765365601E0
2.468389045E2,-6.597827911E0,4.177539825E1,2.406372070E0
2.468887665E2,-4.734504700E0,4.141519547E1,1.856750488E0
2.469386295E2,-4.360664368E0,4.081477737E1,2.302314758E0
2.469884915E2,-4.983245850E0,4.033274460E1,1.303062439E0
2.470383545E2,-5.228736877E0,3.961874390E1,1.996757507E0
2.470882165E2,-6.666679382E0,3.796627045E1,3.409095764E0
2.471380785E2,-8.079872131E0,3.763500595E1,2.897056580E0
2.471879415E2,-9.174331665E0,3.668270874E1,3.179344177E0
2.472378035E2,-1.079778671E1,3.551510620E1,3.693939209E0
2.472876665E2,-1.258819580E1,3.443611145E1,2.657623291E0
2.473375285E2,-1.471617889E1,3.393106842E1,7.882156372E-1
2.473873915E2,-1.635411072E1,3.320294952E1,-2.697372437E-1
2.474372535E2,-1.798047256E1,3.211063766E1,-2.081550598E0
2.474871165E2,-2.041458130E1,3.121006393E1,-4.614013672E0
2.475369785E2,-2.179627228E1,3.113988876E1,-5.000602722E0
2.475868405E2,-2.212625885E1,3.129475403E1,-4.465866089E0
2.476367035E2,-2.186938477E1,3.184453201E1,-3.753700256E0
2.476865648E2,-2.105260849E1,3.314109802E1,-1.446945190E0
2.477364278E2,-1.888713074E1,3.432792664E1,-3.668212891E-1
2.477862898E2,-1.705754471E1,3.521243668E1,4.683380127E-1
2.478361528E2,-1.451337814E1,3.669059753E1,9.085235596E-1
2.478860148E2,-1.115888977E1,3.801907349E1,9.883270264E-1
2.479358768E2,-8.054286957E0,3.858927536E1,1.270606995E0
2.479857398E2,-5.379085541E0,3.933084106E1,1.122528076E0
2.480356018E2,-3.847145081E0,3.985180283E1,4.133453369E-1
2.480854648E2,-2.624332428E0,3.960488129E1,1.167472839E0
2.481353268E2,-3.121795654E0,3.907084274E1,1.418312073E0
2.481851898E2,-3.887351990E0,3.919451904E1,1.306846619E0
2.482350518E2,-4.643218994E0,3.941611481E1,1.760841370E0
2.482849138E2,-5.983806610E0,3.923752213E1,2.897453308E0
2.483347768E2,-7.749084473E0,3.858415222E1,2.960174561E0
2.483846388E2,-1.004121017E1,3.812360001E1,8.707962036E-1
2.484345018E2,-1.197181320E1,3.762351227E1,6.144180298E-1
2.484843638E2,-1.469269562E1,3.595452881E1,-8.289260864E-1
2.485342268E2,-1.770079422E1,3.491984558E1,-3.851020813E0
2.485840888E2,-1.940381622E1,3.391884613E1,-4.426582336E0
2.486339508E2,-2.115261078E1,3.219448853E1,-6.110282898E0
2.486838145E2,-2.243077850E1,3.105831146E1,-6.205268860E0
2.487336765E2,-2.311469078E1,3.077957153E1,-4.404197693E0
2.487835395E2,-2.229194641E1,3.143429184E1,-2.188819885E0
2.488334015E2,-2.112304688E1,3.231995773E1,-5.908508301E-1
2.488832645E2,-1.904973984E1,3.346729279E1,1.219680786E0
2.489331265E2,-1.657567596E1,3.514532852E1,1.790710449E0
2.489829885E2,-1.384072876E1,3.616470337E1,2.213027954E0
2.490328515E2,-1.030101776E1,3.709849167E1,3.231605530E0
2.490827135E2,-7.381656647E0,3.808887863E1,2.761528015E0
2.491325765E2,-4.263652802E0,3.939512634E1,1.710510254E0
2.491824385E2,-2.448001862E0,3.949478531E1,1.820938110E0
2.492323015E2,-1.856815338E0,3.990318680E1,7.090911865E-1
2.492821635E2,-1.855972290E0,4.013964844E1,5.386734009E-1
2.493320265E2,-2.126346588E0,3.986867523E1,1.438621521E0
2.493818885E2,-2.811740875E0,3.968447113E1,1.231971741E0
2.494317505E2,-4.675861359E0,3.929584503E1,9.849243164E-1
2.494816135E2,-6.856895447E0,3.912170029E1,1.051643372E0
2.495314755E2,-9.053153992E0,3.766680908E1,2.633132935E-1
2.495813385E2,-1.195473480E1,3.710880280E1,-1.817375183E0
2.496312005E2,-1.414872742E1,3.591129303E1,-2.465911865E0
2.496810635E2,-1.582544327E1,3.461313629E1,-4.782608032E0
2.497309255E2,-1.804172516E1,3.346968842E1,-6.713279724E0
2.497807875E2,-1.960213852E1,3.234171677E1,-7.427635193E0
2.498306505E2,-2.037593460E1,3.180052567E1,-8.481185913E0
2.498805125E2,-2.086455536E1,3.143005371E1,-8.007034302E0
2.499303755E2,-2.082716751E1,3.198149109E1,-6.337638855E0
2.499802375E2,-1.971842957E1,3.357670593E1,-5.131774902E0
2.500301005E2,-1.790943527E1,3.537868118E1,-3.385139465E0
2.500799625E2,-1.482246399E1,3.684376907E1,-4.173126221E-1
2.501298255E2,-1.188324738E1,3.853247452E1,-3.496475220E-1
2.501796875E2,-9.019573212E0,3.997633362E1,-4.838790894E-1
2.502295495E2,-5.255203247E0,4.015903854E1,-2.466735840E-1
2.502794125E2,-3.099262238E0,4.078440094E1,-2.149078369E0
2.503292745E2,-1.443439484E0,4.166078186E1,-3.365371704E0
2.503791375E2,-3.340339661E-1,4.162968826E1,-2.059333801E0
2.504289995E2,-1.159782410E-1,4.186484909E1,-2.049400330E0
2.504788625E2,-1.270252228E0,4.179378510E1,-2.129440308E0
2.505287245E2,-2.552551270E0,4.212092590E1,-1.366889954E0
2.505785865E2,-3.798000336E0,4.182406998E1,-7.835159302E-1
2.506284495E2,-6.427036285E0,4.122679520E1,-1.507087708E0
2.506783106E2,-9.584041595E0,4.075220871E1,-1.232429504E0
2.507281736E2,-1.167543030E1,4.007376480E1,-9.456710815E-1
2.507780356E2,-1.417613220E1,3.927569580E1,-2.649871826E0
2.508278986E2,-1.654290009E1,3.760417938E1,-3.783126831E0
2.508777606E2,-1.942768478E1,3.657011032E1,-6.170356750E0
2.509276236E2,-2.096379471E1,3.516069794E1,-7.293479919E0
2.509774856E2,-2.285626602E1,3.361183167E1,-7.302864075E0
2.510273476E2,-2.429889297E1,3.272216415E1,-7.246475220E0
2.510772106E2,-2.436862946E1,3.282628632E1,-5.991905212E0
2.511270726E2,-2.345630455E1,3.315285492E1,-3.994934082E0
2.511769356E2,-2.185213852E1,3.415291595E1,-2.849975586E0
2.512267976E2,-1.993313599E1,3.539967346E1,-1.536231995E0
2.512766606E2,-1.656624603E1,3.696863937E1,5.913772583E-1
2.513265226E2,-1.397419739E1,3.715635681E1,6.001434326E-1
2.513763856E2,-1.133912277E1,3.798874664E1,-6.918563843E-1
2.514262476E2,-8.323177338E0,3.917610931E1,-1.213966370E0
2.514761096E2,-6.009841919E0,3.944798279E1,-2.555381775E0
2.515259726E2,-4.640026093E0,3.921095276E1,-3.083038330E0
2.515758346E2,-4.072048187E0,3.914985657E1,-3.790435791E0
2.516256976E2,-3.998569489E0,3.971210098E1,-6.636047363E0
2.516755606E2,-5.075794220E0,3.935348892E1,-7.483871460E0
2.517254236E2,-6.823432922E0,3.918293381E1,-8.857574463E0
2.517752856E2,-7.934658051E0,3.925063324E1,-1.047056580E1
2.518251486E2,-8.714912415E0,3.755078125E1,-9.110702515E0
2.518750106E2,-1.015030670E1,3.636127853E1,-8.834274292E0
2.519248736E2,-1.140757370E1,3.532145309E1,-1.130316162E1
2.519747356E2,-1.316722107E1,3.389188004E1,-1.228027344E1
2.520245976E2,-1.386354828E1,3.194564438E1,-1.211814880E1
2.520744606E2,-1.553392029E1,3.054636765E1,-1.341409302E1
2.521243226E2,-1.688705444E1,2.951641846E1,-1.338345337E1
2.521741856E2,-1.756880188E1,2.837902832E1,-1.118173218E1
2.522240476E2,-1.805644226E1,2.837447357E1,-9.192138672E0
2.522739106E2,-1.814473343E1,2.880422974E1,-6.298454285E0
2.523237726E2,-1.799595642E1,2.965781021E1,-5.426094055E0
2.523736356E2,-1.694636154E1,3.153194809E1,-5.147560120E0
2.524234976E2,-1.533002853E1,3.313196182E1,-5.789024353E0
2.524733606E2,-1.370191193E1,3.511608505E1,-7.087600708E0
2.525232226E2,-1.131219864E1,3.620869446E1,-6.694671631E0
2.525730856E2,-7.781635284E0,3.674105835E1,-5.896499634E0
2.526229476E2,-4.761207581E0,3.767679977E1,-6.483047485E0
2.526728092E2,-2.968284607E0,3.837539673E1,-7.849655151E0
2.527226723E2,-7.741661072E-1,3.923238754E1,-7.389274597E0
2.527725342E2,2.012138367E-1,3.903712082E1,-6.326499939E0
2.528223972E2,-3.650932312E-1,3.922439194E1,-7.061218262E0
2.528722592E2,-9.263687134E-1,3.973585892E1,-7.151847839E0
2.529221222E2,-1.481891632E0,3.963177490E1,-5.689765930E0
2.529719843E2,-1.985847473E0,3.944635773E1,-6.027351379E0
2.530218472E2,-3.829399109E0,3.937162399E1,-5.962814331E0
2.530717092E2,-6.071578979E0,3.929302216E1,-6.203910828E0
2.531215722E2,-8.205295563E0,3.889441681E1,-7.325248718E0
2.531714342E2,-1.127054977E1,3.749768448E1,-8.110336304E0
2.532212963E2,-1.438907623E1,3.611321259E1,-9.549331665E0
2.532711592E2,-1.654277802E1,3.496570969E1,-1.210231018E1
2.533210212E2,-1.811529160E1,3.377522659E1,-1.380191040E1
2.533708843E2,-1.926763535E1,3.212979507E1,-1.299482727E1
2.534207462E2,-2.072228622E1,3.147695923E1,-1.401058960E1
2.534706092E2,-2.142953491E1,3.205815506E1,-1.217584229E1
2.535204712E2,-2.100693130E1,3.291699600E1,-1.112417603E1
2.535703342E2,-2.020849609E1,3.410476303E1,-1.019218445E1
2.536201963E2,-1.881700134E1,3.578170395E1,-8.274047852E0
2.536700597E2,-1.641784286E1,3.798210144E1,-6.678283691E0
2.537199217E2,-1.436666489E1,3.943187714E1,-5.811820984E0
2.537697847E2,-1.117256927E1,4.075991440E1,-4.968437195E0
2.538196467E2,-8.483680725E0,4.225088120E1,-4.360000610E0
2.538695097E2,-5.489128113E0,4.339029694E1,-3.707817078E0
2.539193717E2,-3.912281036E0,4.367427063E1,-2.474304199E0
2.539692337E2,-3.014976501E0,4.468291092E1,-3.262306213E0
2.540190967E2,-2.502391815E0,4.560190964E1,-2.602462769E0
2.540689587E2,-2.754989624E0,4.531104279E1,-1.042678833E0
2.541188217E2,-3.736740112E0,4.514249802E1,8.106460571E-1
2.541686837E2,-5.399280548E0,4.527126694E1,1.243087769E0
2.542185467E2,-7.889144897E0,4.596387863E1,2.118461609E0
2.542684087E2,-1.008912659E1,4.557606125E1,3.157920837E0
2.543182717E2,-1.430398178E1,4.457247543E1,2.953300476E0
2.543681337E2,-1.762327194E1,4.459428406E1,2.374549866E0
2.544179967E2,-2.150741577E1,4.395915222E1,1.270980835E0
2.544678587E2,-2.408662224E1,4.257338333E1,-4.651412964E-1
2.545177217E2,-2.750851822E1,4.065868378E1,-1.524024963E0
2.545675837E2,-3.118662262E1,3.845000076E1,-3.461555481E0
2.546174457E2,-3.277008057E1,3.633602905E1,-3.907089233E0
2.546673083E2,-3.402191162E1,3.513863754E1,-1.937484741E0
2.547171703E2,-3.379335785E1,3.374565506E1,-8.256149292E-1
2.547670333E2,-3.276256180E1,3.456357193E1,4.432067871E-1
2.548168953E2,-3.075326920E1,3.544794846E1,2.710235596E0
2.548667583E2,-2.827628136E1,3.685578537E1,3.567115784E0
2.549166203E2,-2.464403534E1,3.842101669E1,4.334243774E0
2.549664833E2,-2.111709213E1,4.070645905E1,4.313926697E0
2.550163453E2,-1.715644836E1,4.237425995E1,3.700317383E0
2.550662083E2,-1.442650223E1,4.366529846E1,2.424324036E0
2.551160703E2,-1.168404770E1,4.438563156E1,3.702774048E-1
2.551659333E2,-9.560985565E0,4.568862152E1,-4.535522461E-1
2.552157953E2,-8.163684845E0,4.544450378E1,-7.339782715E-1
2.552656583E2,-8.127841949E0,4.555060959E1,-6.167297363E-1
2.553155203E2,-8.571975708E0,4.523907852E1,-2.099807739E0
2.553653833E2,-9.439579010E0,4.551202011E1,-2.743400574E0
2.554152453E2,-1.075985336E1,4.482875443E1,-1.538024902E0
2.554651083E2,-1.269645309E1,4.417642212E1,-2.098869324E0
2.555149703E2,-1.425621414E1,4.423703003E1,-2.813667297E0
2.555648323E2,-1.710900879E1,4.364943695E1,-1.325531006E0
2.556146953E2,-1.856942749E1,4.260721207E1,-3.284667969E0
2.556645577E2,-2.083253098E1,4.175719070E1,-5.142608643E0
2.557144207E2,-2.321051025E1,4.114614868E1,-6.441566467E0
2.557642827E2,-2.528357124E1,4.007786560E1,-8.179565430E0
2.558141457E2,-2.756973457E1,3.896760559E1,-9.300094604E0
2.558640077E2,-3.044492722E1,3.843191147E1,-9.498275757E0
2.559138707E2,-3.156292725E1,3.855644226E1,-8.291564941E0
2.559637327E2,-3.209465790E1,3.955460358E1,-6.104194641E0
2.560135957E2,-3.111030006E1,4.112617493E1,-3.200424194E0
2.560634577E2,-3.015283394E1,4.265354919E1,-1.576057434E0
2.561133207E2,-2.818334770E1,4.547315598E1,1.019584656E0
2.561631827E2,-2.483613777E1,4.813382721E1,4.224914551E0
2.562130457E2,-2.132415771E1,4.992333603E1,4.449394226E0
2.562629077E2,-1.838311768E1,5.254062653E1,3.967178345E0
2.563127707E2,-1.509738159E1,5.470413208E1,4.429901123E0
2.563626327E2,-1.261593628E1,5.585932922E1,3.458946228E0
2.564124957E2,-1.107939148E1,5.691837311E1,3.758407593E0
2.564623577E2,-1.097802353E1,5.722322083E1,3.939941406E0
2.565122207E2,-1.191354370E1,5.812133026E1,2.876472473E0
2.565620827E2,-1.400719452E1,5.743640900E1,3.076210022E0
2.566119457E2,-1.727281570E1,5.587435913E1,3.026718140E0
2.566618077E2,-2.014935684E1,5.450166321E1,2.484344482E0
2.567116706E2,-2.227159882E1,5.244754791E1,2.996620178E0
2.567615326E2,-2.485339165E1,4.973350143E1,1.939956665E0
2.568113956E2,-2.641083336E1,4.693447876E1,-5.426940918E-1
2.568612576E2,-2.793732643E1,4.470285034E1,-2.974121094E0
2.569111206E2,-2.994029236E1,4.198827362E1,-4.748603821E0
2.569609826E2,-3.081777191E1,3.932796097E1,-7.053375244E0
2.570108456E2,-3.183223915E1,3.621146393E1,-9.994720459E0
2.570607076E2,-3.306254578E1,3.403115845E1,-1.228471375E1
2.571105706E2,-3.306508255E1,3.239973831E1,-1.390406799E1
2.571604326E2,-3.326305389E1,3.144369507E1,-1.376448059E1
2.572102956E2,-3.271234512E1,3.131659317E1,-1.296249390E1
2.572601576E2,-3.141060638E1,3.213052368E1,-1.203596497E1
2.573100206E2,-2.963304710E1,3.427253342E1,-9.304534912E0
2.573598826E2,-2.615684509E1,3.691931152E1,-5.967964172E0
2.574097456E2,-2.268572235E1,3.913420105E1,-5.325523376E0
2.574596076E2,-1.946018219E1,4.168954468E1,-4.118904114E0
2.575094706E2,-1.479139709E1,4.418827438E1,-2.938781738E0
2.575593326E2,-1.109651566E1,4.544542313E1,-4.063468933E0
2.576091956E2,-8.650405884E0,4.631684494E1,-5.461090088E0
2.576590576E2,-7.148818970E0,4.683418274E1,-6.395385742E0
2.577089201E2,-6.738182068E0,4.729534531E1,-7.255294800E0
2.577587821E2,-7.541721344E0,4.697772980E1,-7.296470642E0
2.578086441E2,-8.981124878E0,4.634814835E1,-8.927780151E0
2.578585071E2,-1.069642258E1,4.688293076E1,-9.703063965E0
2.579083691E2,-1.227238464E1,4.690409088E1,-8.907821655E0
2.579582321E2,-1.444554901E1,4.584510040E1,-8.051879883E0
2.580080941E2,-1.637918854E1,4.528361130E1,-8.025848389E0
2.580579571E2,-1.883655548E1,4.401040268E1,-9.357131958E0
2.581078191E2,-2.179804230E1,4.292953491E1,-1.195330811E1
2.581576821E2,-2.371435547E1,4.109775543E1,-1.367170715E1
2.582075441E2,-2.678465462E1,3.938723755E1,-1.564459229E1
2.582574071E2,-2.946602440E1,3.838139343E1,-1.695509338E1
2.583072691E2,-3.052736282E1,3.861843491E1,-1.761222839E1
2.583571321E2,-3.146405792E1,3.986163330E1,-1.552926636E1
2.584069941E2,-3.140654182E1,4.157094193E1,-1.472335815E1
2.584568571E2,-3.034657669E1,4.414856720E1,-1.421502686E1
2.585067191E2,-2.940634155E1,4.712762833E1,-1.253512573E1
2.585565821E2,-2.675258255E1,4.907878494E1,-1.209326172E1
2.586064441E2,-2.421708488E1,4.996774292E1,-1.270466614E1
2.586563071E2,-2.187290192E1,5.036450195E1,-1.280871582E1
2.587061691E2,-1.896757889E1,4.977440643E1,-1.374394226E1
2.587560321E2,-1.586730957E1,4.917873383E1,-1.355548096E1
2.588058941E2,-1.426136780E1,4.894022751E1,-1.378355408E1
2.588557571E2,-1.267465210E1,4.822146988E1,-1.457633972E1
2.589056191E2,-1.283469391E1,4.809593582E1,-1.495376587E1
2.589554821E2,-1.295777893E1,4.697628021E1,-1.313906860E1
2.590053441E2,-1.413371277E1,4.578888321E1,-1.325492859E1
2.590552071E2,-1.611218262E1,4.525554657E1,-1.425091553E1
2.591050691E2,-1.838807678E1,4.388222122E1,-1.420184326E1
2.591549321E2,-1.999249268E1,4.219258499E1,-1.585034180E1
2.592047941E2,-2.175413513E1,4.054396820E1,-1.740736389E1
2.592546571E2,-2.412117004E1,3.805661774E1,-1.841035461E1
2.593045191E2,-2.603539276E1,3.583638763E1,-2.139186096E1
2.593543821E2,-2.776262665E1,3.343698883E1,-2.265061951E1
2.594042441E2,-2.899431801E1,3.209450531E1,-2.279693604E1
2.594541071E2,-2.986875916E1,3.208596802E1,-2.214604187E1
2.595039691E2,-2.977847672E1,3.337519455E1,-2.105610657E1
2.595538321E2,-2.847537613E1,3.560668945E1,-1.761633301E1
2.596036941E2,-2.675734138E1,3.776949310E1,-1.567304993E1
2.596535571E2,-2.394622421E1,4.059881973E1,-1.324183655E1
2.597034191E2,-2.056580734E1,4.327757645E1,-1.131324768E1
2.597532821E2,-1.603556442E1,4.508015442E1,-1.117135620E1
2.598031441E2,-1.280675125E1,4.613064575E1,-1.205285645E1
2.598530071E2,-1.030252457E1,4.719141006E1,-1.325973511E1
2.599028691E2,-8.038772583E0,4.815148163E1,-1.378248596E1
2.599527321E2,-7.015182495E0,4.872039795E1,-1.355905151E1
2.600025951E2,-6.178344727E0,4.893467331E1,-1.293064880E1
2.600524571E2,-7.702548981E0,4.912254333E1,-1.328417969E1
2.601023191E2,-9.732692719E0,4.975707245E1,-1.336746216E1
2.601521821E2,-1.123272705E1,4.944871902E1,-1.238618469E1
2.602020441E2,-1.370121765E1,4.822130203E1,-1.199990845E1
2.602519071E2,-1.762598801E1,4.719749069E1,-1.314936829E1
2.603017691E2,-2.052795410E1,4.650191879E1,-1.427400208E1
2.603516321E2,-2.291848564E1,4.488603973E1,-1.664628601E1
2.604014941E2,-2.525043297E1,4.284592438E1,-1.877273560E1
2.604513571E2,-2.776388931E1,4.012758636E1,-1.957948303E1
2.605012191E2,-3.085678101E1,3.771724701E1,-2.164921570E1
2.605510821E2,-3.253446960E1,3.669794846E1,-2.070507812E1
2.606009441E2,-3.353334045E1,3.668291473E1,-1.718458557E1
2.606508071E2,-3.390262604E1,3.758391571E1,-1.379512024E1
2.607006692E2,-3.273561859E1,4.002823257E1,-1.095091248E1
2.607505322E2,-3.077484322E1,4.179442978E1,-9.170089722E0
2.608003942E2,-2.753752899E1,4.429151917E1,-7.689666748E0
2.608502572E2,-2.337999725E1,4.630834579E1,-5.260688782E0
2.609001192E2,-2.000438690E1,4.757446671E1,-5.593643188E0
2.609499822E2,-1.642975616E1,4.867181015E1,-6.584022522E0
2.609998452E2,-1.303499985E1,4.917322159E1,-6.315620422E0
2.610497072E2,-1.143718338E1,4.914860535E1,-8.092941284E0
2.610995692E2,-1.062899399E1,4.937482834E1,-9.207565308E0
2.611494322E2,-1.032779312E1,4.865990448E1,-8.507583618E0
2.611992942E2,-1.045757294E1,4.774644089E1,-8.382202148E0
2.612491572E2,-1.092016602E1,4.668276596E1,-8.809875488E0
2.612990192E2,-1.260588455E1,4.551816177E1,-8.827636719E0
2.613488822E2,-1.457002258E1,4.473542023E1,-8.524414062E0
2.613987442E2,-1.706218338E1,4.281098557E1,-1.033711243E1
2.614486072E2,-1.994048309E1,3.984400558E1,-1.200355530E1
2.614984692E2,-2.157989120E1,3.730597687E1,-1.434068298E1
2.615483322E2,-2.211186600E1,3.543521118E1,-1.596920776E1
2.615981942E2,-2.310311127E1,3.256763458E1,-1.706268311E1
2.616480572E2,-2.443829918E1,3.039230728E1,-1.802870178E1
2.616979188E2,-2.492760849E1,2.942384338E1,-2.029701233E1
2.617477818E2,-2.452066803E1,3.018696976E1,-1.990100098E1
2.617976438E2,-2.320359421E1,3.152786255E1,-1.813548279E1
2.618475068E2,-2.155908203E1,3.326141357E1,-1.723905945E1
2.618973688E2,-1.964252853E1,3.537914658E1,-1.528393555E1
2.619472318E2,-1.731024933E1,3.664236832E1,-1.419860840E1
2.619970938E2,-1.406695557E1,3.747719955E1,-1.306619263E1
2.620469568E2,-1.124143600E1,3.753494263E1,-1.298947144E1
2.620968188E2,-9.169174194E0,3.779026031E1,-1.382052612E1
2.621466818E2,-6.936927795E0,3.823155212E1,-1.382327271E1
2.621965438E2,-5.182140350E0,3.791085815E1,-1.262994385E1
2.622464068E2,-5.383930206E0,3.794300842E1,-1.325434875E1
2.622962688E2,-6.236038208E0,3.789068222E1,-1.165603638E1
2.623461318E2,-6.255611420E0,3.733689117E1,-9.736358643E0
2.623959938E2,-7.141403198E0,3.663822556E1,-6.527198792E0
2.624458568E2,-8.424236298E0,3.563200378E1,-3.923545837E0
2.624957188E2,-1.078095627E1,3.459380722E1,-2.179908752E0
2.625455818E2,-1.223476410E1,3.332966995E1,2.303924561E-1
2.625954438E2,-1.448495865E1,3.200302124E1,5.034637451E-1
2.626453068E2,-1.695543671E1,3.064612961E1,5.326385498E-1
2.626951687E2,-1.816878128E1,2.975963211E1,-6.996154785E-3
2.627450318E2,-1.972891235E1,2.879597092E1,5.306396484E-1
2.627948937E2,-2.068305588E1,2.798351288E1,7.574005127E-1
2.628447567E2,-2.063960266E1,2.795335388E1,9.338531494E-1
2.628946187E2,-1.988215637E1,2.864318085E1,2.673614502E0
2.629444817E2,-1.796366119E1,2.987142944E1,3.893783569E0
2.629943438E2,-1.536749268E1,3.057451630E1,5.590530396E0
2.630442067E2,-1.297292709E1,3.206847763E1,6.155632019E0
2.630940697E2,-1.020840073E1,3.340452576E1,6.235153198E0
2.631439318E2,-6.273803711E0,3.455030823E1,5.948341370E0
2.631937947E2,-3.069458008E0,3.506620407E1,6.143814087E0
2.632436567E2,-1.093326569E0,3.536424255E1,5.395530701E0
2.632935187E2,3.480262756E-1,3.586705780E1,4.994110107E0
2.633433817E2,1.119548798E0,3.607146835E1,6.352798462E0
2.633932447E2,-3.002548218E-2,3.633083344E1,5.173477173E0
2.634431067E2,-1.708942413E0,3.706923294E1,3.490318298E0
2.634929687E2,-2.419441223E0,3.780478287E1,3.808219910E0
2.635428318E2,-3.860858917E0,3.761076736E1,3.083511353E0
2.635926947E2,-6.184486389E0,3.682127380E1,2.551910400E0
2.636425567E2,-8.705829620E0,3.653244019E1,1.350654602E0
2.636924200E2,-1.121376419E1,3.562820053E1,8.470916748E-1
2.637422820E2,-1.375487518E1,3.436932373E1,4.340438843E-1
2.637921450E2,-1.695216370E1,3.269219971E1,-5.364456177E-1
2.638420070E2,-1.921609497E1,3.147354889E1,-1.200683594E0
2.638918700E2,-2.009374619E1,3.068532944E1,-8.150177002E-1
2.639417320E2,-2.037182617E1,3.018474579E1,2.497474670E0
2.639915950E2,-1.959112549E1,2.978616333E1,4.583320618E0
2.640414570E2,-1.861679077E1,3.027584076E1,5.748512268E0
2.640913200E2,-1.604879379E1,3.127085495E1,6.767631531E0
2.641411820E2,-1.301308441E1,3.191225815E1,7.582862854E0
2.641910450E2,-1.022165298E1,3.246045303E1,6.502807617E0
2.642409070E2,-7.200984955E0,3.355292892E1,5.279014587E0
2.642907700E2,-4.915302277E0,3.397923279E1,4.608032227E0
2.643406320E2,-3.451229095E0,3.398152542E1,4.247207642E0
2.643904950E2,-2.869461060E0,3.389333725E1,3.778343201E0
2.644403570E2,-3.159004211E0,3.428802872E1,2.703338623E0
2.644902200E2,-3.237483978E0,3.431883621E1,1.910408020E0
2.645400820E2,-4.579772949E0,3.371726227E1,5.795516968E-1
2.645899450E2,-6.062152863E0,3.395495605E1,-4.465255737E-1
2.646398070E2,-6.935317993E0,3.390017319E1,-1.531097412E0
2.646896707E2,-8.283912659E0,3.363365936E1,-3.079414368E0
2.647395327E2,-9.550109863E0,3.314221573E1,-4.465393066E0
2.647893957E2,-1.159326553E1,3.262981033E1,-6.221366882E0
2.648392577E2,-1.370577240E1,3.184531403E1,-8.568115234E0
2.648891207E2,-1.546982574E1,3.087274933E1,-1.013888550E1
2.649389827E2,-1.751258850E1,3.007669830E1,-1.194335938E1
2.649888457E2,-1.896134186E1,3.051019669E1,-1.192652893E1
2.650387077E2,-1.922517395E1,3.162842178E1,-1.024664307E1
2.650885707E2,-1.884993362E1,3.322935104E1,-7.624053955E0
2.651384327E2,-1.722848892E1,3.508929443E1,-6.035881042E0
2.651882957E2,-1.495952606E1,3.705335999E1,-5.169754028E0
