"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.520502972E2,-1.581366730E1,4.000080109E1,-1.888653564E1
1.521001602E2,-1.830378342E1,3.828333664E1,-2.036502075E1
1.521500222E2,-2.064623260E1,3.680364990E1,-2.199658203E1
1.521998852E2,-2.188936234E1,3.559048462E1,-2.302821350E1
1.522497472E2,-2.340254021E1,3.350259399E1,-2.387513733E1
1.522996102E2,-2.452630997E1,3.199668884E1,-2.511500549E1
1.523494722E2,-2.530712128E1,3.080313492E1,-2.566220093E1
1.523993342E2,-2.563592148E1,3.086768723E1,-2.422816467E1
1.524491972E2,-2.553842735E1,3.189253616E1,-2.253230286E1
1.524990592E2,-2.549798012E1,3.342321777E1,-2.035650635E1
1.525489222E2,-2.403515625E1,3.532680130E1,-1.820819092E1
1.525987839E2,-2.249092484E1,3.692306519E1,-1.648899841E1
1.526486469E2,-1.983165359E1,3.899672699E1,-1.522482300E1
1.526985089E2,-1.657265472E1,4.026119614E1,-1.462385559E1
1.527483719E2,-1.389076614E1,4.148433304E1,-1.479702759E1
1.527982339E2,-1.103012848E1,4.255904007E1,-1.466592407E1
1.528480969E2,-8.624229431E0,4.303839874E1,-1.458999634E1
1.528979589E2,-7.017429352E0,4.343758392E1,-1.543455505E1
1.529478209E2,-5.427070618E0,4.454124451E1,-1.541908264E1
1.529976839E2,-4.415138245E0,4.456261063E1,-1.590646362E1
1.530475459E2,-4.429302216E0,4.505400848E1,-1.563345337E1
1.530974089E2,-5.432842255E0,4.438009644E1,-1.545478821E1
1.531472709E2,-6.708549500E0,4.368659210E1,-1.545359802E1
1.531971339E2,-7.913429260E0,4.328302002E1,-1.513595581E1
1.532469959E2,-9.370399475E0,4.283396530E1,-1.517163086E1
1.532968589E2,-1.136494446E1,4.235759354E1,-1.600747681E1
1.533467209E2,-1.406771851E1,4.212444687E1,-1.757170105E1
1.533965839E2,-1.562044525E1,4.142411423E1,-1.870021057E1
1.534464459E2,-1.802816391E1,4.018181992E1,-1.974743652E1
1.534963079E2,-2.030004501E1,3.832444000E1,-2.191461182E1
1.535461709E2,-2.286207199E1,3.611692429E1,-2.381135559E1
1.535960335E2,-2.506504250E1,3.418534088E1,-2.452729797E1
1.536458965E2,-2.670808029E1,3.353436661E1,-2.484361267E1
1.536957585E2,-2.845317268E1,3.319737244E1,-2.317094421E1
1.537456215E2,-2.919471741E1,3.428060150E1,-2.138397217E1
1.537954835E2,-2.886510086E1,3.537615967E1,-1.950201416E1
1.538453465E2,-2.716621971E1,3.751001358E1,-1.761593628E1
1.538952085E2,-2.470547676E1,3.979365158E1,-1.525827026E1
1.539450705E2,-2.226824570E1,4.224645996E1,-1.332707214E1
1.539949335E2,-1.839962769E1,4.469749832E1,-1.210948181E1
1.540447955E2,-1.461691284E1,4.586286545E1,-1.165625000E1
1.540946585E2,-1.217899704E1,4.651543808E1,-1.366419983E1
1.541445205E2,-9.661911011E0,4.776087952E1,-1.391305542E1
1.541943835E2,-7.455146790E0,4.780204773E1,-1.427027893E1
1.542442455E2,-5.839790344E0,4.802761841E1,-1.424916077E1
1.542941085E2,-6.273948669E0,4.739131165E1,-1.522561646E1
1.543439705E2,-7.753318787E0,4.710803604E1,-1.589955139E1
1.543938325E2,-7.205162048E0,4.691059113E1,-1.539724731E1
1.544436955E2,-7.742561340E0,4.656065369E1,-1.500601196E1
1.544935575E2,-1.079787064E1,4.544089890E1,-1.605979919E1
1.545434205E2,-1.364905167E1,4.464152908E1,-1.562374878E1
1.545932826E2,-1.479064941E1,4.411190796E1,-1.518218994E1
1.546431456E2,-1.614265823E1,4.242566299E1,-1.585546875E1
1.546930076E2,-1.825640106E1,3.998864365E1,-1.693429565E1
1.547428706E2,-1.955574417E1,3.882455826E1,-1.795114136E1
1.547927326E2,-2.118899918E1,3.648675919E1,-1.850260925E1
1.548425946E2,-2.269193268E1,3.436844254E1,-2.039830017E1
1.548924576E2,-2.425428963E1,3.302043915E1,-2.146888733E1
1.549423196E2,-2.510307312E1,3.285703659E1,-2.058758545E1
1.549921826E2,-2.559014511E1,3.333720398E1,-1.908436584E1
1.550420446E2,-2.440064240E1,3.417985535E1,-1.785435486E1
1.550919076E2,-2.285091209E1,3.594459534E1,-1.668667603E1
1.551417696E2,-2.084006882E1,3.776537704E1,-1.433839417E1
1.551916326E2,-1.788544846E1,3.891525269E1,-1.357777405E1
1.552414946E2,-1.546833420E1,3.995911026E1,-1.385182190E1
1.552913566E2,-1.247581863E1,4.106723785E1,-1.410504150E1
1.553412196E2,-9.541362762E0,4.158745193E1,-1.447897339E1
1.553910816E2,-6.150180817E0,4.126011658E1,-1.476368713E1
1.554409446E2,-4.426647186E0,4.145049667E1,-1.516082764E1
1.554908066E2,-3.204940796E0,4.197098923E1,-1.609025574E1
1.555406696E2,-2.445842743E0,4.183555222E1,-1.595329285E1
1.555905316E2,-2.627105713E0,4.114302826E1,-1.637135315E1
1.556403936E2,-3.360969543E0,4.195077896E1,-1.698652649E1
1.556902566E2,-4.469493866E0,4.192609024E1,-1.658662415E1
1.557401186E2,-5.550842285E0,4.162923431E1,-1.618145752E1
1.557899816E2,-6.898353577E0,4.134008026E1,-1.608871460E1
1.558398436E2,-9.062587738E0,4.078414536E1,-1.620620728E1
1.558897066E2,-1.115673828E1,4.092330933E1,-1.648751831E1
1.559395686E2,-1.311960220E1,3.984175110E1,-1.726510620E1
1.559894316E2,-1.597927475E1,3.893738937E1,-1.865995789E1
1.560392936E2,-1.700131607E1,3.839951324E1,-1.971086121E1
1.560891556E2,-1.828393555E1,3.794349670E1,-1.980781555E1
1.561390186E2,-1.981673813E1,3.804696655E1,-1.885481262E1
1.561888806E2,-2.119205475E1,3.807500458E1,-1.707510376E1
1.562387436E2,-2.177566528E1,3.878691864E1,-1.499501038E1
1.562886056E2,-2.068004227E1,4.012909698E1,-1.251031494E1
1.563384686E2,-1.893107605E1,4.155862808E1,-1.037011719E1
1.563883306E2,-1.636217499E1,4.371160889E1,-9.334899902E0
1.564381936E2,-1.282372284E1,4.606555557E1,-7.318115234E0
1.564880556E2,-9.193363190E0,4.750230408E1,-6.296096802E0
1.565379176E2,-6.522464752E0,4.826846313E1,-6.123397827E0
1.565877800E2,-3.539028168E0,4.944887161E1,-6.451278687E0
1.566376420E2,-1.083332062E0,5.094198608E1,-6.459373474E0
1.566875050E2,9.788780212E-1,5.130096054E1,-6.350044250E0
1.567373670E2,3.779487610E-1,5.222759247E1,-7.482559204E0
1.567872300E2,-8.526916504E-1,5.368374634E1,-7.315673828E0
1.568370920E2,-1.765167236E0,5.436496735E1,-5.926795959E0
1.568869550E2,-3.211570740E0,5.449240875E1,-6.375778198E0
1.569368170E2,-6.267425537E0,5.455748749E1,-6.502777100E0
1.569866790E2,-8.832050323E0,5.441789246E1,-7.135238647E0
1.570365420E2,-1.142883301E1,5.359560394E1,-6.829452515E0
1.570864040E2,-1.599406052E1,5.179206848E1,-8.167419434E0
1.571362670E2,-2.028121948E1,5.014933777E1,-9.864822388E0
1.571861290E2,-2.211291504E1,4.846122742E1,-1.163859558E1
1.572359920E2,-2.406260872E1,4.675650024E1,-1.340682983E1
1.572858540E2,-2.548717308E1,4.497275162E1,-1.554136658E1
1.573357160E2,-2.745709419E1,4.339006805E1,-1.638435364E1
1.573855790E2,-2.833420181E1,4.358617783E1,-1.595617676E1
1.574354410E2,-2.847134209E1,4.399560928E1,-1.510890198E1
1.574853040E2,-2.668109703E1,4.546744919E1,-1.573019409E1
1.575351660E2,-2.407924461E1,4.817879868E1,-1.498310852E1
1.575850297E2,-2.162805939E1,5.082152176E1,-1.271342468E1
1.576348917E2,-1.777147293E1,5.270515442E1,-1.189559937E1
1.576847547E2,-1.481581879E1,5.386167145E1,-1.202780151E1
1.577346167E2,-1.065702438E1,5.543527985E1,-1.266772461E1
1.577844797E2,-5.938423157E0,5.556336975E1,-1.424443054E1
1.578343417E2,-3.941192627E0,5.511652374E1,-1.743206787E1
1.578842037E2,-1.621292114E0,5.530152893E1,-2.017485046E1
1.579340667E2,5.434646606E-1,5.420439148E1,-2.236788940E1
1.579839287E2,7.646446228E-1,5.341808319E1,-2.397074890E1
1.580337917E2,-4.081344604E-2,5.379296875E1,-2.482783508E1
1.580836537E2,-2.462234497E-1,5.442092133E1,-2.628509521E1
1.581335167E2,-2.261215210E0,5.455760956E1,-2.706367493E1
1.581833787E2,-4.830513000E0,5.399348450E1,-2.956501770E1
1.582332417E2,-7.682331085E0,5.389764404E1,-3.132496643E1
1.582831037E2,-1.013119888E1,5.277844238E1,-3.355984497E1
1.583329657E2,-1.341233063E1,5.026832962E1,-3.689880371E1
1.583828287E2,-1.576111603E1,4.731810760E1,-3.965367126E1
1.584326907E2,-1.949599838E1,4.526320648E1,-4.263648987E1
1.584825537E2,-2.243275070E1,4.368450928E1,-4.371086121E1
1.585324157E2,-2.535988617E1,4.169390488E1,-4.471676636E1
1.585822788E2,-2.881866264E1,4.133304596E1,-4.503979492E1
1.586321408E2,-3.060449028E1,4.203496552E1,-4.390863037E1
1.586820038E2,-2.912193680E1,4.315387726E1,-4.394648743E1
1.587318658E2,-2.830394745E1,4.472117233E1,-4.338851929E1
1.587817288E2,-2.819828987E1,4.593812561E1,-4.164202881E1
1.588315908E2,-2.680640602E1,4.671708679E1,-4.158522034E1
1.588814528E2,-2.543350601E1,4.591812134E1,-4.222439575E1
1.589313158E2,-2.359971809E1,4.437254715E1,-4.318515015E1
1.589811778E2,-2.126345825E1,4.416503906E1,-4.339674377E1
1.590310408E2,-1.996427917E1,4.355214310E1,-4.154762268E1
1.590809028E2,-1.855059814E1,4.220608139E1,-3.929183960E1
1.591307658E2,-1.800292969E1,4.021186066E1,-3.749728394E1
1.591806278E2,-1.787292480E1,3.894128036E1,-3.450263977E1
1.592304908E2,-1.755587769E1,3.639166260E1,-3.107348633E1
1.592803528E2,-1.858783340E1,3.470801926E1,-2.871832275E1
1.593302148E2,-1.975627136E1,3.288669205E1,-2.633610535E1
1.593800778E2,-1.999781799E1,3.046282196E1,-2.296606445E1
1.594299398E2,-1.978299713E1,2.841257858E1,-2.103776550E1
1.594798028E2,-2.015907288E1,2.606708908E1,-1.936422729E1
1.595296648E2,-2.058505630E1,2.395240402E1,-1.803904724E1
1.595795268E2,-2.055382156E1,2.202408600E1,-1.657109070E1
1.596293888E2,-2.019679260E1,2.104898453E1,-1.620353699E1
1.596792518E2,-1.983265305E1,2.040494156E1,-1.561042786E1
1.597291138E2,-1.873284912E1,2.113250732E1,-1.535726929E1
1.597789768E2,-1.793202209E1,2.234481430E1,-1.334022522E1
1.598288388E2,-1.730640030E1,2.391250610E1,-1.100579834E1
1.598787018E2,-1.633205414E1,2.631064606E1,-9.502120972E0
1.599285638E2,-1.456165695E1,2.892112350E1,-8.269897461E0
1.599784258E2,-1.184906006E1,3.087483597E1,-8.381546021E0
1.600282888E2,-1.034470367E1,3.259508133E1,-8.263961792E0
1.600781508E2,-8.187591553E0,3.487430954E1,-9.063369751E0
1.601280138E2,-5.444698334E0,3.619235992E1,-9.843063354E0
1.601778758E2,-3.004344940E0,3.719342422E1,-1.032263184E1
1.602277388E2,-1.557376862E0,3.714144897E1,-9.930358887E0
1.602776008E2,-5.417461395E0,4.462694168E1,-1.622093201E1
1.603274638E2,-4.795146942E0,4.266030121E1,-1.549548340E1
1.603773258E2,-6.394779205E0,4.120135880E1,-1.543893433E1
1.604271888E2,-8.103923798E0,4.042580414E1,-1.554051208E1
1.604770508E2,-9.923477173E0,3.771667862E1,-1.537223816E1
1.605269128E2,-1.201362991E1,3.446323776E1,-1.508013916E1
1.605767771E2,-1.419031525E1,3.092128754E1,-1.496246338E1
1.606266391E2,-1.641455078E1,2.735151672E1,-1.525967407E1
1.606765021E2,-1.670964432E1,2.302172470E1,-1.491154480E1
1.607263641E2,-1.728948975E1,1.856686020E1,-1.417549133E1
1.607762271E2,-1.673677826E1,1.476784897E1,-1.371615601E1
1.608260891E2,-1.515016556E1,1.189050293E1,-1.247296143E1
1.608759521E2,-1.326647949E1,9.336164474E0,-1.029598999E1
1.609258141E2,-1.111447144E1,7.079662323E0,-8.158950806E0
1.609756771E2,-8.578365326E0,5.553831100E0,-5.187797546E0
1.610255391E2,-5.352283478E0,3.991630554E0,-2.247451782E0
1.610754011E2,-2.119728088E0,2.421010017E0,8.975448608E-1
1.611252641E2,1.740043640E0,9.310808182E-1,3.151779175E0
1.611751261E2,6.116767883E0,-6.893730164E-1,5.518478394E0
1.612249891E2,1.006464386E1,-2.453866005E0,7.005729675E0
1.612748511E2,1.418794250E1,-4.119405746E0,8.926780701E0
1.613247141E2,1.811689758E1,-6.296325207E0,1.013481140E1
1.613745761E2,2.183885193E1,-8.092912674E0,1.092265320E1
1.614244391E2,2.574571228E1,-9.307202339E0,1.154864502E1
1.614743011E2,2.844603729E1,-9.371529579E0,1.131396484E1
1.615241631E2,3.197046661E1,-8.073347092E0,1.032479858E1
1.615740252E2,3.497712708E1,-6.538959503E0,1.103857422E1
1.616238872E2,3.837767029E1,-4.020298958E0,1.037403107E1
1.616737502E2,4.138410187E1,-1.424580574E0,9.084419250E0
1.617236123E2,4.310148621E1,2.827435493E0,7.765602112E0
1.617734752E2,4.483652496E1,7.654073715E0,6.886413574E0
1.618233372E2,4.557905579E1,1.362332153E1,4.920860291E0
1.618732003E2,4.438344574E1,2.118493652E1,2.507293701E0
1.619230622E2,4.279805756E1,2.897237015E1,2.197341919E-1
1.619729252E2,3.937055206E1,3.566197205E1,-1.740867615E0
1.620227872E2,3.386401367E1,4.246584320E1,-4.611915588E0
1.620726502E2,2.736179352E1,4.753346634E1,-8.474243164E0
1.621225123E2,2.110830688E1,5.105704880E1,-1.188552856E1
1.621723742E2,1.565493011E1,5.308634949E1,-1.396542358E1
1.622222372E2,1.258312225E1,5.377275085E1,-1.503598022E1
1.622720992E2,1.153590393E1,5.424908447E1,-1.598347473E1
1.623219622E2,1.337577057E1,5.454850769E1,-1.533583069E1
1.623718243E2,1.536318207E1,5.493874359E1,-1.509124756E1
1.624216872E2,1.908081818E1,5.507130432E1,-1.586781311E1
1.624715492E2,2.249635315E1,5.641346741E1,-1.689854431E1
1.625214123E2,2.719281769E1,5.788121796E1,-1.696713257E1
1.625712742E2,2.925688934E1,6.044290924E1,-1.839340210E1
1.626211364E2,2.951166534E1,6.485090637E1,-1.960487366E1
1.626709994E2,2.849100494E1,6.988876343E1,-2.030676270E1
1.627208614E2,2.546901703E1,7.470890045E1,-2.030038452E1
1.627707244E2,2.232347107E1,7.746432495E1,-1.931761169E1
1.628205864E2,1.809825897E1,8.048348236E1,-1.953527832E1
1.628704494E2,1.275128174E1,8.371244812E1,-2.039590454E1
1.629203114E2,4.858112335E0,8.637651825E1,-2.071501160E1
1.629701744E2,-4.163200378E0,8.864176178E1,-2.169096375E1
1.630200364E2,-1.226250839E1,9.012078857E1,-2.394589233E1
1.630698984E2,-2.098901749E1,8.961252594E1,-2.730416870E1
1.631197614E2,-2.809429932E1,8.753485870E1,-3.118379211E1
1.631696234E2,-3.304995728E1,8.483594513E1,-3.420933533E1
1.632194864E2,-4.074810410E1,8.027410889E1,-3.750257874E1
1.632693484E2,-4.669995117E1,7.487480164E1,-4.109231567E1
1.633192114E2,-5.254666519E1,7.124570465E1,-4.177247620E1
1.633690734E2,-5.434312057E1,6.945082855E1,-4.002775574E1
1.634189364E2,-5.485691071E1,6.945149231E1,-3.841645813E1
1.634687984E2,-5.456652832E1,7.085431671E1,-3.621714783E1
1.635186614E2,-5.148294067E1,7.185979462E1,-2.973983765E1
1.635685234E2,-4.764930725E1,7.311599731E1,-2.770332336E1
1.636183851E2,-4.144734955E1,7.566716766E1,-2.621432495E1
1.636682481E2,-3.375793457E1,7.794743347E1,-2.674398804E1
1.637181101E2,-2.514653587E1,8.025482178E1,-2.963378906E1
1.637679731E2,-1.693784332E1,8.347688293E1,-3.130570984E1
1.638178351E2,-9.850135803E0,8.656474304E1,-3.172209167E1
1.638676981E2,-4.529121399E0,9.026075745E1,-3.218017578E1
1.639175601E2,-1.025394440E0,9.538237000E1,-3.160615540E1
1.639674231E2,-3.435707092E-1,9.977449799E1,-3.100279236E1
1.640172851E2,-2.312202454E0,1.051048203E2,-2.945780945E1
1.640671471E2,-8.390415192E0,1.105364609E2,-2.815901184E1
1.641170101E2,-1.579394531E1,1.161857681E2,-2.845735168E1
1.641668721E2,-2.577568436E1,1.200691299E2,-2.930598450E1
1.642167351E2,-3.853016281E1,1.217952499E2,-2.994079590E1
1.642665971E2,-5.197933578E1,1.203624496E2,-3.283253479E1
1.643164601E2,-6.375160980E1,1.168886032E2,-3.571157837E1
1.643663221E2,-7.667514038E1,1.104829941E2,-4.047351074E1
1.644161851E2,-8.791698456E1,1.010212402E2,-4.517091370E1
1.644660471E2,-9.653351593E1,9.045761871E1,-5.220964050E1
1.645159091E2,-1.038015594E2,8.126790619E1,-5.382598877E1
1.645657721E2,-1.077881317E2,7.471460724E1,-5.409873962E1
1.646156347E2,-1.125120850E2,7.190937042E1,-4.783963013E1
1.646654977E2,-1.152618103E2,7.121041107E1,-4.018606567E1
1.647153598E2,-1.150412903E2,7.279024506E1,-3.684640503E1
1.647652227E2,-1.131226654E2,7.712210846E1,-3.045109558E1
1.648150847E2,-1.096877899E2,8.229248810E1,-2.469570923E1
1.648649478E2,-1.059727402E2,8.664453888E1,-2.231430054E1
1.649148097E2,-1.009269714E2,9.006449890E1,-2.061351013E1
1.649646717E2,-9.487335205E1,9.165104675E1,-1.704234314E1
1.650145347E2,-8.976269531E1,9.118503571E1,-1.437930298E1
1.650643967E2,-8.581923676E1,8.863714600E1,-1.589059448E1
1.651142598E2,-8.212292480E1,8.508377075E1,-1.684262085E1
1.651641217E2,-7.878422546E1,7.739388275E1,-1.970816040E1
1.652139847E2,-7.574343872E1,6.847172546E1,-2.447151184E1
