"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.598252633E1,-3.976330161E-1,-7.046207190E-1,1.578759074E0
8.603238833E1,5.150293000E-4,-6.214256883E-1,1.919744730E0
8.608225033E1,-6.740221288E-3,-5.167223513E-3,2.293718576E0
8.613211233E1,-3.652647883E-2,-2.023695558E-1,2.085300684E0
8.618197433E1,-2.034151927E-2,7.766598463E-2,1.779579639E0
8.623183733E1,-6.561177969E-2,1.946389675E-1,1.191339612E0
8.628169933E1,-1.423374563E-1,5.317532420E-1,3.666858077E-1
8.633156133E1,1.123030707E-1,4.162201583E-1,-2.402817607E-1
8.638142333E1,2.076726258E-1,-1.061858609E-1,-6.263280511E-1
8.643128533E1,9.078074992E-2,-3.293631971E-1,-7.909973860E-1
8.648114733E1,1.236904860E-1,1.214770526E-1,-9.147125483E-1
8.653100921E1,3.094786108E-1,5.276984572E-1,-1.536468625E0
8.658087121E1,4.973289371E-1,5.563361645E-1,-1.428167820E0
8.663073321E1,5.050764680E-1,4.374763668E-1,-1.781502962E0
8.668059521E1,6.621559858E-1,7.282070518E-1,-2.109093666E0
8.673045721E1,5.217240453E-1,5.846956968E-1,-1.659538627E0
8.678031921E1,5.487707630E-2,7.394278422E-3,-8.400227427E-1
8.683018221E1,-4.317592978E-1,-4.241427481E-1,-1.623412222E-1
8.688004421E1,-8.451473713E-1,-7.450901270E-1,4.392424226E-1
8.692990621E1,-7.823218107E-1,-4.813927114E-1,9.967365265E-1
8.697976821E1,-6.088244915E-1,-4.635849893E-1,1.467013478E0
8.702963021E1,-3.477042019E-1,-5.441619158E-1,1.914292336E0
8.707949221E1,-1.968543679E-1,-1.498807371E-1,2.004750013E0
8.712935421E1,-1.120381653E-1,-1.455225348E-1,1.958830595E0
8.717921621E1,-2.066774368E-1,-1.682420671E-1,1.616633296E0
8.722907821E1,-3.143441081E-1,-3.587160632E-2,9.343922734E-1
8.727894021E1,-4.064218402E-1,4.434480071E-1,3.099293709E-1
8.732880221E1,-1.784311682E-1,3.898231685E-1,-3.077862561E-1
8.737866421E1,-1.109954249E-2,-8.070671558E-2,-7.504168153E-1
8.742852721E1,-1.584001780E-1,-2.431327552E-1,-8.342023492E-1
8.747838921E1,2.917761803E-1,-1.014269143E-1,-9.424345493E-1
8.752825171E1,4.768522978E-1,-9.092295542E-3,-1.675462961E0
8.757811371E1,6.600382328E-1,5.450350791E-2,-1.717229605E0
8.762797571E1,9.470379353E-1,4.691124558E-1,-1.970732331E0
8.767783771E1,9.513028264E-1,9.194436073E-1,-1.865660429E0
8.772769971E1,5.242528319E-1,2.290011197E-1,-1.320149541E0
8.777756171E1,8.171466738E-2,-1.069407314E-1,-6.904531121E-1
8.782742371E1,-3.435464799E-1,-4.327216148E-1,-9.159515053E-2
8.787728571E1,-5.947331786E-1,-6.876804829E-1,8.726607561E-1
8.792714771E1,-7.097301483E-1,-7.511293888E-1,1.361269236E0
8.797701071E1,-6.115751266E-1,-4.126281142E-1,1.650851727E0
8.802687271E1,-3.201688528E-1,3.751167096E-3,1.989461660E0
8.807673471E1,-1.188216209E-1,1.198001951E-2,2.102272034E0
8.812659671E1,-5.776811019E-2,-2.232092619E-1,1.939631701E0
8.817645871E1,1.562472433E-1,-1.952831447E-2,1.334629536E0
8.822632071E1,5.864917114E-2,3.270885050E-1,7.679023743E-1
8.827618271E1,3.116791546E-1,-9.376287460E-2,1.287197471E-1
8.832604471E1,3.723856509E-1,-1.867952347E-1,-4.416514933E-1
8.837590671E1,2.405780852E-1,-2.581406236E-1,-4.844299555E-1
8.842576871E1,3.745779693E-1,-2.616126835E-1,-7.789998651E-1
8.847563171E1,2.787968516E-1,3.737251088E-2,-8.176251650E-1
8.852549296E1,-5.089303851E-2,2.727739513E-1,-5.790327787E-1
8.857535496E1,-2.773817815E-2,2.238002270E-1,-5.790519714E-1
8.862521696E1,8.281935751E-2,4.779176712E-1,-7.872803211E-1
8.867507896E1,5.111162364E-2,4.706952870E-1,-6.672071218E-1
8.872494096E1,1.066539623E-2,1.883089691E-1,-7.223557234E-1
8.877480296E1,7.791793346E-2,2.189790457E-1,-7.601667047E-1
8.882466496E1,4.191359878E-2,2.411489189E-1,-8.523127437E-1
8.887452696E1,-1.287524253E-1,1.549630463E-1,-8.447529674E-1
8.892438896E1,-5.795853958E-2,2.439005524E-1,-8.369467854E-1
8.897425196E1,-1.817654371E-1,2.107636333E-1,-6.881424785E-1
8.902411396E1,-3.061236143E-1,8.616924286E-3,-5.104776025E-1
8.907397596E1,-3.980796337E-1,-1.318156123E-1,-2.752712965E-1
8.912383796E1,-3.865208328E-1,-1.258125156E-1,-4.472024739E-2
8.917369996E1,-3.257001042E-1,-3.813246638E-2,8.393409103E-2
8.922356196E1,-1.256915182E-1,-6.222124770E-2,1.770011932E-1
8.927342396E1,7.364796102E-2,-7.250376046E-2,1.739222705E-1
8.932328596E1,2.052882612E-1,4.726705700E-2,1.522469819E-1
8.937314796E1,2.617084086E-1,-1.911265776E-2,1.793871224E-1
8.942300996E1,2.860908508E-1,6.722846627E-2,1.569274664E-1
8.947287296E1,2.916741669E-1,-2.199552581E-2,2.137752175E-1
8.952273646E1,2.489426881E-1,-8.461885154E-2,2.075685710E-1
8.957259846E1,3.028529286E-1,1.354883239E-2,2.581077516E-1
8.962246046E1,3.804557025E-1,2.465323955E-1,3.469464183E-1
8.967232246E1,4.194202721E-1,3.124005497E-1,4.349459410E-1
8.972218446E1,4.203110933E-1,2.881258428E-1,2.969023287E-1
8.977204646E1,3.755387068E-1,3.524106145E-1,1.836586148E-1
8.982190846E1,2.929224074E-1,3.185986280E-1,-7.132887095E-2
8.987177046E1,2.229532897E-1,1.089258417E-1,-3.204057813E-1
8.992163246E1,6.289878488E-2,-3.358412683E-1,-3.658806086E-1
8.997149546E1,-2.509762049E-1,-6.803146005E-1,-7.450467348E-1
9.002135746E1,-2.820259929E-1,-2.084945142E-1,-6.066567302E-1
9.007121946E1,-3.957429826E-1,-1.303144842E-1,-5.824470520E-1
9.012108146E1,-3.145836592E-1,4.168174863E-1,-3.110784888E-1
9.017094346E1,-6.952398270E-2,-7.343986072E-3,1.792160571E-1
9.022080546E1,-4.439716041E-1,-5.815967321E-1,4.821667075E-2
9.027066746E1,-3.369631469E-1,-1.058100909E-2,2.739210427E-1
9.032052946E1,-3.167161942E-1,-3.480339646E-1,1.906630546E-1
9.037039146E1,-2.435274720E-1,-2.587123513E-1,-1.886699349E-2
9.042025346E1,-1.110047176E-1,-3.189320564E-1,3.277351335E-2
9.047011646E1,-3.260686994E-1,-6.713839173E-1,-5.245149881E-2
9.051997721E1,-4.322680831E-1,-3.456674516E-1,8.203891665E-2
9.056983921E1,-2.479320616E-1,-2.185796797E-1,1.422320902E-1
9.061970121E1,-2.711139619E-1,-2.514998317E-1,1.525285989E-1
9.066956321E1,-5.096028373E-2,-1.697560698E-1,1.602745801E-1
9.071942521E1,3.691925108E-1,-1.865763366E-1,2.596600056E-1
9.076928721E1,5.227466822E-1,-3.893433809E-1,3.829634786E-1
9.081914921E1,5.867905021E-1,-3.355792463E-1,5.475417972E-1
9.086901121E1,5.973254442E-1,3.788554296E-2,6.537380815E-1
9.091887421E1,3.811485171E-1,-2.199201286E-2,5.713238120E-1
9.096873621E1,1.477966160E-1,-6.429265440E-2,5.219122171E-1
9.101859821E1,3.050820157E-2,-1.130684018E-1,2.063806802E-1
9.106846021E1,8.003807813E-2,-5.375372246E-2,-1.414989978E-1
9.111832221E1,8.905194700E-2,1.961363852E-1,4.651736096E-2
9.116818421E1,-1.176068559E-2,2.563611567E-1,-3.583086729E-1
9.121804621E1,2.126286179E-1,4.560693204E-1,-8.020630479E-1
9.126790821E1,5.513263345E-1,3.657774031E-1,-1.296316385E0
9.131777021E1,1.631344259E-1,1.933550835E-1,-1.193452477E0
9.136763321E1,-3.503843844E-1,-4.146899283E-1,-9.563275576E-1
9.141749521E1,-7.040484548E-1,-3.138515353E-1,1.268361509E-1
9.146735721E1,-8.844321370E-1,-1.128450155E0,1.258507729E0
9.151721900E1,-1.795931011E-1,-3.446440399E-1,1.194346905E0
9.156708100E1,2.787307799E-1,5.497354865E-1,1.938916206E0
9.161694300E1,-2.027845681E-1,-4.583412409E-1,2.285801649E0
9.166680500E1,-7.604689803E-3,2.705348134E-1,1.955213547E0
9.171666700E1,8.417409658E-2,-1.680827588E-1,1.618404508E0
9.176652900E1,-2.725243568E-1,1.611788273E-1,9.611226916E-1
9.181639200E1,-2.838619649E-1,4.907099307E-1,2.641742527E-1
9.186625400E1,1.338714361E-2,5.620669127E-1,-3.309879601E-1
9.191611600E1,-7.942906767E-2,-3.276450932E-1,-7.329520583E-1
9.196597800E1,-3.593191803E-1,1.262743771E-1,-8.149551153E-1
9.201584000E1,-9.070809931E-2,1.871166229E-1,-8.767336607E-1
9.206570200E1,-6.241588295E-2,6.120854244E-2,-1.437880754E0
9.211556400E1,3.321113288E-1,1.534174681E-1,-1.500469685E0
9.216542600E1,5.574424863E-1,9.338671714E-2,-1.568562746E0
9.221528800E1,6.732947826E-1,1.554533839E-3,-1.313898802E0
9.226515100E1,7.453944087E-1,9.504771791E-3,-8.712688684E-1
9.231501300E1,7.652936578E-1,-1.243307292E-1,-1.153808117E0
9.236487500E1,4.144798517E-1,8.538760245E-2,-9.719304442E-1
9.241473700E1,-1.999094337E-1,-9.551609308E-2,-5.929567814E-1
9.246459900E1,-4.244020581E-1,-3.277621269E-1,-1.042938605E-1
9.251446071E1,-4.255926013E-1,4.379877076E-2,5.241549611E-1
9.256432271E1,-8.537248969E-1,-3.547764719E-1,1.113213181E0
9.261418471E1,-7.382960916E-1,-4.175853133E-1,1.611181259E0
9.266404671E1,-3.277114630E-1,-5.846842527E-1,1.942745924E0
9.271390971E1,3.603391051E-1,-3.629593849E-1,1.981006026E0
9.276377171E1,8.435891271E-1,-7.138804793E-1,1.780775666E0
9.281363371E1,7.236087918E-1,-3.453065753E-1,1.558082461E0
9.286349571E1,4.062470794E-1,-1.211168319E-1,1.050944686E0
9.291335771E1,9.903080016E-2,4.288389385E-1,4.751571417E-1
9.296321971E1,1.714236438E-1,5.286930203E-1,-1.230349764E-1
9.301308171E1,2.784040272E-1,3.906541467E-1,-5.939345956E-1
9.306294371E1,-1.507924870E-2,4.405055940E-1,-9.311365485E-1
9.311280571E1,-3.825980425E-2,2.124576569E-1,-1.290735841E0
9.316266871E1,-2.761329291E-3,5.920705795E-1,-1.328001618E0
9.321253071E1,-2.565737665E-1,2.232733369E-1,-1.306819558E0
9.326239271E1,-1.590373665E-1,2.040132135E-1,-1.040761709E0
9.331225471E1,2.210798860E-1,4.775633812E-1,-1.434649944E0
9.336211671E1,5.041450262E-1,4.742555022E-1,-1.397329926E0
9.341197871E1,5.399028659E-1,1.105841920E-1,-1.374264479E0
9.346184071E1,3.605112731E-1,-9.484682232E-4,-9.437639713E-1
9.351170375E1,-3.254593611E-1,-3.202715516E-1,-4.289256334E-1
9.356156675E1,-4.182880819E-1,-3.552742898E-1,5.069986358E-2
9.361142875E1,-4.993056953E-1,-3.619272113E-1,6.362830997E-1
9.366129075E1,-5.739112496E-1,-3.498502076E-1,1.122441292E0
9.371115275E1,-4.580464065E-1,-3.464911580E-1,1.534684896E0
9.376101475E1,-3.800886571E-1,-2.799032927E-1,1.805464506E0
9.381087675E1,-7.271258533E-2,8.117203414E-2,1.868589401E0
9.386073875E1,-1.177619547E-1,-1.134574860E-1,1.908180118E0
9.391060075E1,1.343869418E-1,-1.033778489E-1,1.472597003E0
9.396046275E1,2.330911458E-1,-1.543296874E-2,9.504870176E-1
9.401032575E1,-1.238054708E-1,2.136931568E-1,4.132328629E-1
9.406018775E1,3.097851202E-2,5.118257999E-1,-1.021053120E-1
9.411004975E1,1.190505922E-1,4.178499803E-3,-4.892365038E-1
9.415991175E1,-1.815054566E-2,-9.606630355E-2,-7.713568807E-1
9.420977375E1,4.335875064E-2,4.866665229E-2,-8.389588594E-1
9.425963575E1,2.746422887E-1,3.658961952E-1,-1.163722634E0
9.430949775E1,3.263318539E-1,3.148024976E-1,-1.501155138E0
9.435935975E1,6.102311015E-1,3.827161491E-1,-1.487106085E0
9.440922275E1,7.375684381E-1,2.365078032E-2,-1.553323746E0
9.445908475E1,7.504352927E-1,3.003240228E-1,-1.453843713E0
9.450894646E1,6.647856832E-1,3.723742664E-1,-1.402467966E0
9.455880846E1,2.705239952E-1,2.511238158E-1,-9.427409768E-1
9.460867046E1,-4.545309246E-1,-3.976502120E-1,-3.694649041E-1
9.465853246E1,-6.741997600E-1,-4.151560366E-1,9.674771130E-2
9.470839446E1,-8.384379745E-1,-3.163243234E-1,7.636149526E-1
9.475825646E1,-8.659595847E-1,-3.471429944E-1,1.214449644E0
9.480811946E1,-6.187070012E-1,-3.722805381E-1,1.586629391E0
9.485798146E1,-4.222720563E-1,-1.416799575E-1,1.919742227E0
9.490784346E1,-2.695135772E-2,-8.614617586E-2,1.784381986E0
9.495770546E1,5.988885835E-2,-2.442723364E-1,1.860152483E0
9.500756746E1,7.678595185E-2,-2.930890918E-1,1.517732263E0
9.505742946E1,3.722789232E-3,1.336229891E-1,9.721730351E-1
9.510729146E1,-2.535389662E-1,5.745292306E-1,3.048583567E-1
9.515715446E1,-1.951004267E-1,6.025185585E-1,-2.876268923E-1
9.520701646E1,-1.103198975E-1,1.153488457E-1,-6.241148710E-1
9.525687846E1,-2.645517886E-1,-5.948554352E-2,-7.675907612E-1
9.530674046E1,-7.713823766E-2,7.076007873E-2,-9.603885412E-1
9.535660246E1,1.599275768E-1,2.893495858E-1,-1.277241945E0
9.540646446E1,2.823388278E-1,1.758123040E-1,-1.429593444E0
9.545632646E1,5.391025543E-1,2.044997066E-1,-1.412759185E0
9.550618821E1,6.328795552E-1,7.342515141E-2,-1.462880611E0
9.555605121E1,7.721616626E-1,3.493583500E-1,-1.433488369E0
9.560591321E1,7.791531086E-1,4.879123867E-1,-1.225219488E0
9.565577521E1,2.658607960E-1,-1.120339260E-1,-9.075254798E-1
9.570563721E1,-2.769173980E-1,-3.838161528E-1,-3.808158934E-1
9.575549921E1,-6.541143060E-1,-8.458270431E-1,2.708414495E-1
9.580536121E1,-6.628502607E-1,-6.093037724E-1,7.649040818E-1
9.585522321E1,-5.667830706E-1,-5.248526931E-1,1.190625429E0
9.590508621E1,-3.760727346E-1,-5.887700915E-1,1.557648659E0
9.595494821E1,-4.256047308E-3,-3.339477777E-1,1.779741526E0
9.600481021E1,1.656512320E-1,-2.232558280E-1,1.861092329E0
9.605467221E1,2.282198071E-1,-2.002658248E-1,1.822332144E0
9.610453421E1,2.309964150E-1,-1.466063261E-1,1.354954123E0
9.615439621E1,7.338815928E-2,3.567351028E-2,9.884995222E-1
9.620425921E1,-9.467875212E-2,5.122761726E-1,2.726624608E-1
9.625412121E1,3.350824490E-2,7.281132340E-1,-2.544875443E-1
9.630398321E1,-1.246351562E-2,-2.911214158E-2,-5.124189854E-1
9.635384521E1,-8.278360963E-2,-1.153430119E-1,-6.690095067E-1
9.640370721E1,-5.197869241E-2,1.196302027E-1,-8.616975546E-1
9.645356921E1,1.909862757E-1,3.199297786E-1,-1.218282104E0
9.650343221E1,3.815241456E-1,3.122577071E-1,-1.490566850E0
9.655329483E1,5.261136889E-1,3.432093859E-1,-1.306097984E0
9.660315683E1,5.315909982E-1,1.459405851E-2,-1.436896443E0
9.665301883E1,8.222817183E-1,4.624229670E-1,-1.365814805E0
9.670288083E1,7.267419696E-1,1.671917439E-1,-1.290566802E0
9.675274383E1,4.009650648E-1,5.830989778E-2,-1.000370026E0
9.680260583E1,-1.078801751E-1,-4.495114088E-1,-5.102307796E-1
9.685246783E1,-6.956704259E-1,-8.489828110E-1,9.494203329E-2
9.690232983E1,-9.562039375E-1,-5.416317582E-1,5.940292478E-1
9.695219183E1,-9.098594785E-1,-6.134464741E-1,1.128996372E0
9.700205383E1,-5.565675497E-1,-6.051573157E-1,1.590258241E0
9.705191683E1,-1.155098528E-2,-3.447755277E-1,1.771392345E0
9.710177883E1,3.262980282E-1,-2.891870737E-1,1.697387338E0
9.715164083E1,5.511527061E-1,-4.171780050E-1,1.904825687E0
9.720150283E1,6.205489635E-1,-2.560878694E-1,1.504949331E0
9.725136483E1,2.108770311E-1,2.515626326E-2,1.200064301E0
9.730122783E1,-2.604087293E-1,4.709023535E-1,5.480910540E-1
9.735108983E1,-2.132982165E-1,7.344340086E-1,-9.329521656E-2
9.740095183E1,-5.139028281E-2,4.116882980E-1,-4.487855732E-1
9.745081383E1,-6.275345385E-2,-2.734845579E-1,-7.445387244E-1
9.750067583E1,-2.849308774E-2,-6.577944756E-2,-6.821580529E-1
9.755053800E1,1.830781549E-1,1.106033027E-1,-1.117782474E0
9.760040000E1,2.739874125E-1,3.155918419E-1,-1.309930205E0
9.765026200E1,4.732469618E-1,2.291132808E-1,-1.355849624E0
9.770012400E1,5.120834708E-1,1.484253109E-1,-1.468042731E0
9.774998600E1,8.066468835E-1,2.866726518E-1,-1.489145279E0
9.779984900E1,8.088621497E-1,3.857571781E-1,-1.461116433E0
9.784971100E1,6.066979766E-1,3.027421832E-1,-1.137754560E0
9.789957300E1,3.501558676E-2,-2.053992897E-1,-6.997252107E-1
9.794943500E1,-7.246565819E-1,-6.422318220E-1,-4.347743094E-2
9.799929700E1,-8.921890855E-1,-7.155244946E-1,4.719604850E-1
9.804916000E1,-8.182795644E-1,-4.225213230E-1,9.410254955E-1
9.809902200E1,-5.644329190E-1,-5.064717531E-1,1.434916615E0
9.814888400E1,-1.937679201E-1,-3.236931264E-1,1.788171887E0
9.819874600E1,1.531139910E-1,-3.068540990E-1,1.804257751E0
9.824860900E1,1.695630103E-1,-4.214833975E-1,1.893446565E0
9.829847100E1,1.863226742E-1,-4.137332737E-1,1.674154162E0
9.834833300E1,2.640857697E-1,-1.921193898E-1,1.203338981E0
9.839819500E1,-7.116186619E-2,1.681928933E-1,7.669203281E-1
9.844805700E1,-5.142357200E-2,5.026551485E-1,1.194000021E-1
9.849792000E1,2.223853022E-2,4.560894370E-1,-3.258031011E-1
9.854778246E1,5.350178108E-2,-9.966710955E-2,-7.292129397E-1
9.859764446E1,4.718609154E-2,-1.933848709E-1,-6.482869983E-1
9.864750646E1,6.131202728E-2,2.207702249E-1,-9.622832537E-1
9.869736946E1,2.749489546E-1,3.307107687E-1,-1.181212902E0
9.874723146E1,3.297622502E-1,9.178173542E-2,-1.405521631E0
9.879709346E1,6.997228861E-1,2.866596282E-1,-1.321887970E0
9.884695546E1,8.279689550E-1,7.483258098E-2,-1.379003167E0
9.889681746E1,8.390927315E-1,5.917769074E-1,-1.380120039E0
9.894668046E1,7.616094351E-1,5.103974342E-1,-1.322323322E0
9.899654246E1,3.578483462E-1,1.155007035E-1,-1.044484258E0
9.904640446E1,-3.142192364E-1,-3.821859062E-1,-4.463765025E-1
9.909626646E1,-7.726305127E-1,-5.397125483E-1,1.482318789E-1
9.914612946E1,-9.035950303E-1,-4.328908026E-1,6.444146633E-1
9.919599146E1,-8.887503147E-1,-4.441762269E-1,1.157204986E0
9.924585346E1,-6.968789101E-1,-3.736660480E-1,1.635503650E0
9.929571546E1,-4.374137521E-1,-3.754718006E-1,1.887928963E0
9.934557846E1,-1.042349860E-1,-3.527062535E-1,1.758959413E0
9.939544046E1,2.131958455E-1,-3.289236724E-1,1.963498354E0
9.944530246E1,1.396117657E-1,-4.209735990E-1,1.328181863E0
9.949516446E1,1.985574961E-1,-1.696632951E-1,1.004624367E0
9.954502583E1,-7.406964153E-2,2.172011286E-1,5.390399694E-1
9.959488883E1,1.030312255E-1,5.777989030E-1,-4.253591970E-2
9.964475083E1,8.987136930E-2,1.608652472E-1,-3.784268796E-1
9.969461283E1,-9.105114639E-2,-3.572290242E-1,-7.072266340E-1
9.974447483E1,1.441987790E-2,-6.978670508E-2,-9.478329420E-1
9.979433783E1,1.161598116E-1,2.730408311E-1,-1.070870638E0
9.984419983E1,-2.135010436E-2,2.884617150E-1,-1.524066806E0
9.989406183E1,1.690353006E-1,5.128432512E-1,-1.230369806E0
9.994392383E1,3.485291600E-1,6.376535296E-1,-1.251266360E0
9.999378683E1,5.711508989E-1,2.730186880E-1,-1.222916365E0
1.000436488E2,5.748928785E-1,1.300711632E-1,-1.205187798E0
1.000935108E2,4.531570375E-1,-7.808095962E-2,-1.090870380E0
1.001433728E2,-2.123701125E-1,-1.451820284E-1,-9.167007804E-1
1.001932358E2,-6.070738435E-1,-3.672569394E-1,-3.737957180E-1
1.002430978E2,-7.346363664E-1,-3.021199405E-1,1.911082566E-1
1.002929598E2,-8.392887712E-1,-6.285683513E-1,8.611587286E-1
1.003428218E2,-8.326317668E-1,-4.322564602E-1,1.437889338E0
1.003926848E2,-5.648990273E-1,-8.901339173E-1,2.003439903E0
1.004425468E2,-4.857098684E-4,-9.581285715E-1,2.265610218E0
1.004924088E2,6.205168366E-1,-6.234692931E-1,1.854281783E0
1.005422710E2,7.460879087E-1,-3.199423254E-1,1.477193475E0
1.005921340E2,4.049859047E-1,-3.183195293E-1,1.319953084E0
1.006419960E2,2.808953524E-1,3.477523625E-1,7.280046344E-1
1.006918580E2,2.501150668E-1,5.843128562E-1,1.063679233E-1
1.007417200E2,2.152821422E-1,2.539408952E-2,-3.976836205E-1
1.007915830E2,3.321220726E-2,2.762292922E-1,-6.059477925E-1
1.008414450E2,1.171605065E-1,6.263897568E-2,-5.233327746E-1
1.008913070E2,-4.222701862E-2,3.892762959E-2,-1.029670000E0
1.009411690E2,2.333363742E-1,-2.268784866E-2,-1.224934816E0
1.009910320E2,4.390168190E-1,1.909466833E-1,-1.434415936E0
1.010408940E2,6.284577250E-1,5.872668028E-1,-1.456228137E0
1.010907560E2,8.216497302E-1,4.680662751E-1,-1.365811944E0
1.011406180E2,8.365082741E-1,2.555163503E-1,-1.370496273E0
1.011904810E2,7.416225076E-1,4.379348159E-1,-1.318423867E0
1.012403430E2,-2.372624129E-1,1.288588047E-1,-1.110015154E0
1.012902050E2,-7.145343423E-1,-1.141229570E-1,-5.341939330E-1
1.013400670E2,-8.245326281E-1,-3.456920385E-1,1.553234309E-1
1.013899300E2,-8.718119264E-1,-2.248007357E-1,7.821908593E-1
1.014397920E2,-9.225574732E-1,-3.561373651E-1,1.391589046E0
1.014896540E2,-7.409591079E-1,-7.517847419E-1,1.750257611E0
1.015395166E2,-3.572434187E-1,-4.074636698E-1,2.113242626E0
1.015893796E2,2.268826067E-1,-1.594476700E-1,1.743684053E0
1.016392416E2,4.736835957E-1,-2.632328570E-1,1.585813999E0
1.016891036E2,1.144561991E-1,-3.402425349E-1,1.519129753E0
1.017389666E2,8.586408943E-2,2.270340472E-1,9.260792136E-1
1.017888286E2,-1.890958399E-1,6.611075401E-1,2.689403296E-1
1.018386906E2,-2.288902551E-2,1.998002976E-1,-1.921789348E-1
1.018885526E2,1.825509518E-1,-3.660364151E-1,-5.149838328E-1
1.019384156E2,-3.720098361E-2,-2.477502078E-1,-6.630552411E-1
1.019882776E2,1.461958736E-1,-4.246431217E-2,-9.994825125E-1
1.020381396E2,3.047169447E-1,3.646022379E-1,-1.330855370E0
1.020880016E2,3.972126544E-1,8.185572177E-2,-1.360471487E0
1.021378646E2,7.217274904E-1,1.457606107E-1,-1.555036545E0
1.021877266E2,7.622771859E-1,-8.831098676E-4,-1.697418332E0
1.022375886E2,9.489445090E-1,3.988714218E-1,-1.383485675E0
1.022874516E2,7.998648882E-1,1.870660186E-1,-1.277156472E0
1.023373136E2,5.277656913E-1,1.958957911E-1,-8.663529158E-1
1.023871756E2,-9.416757151E-3,-2.567066848E-1,-3.046441078E-1
1.024370376E2,-4.132454395E-1,-4.050513506E-1,3.620287478E-1
1.024869006E2,-4.642523229E-1,-5.223197341E-1,1.011999249E0
1.025367620E2,-3.480242491E-1,-3.323873281E-1,1.377947330E0
1.025866240E2,-2.172266841E-1,-4.293408096E-1,1.676057100E0
1.026364870E2,4.987091944E-2,-1.894485354E-1,1.859417915E0
1.026863490E2,2.219782472E-1,-1.572507620E-1,1.958252311E0
1.027362110E2,2.854180634E-1,-1.693112552E-1,1.613846779E0
1.027860730E2,3.257709444E-1,1.914318055E-1,1.212868810E0
1.028359360E2,3.840215877E-2,5.125435591E-1,7.650884390E-1
1.028857980E2,1.179726273E-1,4.314385355E-1,1.837469637E-1
1.029356600E2,1.056236774E-1,5.918844938E-1,-2.609524131E-1
1.029855230E2,1.739793830E-2,8.792389929E-2,-5.696628094E-1
1.030353850E2,7.939033955E-2,1.858201623E-1,-8.264141083E-1
1.030852470E2,1.338438690E-1,4.354293346E-1,-1.118933916E0
1.031351100E2,2.446987480E-1,5.025272369E-1,-1.254519701E0
1.031849720E2,3.145107031E-1,7.612053156E-1,-1.604519248E0
1.032348340E2,3.364942968E-1,6.140272021E-1,-1.614829540E0
1.032846970E2,6.029481888E-1,7.042682171E-1,-1.557585239E0
1.033345590E2,5.119451880E-1,5.406223536E-1,-1.599017978E0
1.033844210E2,1.859221011E-1,5.008344054E-1,-1.484957099E0
1.034342830E2,-2.968862355E-1,1.987823993E-1,-8.324689865E-1
1.034841460E2,-7.549034357E-1,-2.511272430E-1,-2.106402814E-1
1.035340082E2,-7.956996560E-1,-2.506143749E-1,4.606721997E-1
1.035838703E2,-9.553566575E-1,-1.781247258E-1,9.005814791E-1
1.036337332E2,-8.353075385E-1,-3.638426960E-1,1.313584685E0
1.036835952E2,-7.587244511E-1,-2.753219306E-1,1.710949540E0
1.037334572E2,-4.516766071E-1,1.241950765E-1,1.766354799E0
1.037833202E2,-2.708235979E-1,-1.142385751E-1,1.880742550E0
1.038331823E2,-1.274463385E-1,-4.118359089E-2,1.623983026E0
1.038830442E2,-1.129155904E-1,1.074031834E-2,8.999391198E-1
1.039329072E2,-1.597474217E-1,3.814446330E-1,2.002595514E-1
1.039827692E2,-1.525262594E-1,9.843534231E-1,-1.694764197E-1
1.040326312E2,-2.876964808E-1,2.530989051E-1,-4.006413817E-1
1.040824943E2,-4.484946281E-2,1.540101599E-2,-8.704867959E-1
1.041323562E2,-4.224859774E-1,2.243754864E-1,-1.076482177E0
1.041822183E2,-3.157151937E-1,4.369866848E-1,-1.076427937E0
1.042320812E2,1.193433069E-2,5.050960779E-1,-1.303069115E0
1.042819432E2,-5.125129968E-2,2.444139719E-1,-2.148050308E0
1.043318052E2,3.211302459E-1,7.223639637E-2,-1.599467754E0
1.043816682E2,3.173761070E-1,3.006917834E-1,-1.454066753E0
1.044315303E2,3.803271055E-1,6.686313748E-1,-1.335544944E0
1.044813922E2,1.337523758E-1,4.210468829E-1,-9.490941763E-1
1.045312552E2,-4.626531005E-1,-5.786928535E-1,-2.968998849E-1
1.045811172E2,-7.860625982E-1,-7.750348449E-1,2.369838208E-1
1.046309792E2,-7.726064324E-1,-4.836581051E-1,7.395290136E-1
1.046808422E2,-7.027567625E-1,-5.034111142E-1,1.134394288E0
1.047307042E2,-6.351115704E-1,-7.149542570E-1,1.486961365E0
1.047805662E2,-4.745402634E-1,-6.537641287E-1,1.744019151E0
1.048304292E2,-3.601470590E-2,-4.210931659E-1,1.788490653E0
1.048802912E2,3.325837106E-2,-2.390746027E-1,1.779043674E0
1.049301532E2,8.468655497E-2,-3.629532754E-1,1.508514047E0
1.049800162E2,1.603317708E-1,-1.009447575E-1,9.167421460E-1
1.050298782E2,-8.410114795E-3,2.093335390E-1,4.053398967E-1
1.050797402E2,5.128891021E-2,3.460466564E-1,-2.685516775E-1
1.051296032E2,-2.717614770E-1,-2.193012834E-1,-6.314519644E-1
1.051794652E2,-2.586499155E-1,-1.459877640E-1,-4.367651343E-1
1.052293282E2,-2.109074295E-1,2.124135494E-1,-6.612377167E-1
