"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.546919856E2,5.408061743E-1,1.348214298E-1,-1.861633182E0
3.547418486E2,6.866891384E-1,-1.285477821E-2,-1.825924039E0
3.547917114E2,7.256943583E-1,5.334498882E-1,-1.857604980E0
3.548415744E2,5.346320868E-1,3.833115399E-1,-1.424812913E0
3.548914374E2,5.150561407E-2,2.487070858E-2,-9.001572728E-1
3.549413004E2,-9.152980447E-1,-5.404048562E-1,-1.685466617E-1
3.549911634E2,-8.861276507E-1,-5.977638364E-1,7.219692469E-1
3.550410264E2,-6.162734032E-1,-4.092384577E-1,1.217835307E0
3.550908894E2,-4.615522623E-1,-3.534794152E-1,1.829569817E0
3.551407524E2,-2.129057944E-1,-3.215729296E-1,2.092571020E0
3.551906154E2,-7.998368889E-2,-1.228404641E-1,2.124088764E0
3.552404784E2,3.903094679E-2,-3.390960991E-1,1.981977582E0
3.552903414E2,3.887077421E-2,-1.423136443E-1,1.892411113E0
3.553402044E2,1.668818891E-1,3.539153039E-1,1.137670279E0
3.553900674E2,1.711839288E-1,4.545956254E-1,2.794615626E-1
3.554399304E2,3.496670425E-1,6.575181335E-2,-5.815035701E-1
3.554897934E2,4.046270251E-1,2.334714383E-1,-9.464392066E-1
3.555396574E2,2.465450019E-1,2.097686529E-1,-8.626053929E-1
3.555895204E2,2.792756557E-1,-7.374513894E-2,-8.738697767E-1
3.556393834E2,2.287754864E-1,-3.797462285E-1,-1.192430615E0
3.556892464E2,4.241991639E-1,8.918021321E-1,-1.219811440E0
3.557391094E2,9.422320724E-1,5.478760600E-1,-1.720744133E0
3.557889731E2,6.649920940E-1,-8.623392582E-1,-1.899090290E0
3.558388361E2,3.001109064E-1,4.871941507E-1,-1.995991111E0
3.558886991E2,2.608662844E-1,5.792033672E-1,-1.342571735E0
3.559385621E2,-7.206047177E-1,-7.094377875E-1,-4.255963266E-1
3.559884251E2,-9.481168389E-1,-6.850275397E-1,4.234245121E-1
3.560382881E2,-8.908138871E-1,-1.606094539E-1,8.350965977E-1
3.560881511E2,-6.891587973E-1,-1.291838437E-1,1.423013806E0
3.561380141E2,-4.479145408E-1,-3.386973739E-1,1.798374653E0
3.561878771E2,-4.861860871E-1,-3.205520511E-1,2.112841606E0
3.562377401E2,-2.176515609E-1,-3.861548901E-1,2.233600140E0
3.562876031E2,-7.657460868E-2,-2.852180004E-1,2.129046917E0
3.563374661E2,-3.027970530E-2,7.187023759E-2,1.209545493E0
3.563873291E2,-1.386519670E-1,3.212845922E-1,4.828712642E-1
3.564371921E2,-4.449921846E-2,1.375180036E-1,-1.057053506E-1
3.564870551E2,1.055259071E-2,9.382090718E-2,-3.964883685E-1
3.565369181E2,-5.092876405E-2,5.285667256E-3,-8.047715425E-1
3.565867811E2,7.104466856E-2,-1.647389531E-1,-8.067460060E-1
3.566366441E2,1.651751697E-1,7.291541249E-2,-1.155462027E0
3.566865081E2,6.285498738E-1,3.183276951E-1,-1.334842205E0
3.567363711E2,5.849698186E-1,-5.192793161E-2,-1.709340096E0
3.567862332E2,8.329794407E-1,3.339666873E-2,-1.572912216E0
3.568360962E2,9.169620872E-1,3.798449412E-2,-1.551873207E0
3.568859592E2,7.885285020E-1,-3.945980966E-2,-1.512672663E0
3.569358222E2,3.384368122E-1,2.259451747E-1,-1.084343433E0
3.569856852E2,-2.181122899E-1,-1.577670574E-1,-3.499725461E-1
3.570355482E2,-7.868354917E-1,-1.047943711E0,4.926640987E-1
3.570854112E2,-7.963848710E-1,-6.540254354E-1,8.771075010E-1
3.571352742E2,-6.531975865E-1,-6.179043055E-1,1.432597637E0
3.571851372E2,-2.273456007E-1,-3.999974430E-1,1.841413856E0
3.572350002E2,-3.938779980E-2,2.552232891E-2,1.964355826E0
3.572848632E2,1.696707308E-2,-8.722722530E-2,2.261478901E0
3.573347262E2,1.294496655E-1,-3.291798234E-1,1.915704846E0
3.573845892E2,1.316774040E-1,-2.212841958E-1,1.244837284E0
3.574344522E2,3.185934573E-2,5.082646608E-1,5.720896721E-1
3.574843152E2,6.951430440E-2,6.279980540E-1,4.277604818E-2
3.575341782E2,6.424323469E-2,1.642487347E-1,-5.395995378E-1
3.575840422E2,-6.268048286E-2,-1.950176246E-2,-7.722927332E-1
3.576339052E2,-1.841251506E-3,-2.880023606E-2,-8.410940170E-1
3.576837682E2,3.234587014E-1,1.076295078E-1,-1.056829453E0
3.577336312E2,5.473516583E-1,1.644891798E-1,-1.435193658E0
3.577834941E2,8.227699995E-1,3.209638596E-1,-1.493803144E0
3.578333571E2,8.501089215E-1,-9.190771729E-2,-1.810960174E0
3.578832201E2,8.750422001E-1,3.159458637E-1,-1.739327192E0
3.579330831E2,8.177042603E-1,3.132005036E-1,-1.559524775E0
3.579829461E2,3.424036205E-1,1.456268430E-1,-9.366773367E-1
3.580328091E2,-3.779765069E-1,-1.229595020E-1,-2.864312828E-1
3.580826721E2,-6.374204755E-1,-5.529958606E-1,4.972804785E-1
3.581325351E2,-7.136300206E-1,-7.936235666E-1,9.686251283E-1
3.581823981E2,-4.771999419E-1,-3.785837591E-1,1.485552669E0
3.582322611E2,-1.974183321E-1,-2.377224565E-1,1.784325361E0
3.582821241E2,-2.143110335E-1,-5.928885564E-2,1.849685431E0
3.583319871E2,8.491015062E-3,9.897450358E-2,2.152246237E0
3.583818501E2,-1.161664873E-1,-2.973902524E-1,1.733482242E0
3.584317141E2,-1.950888783E-1,-8.707882464E-2,1.354229093E0
3.584815771E2,-3.943304718E-1,8.520168662E-1,3.827897012E-1
3.585314401E2,2.127166465E-2,8.038377166E-1,-7.738132775E-2
3.585813031E2,8.915017545E-2,2.948896587E-1,-3.455777466E-1
3.586311661E2,9.931214154E-2,-1.409150660E-1,-7.310466170E-1
3.586810291E2,1.375006735E-1,3.459354490E-2,-1.059514642E0
3.587308921E2,2.147798836E-1,-7.160082925E-3,-1.166135073E0
3.587807551E2,3.434050977E-1,2.938430011E-1,-1.276368499E0
3.588306181E2,6.711054444E-1,4.447498918E-2,-1.716626048E0
3.588804811E2,5.503675342E-1,-2.626349330E-1,-1.569230914E0
3.589303441E2,5.673777461E-1,5.982396603E-1,-1.528662562E0
3.589802071E2,7.960472703E-1,3.203619719E-1,-1.400170088E0
3.590300701E2,8.430016786E-2,-3.254257739E-1,-8.910080194E-1
3.590799331E2,-3.672108054E-1,-2.596123219E-1,-2.024939656E-1
3.591297961E2,-7.796536684E-1,-4.808103740E-1,4.694738388E-1
3.591796591E2,-7.412291765E-1,-5.811539888E-1,9.269817472E-1
3.592295231E2,-7.018067837E-1,-5.327817202E-1,1.469850779E0
3.592793861E2,-4.158844948E-1,-3.585146368E-1,1.856574774E0
3.593292491E2,-1.779064238E-1,-2.536154091E-1,1.867165446E0
3.593791121E2,-2.417279035E-2,-7.263501734E-2,2.111872196E0
3.594289751E2,9.500017762E-2,-2.329182029E-1,1.834335923E0
3.594788381E2,4.469654709E-2,-1.284629945E-2,1.368347168E0
3.595287011E2,-1.411754638E-1,2.802433968E-1,5.328742266E-1
3.595785641E2,4.661083966E-2,5.670210123E-1,-1.310878694E-1
3.596284271E2,2.339520007E-1,4.676433206E-1,-4.548847079E-1
3.596782901E2,2.894424200E-1,3.902259097E-2,-6.639649272E-1
3.597281531E2,1.450870782E-1,-8.822579682E-2,-7.716367245E-1
3.597780159E2,3.599967062E-1,5.331252515E-2,-1.064013124E0
3.598278789E2,5.578727722E-1,8.256264031E-3,-1.400887251E0
3.598777419E2,6.796593666E-1,1.016440615E-1,-1.648979187E0
3.599276049E2,8.685178161E-1,8.549742401E-2,-1.672248960E0
3.599774689E2,7.197061181E-1,5.106072873E-2,-1.772719264E0
3.600273319E2,5.987232327E-1,7.791088223E-1,-1.382999182E0
3.600771949E2,1.425300539E-1,2.390620857E-1,-1.040806532E0
3.601270579E2,-3.704130054E-1,-2.536934316E-1,-3.188781142E-1
3.601769209E2,-9.797027111E-1,-7.713303566E-1,3.718671203E-1
3.602267839E2,-9.190667868E-1,-8.622813821E-1,8.543556333E-1
3.602766469E2,-6.256389618E-1,-2.534369826E-1,1.290025949E0
3.603265099E2,-4.404115677E-1,-9.055416584E-1,1.484405875E0
3.603763729E2,-1.062929556E-1,-2.004432529E-1,2.109465122E0
3.604262359E2,-1.201162338E-1,-2.117266953E-1,1.867234230E0
3.604760989E2,-1.096464172E-1,1.465737224E-1,2.186434507E0
3.605259619E2,-1.738532484E-1,5.232287049E-1,1.116382480E0
3.605758249E2,-2.077584565E-1,2.033924758E-1,8.068394065E-1
3.606256879E2,7.508068532E-2,6.701682806E-1,1.616324298E-2
3.606755509E2,1.430324167E-1,-7.467211038E-2,-3.172599077E-1
3.607254149E2,-1.155114360E-2,-1.090935320E-1,-5.511965156E-1
3.607752786E2,1.833035797E-1,2.193717510E-1,-1.016785741E0
3.608251416E2,4.704486430E-1,1.467233524E-3,-1.015508890E0
3.608750046E2,4.153527915E-1,-5.515632629E-1,-1.266473770E0
3.609248676E2,4.478867650E-1,-1.814545989E-1,-1.561461687E0
3.609747306E2,6.727907062E-1,1.393181533E-1,-1.718925118E0
3.610245936E2,8.189169168E-1,2.189218067E-2,-1.838783979E0
3.610744566E2,6.768313646E-1,4.772063196E-1,-1.568121910E0
3.611243196E2,6.290112734E-1,5.378739834E-1,-1.023672700E0
3.611741826E2,-1.510829329E-1,-1.778863817E-1,-3.702974916E-1
3.612240456E2,-5.426619053E-1,-7.416054606E-1,3.247273266E-1
3.612739086E2,-7.078814507E-1,-2.260908782E-1,9.239152074E-1
3.613237716E2,-7.221686244E-1,-4.737354815E-1,1.266036630E0
3.613736346E2,-6.609359384E-1,-5.464737415E-1,1.827133656E0
3.614234986E2,-4.771384001E-1,-1.528293043E-1,1.937994480E0
3.614733616E2,-2.774224877E-1,-2.063131928E-1,1.902434349E0
3.615232246E2,-4.690019786E-2,-9.880451858E-2,1.929794431E0
3.615730876E2,2.479860000E-2,-1.455530524E-1,1.524213910E0
3.616229506E2,5.543042719E-2,8.118666708E-2,8.199977875E-1
3.616728136E2,1.449806839E-1,1.603609025E-1,9.494051337E-2
3.617226766E2,3.744305074E-1,2.004947811E-1,-3.840635717E-1
3.617725393E2,4.497433603E-1,6.408395618E-2,-6.569814682E-1
3.618224023E2,2.871311605E-1,-1.619999260E-1,-6.982589960E-1
3.618722653E2,3.336707056E-1,1.548099667E-1,-9.768189788E-1
3.619221283E2,5.997430086E-1,4.603835940E-1,-1.281604052E0
3.619719913E2,6.139739752E-1,2.892521024E-1,-1.577612042E0
3.620218543E2,6.681637168E-1,1.577086598E-1,-1.653256416E0
3.620717183E2,7.961379290E-1,3.531744182E-1,-1.769540548E0
3.621215813E2,7.090943456E-1,6.409858465E-1,-1.612751365E0
3.621714443E2,4.266594946E-1,6.720150709E-1,-1.208298326E0
3.622213073E2,-1.344942302E-1,6.665623933E-2,-5.713757277E-1
3.622711703E2,-9.451267719E-1,-6.141344309E-1,2.246882319E-1
3.623210333E2,-1.209097266E0,-6.046540141E-1,6.899926066E-1
3.623708963E2,-9.755248427E-1,-3.480761945E-1,1.158892393E0
3.624207593E2,-7.087580562E-1,-3.635879457E-1,1.600566626E0
3.624706223E2,-5.751091838E-1,-4.637886584E-1,1.763346195E0
3.625204853E2,-3.629177213E-1,-2.661696374E-1,2.012166977E0
3.625703483E2,-2.189273536E-1,-1.517267972E-1,1.960206985E0
3.626202113E2,-1.050073430E-1,-8.530760556E-2,1.582767725E0
3.626700743E2,-1.600762904E-1,1.804435849E-1,1.034131169E0
3.627199373E2,-1.448124051E-1,4.123111367E-1,4.165304899E-1
3.627698016E2,1.528576314E-1,4.554075301E-1,-2.184696048E-1
3.628196646E2,1.577124298E-1,2.740620375E-1,-5.908049941E-1
3.628695276E2,1.172746122E-1,6.729651988E-2,-7.473711967E-1
3.629193906E2,1.851284504E-1,-1.419585347E-1,-9.454520345E-1
3.629692536E2,3.636087775E-1,-1.335855126E-1,-1.144985914E0
3.630191166E2,4.385857880E-1,-4.296646453E-3,-1.380781651E0
3.630689796E2,6.094326377E-1,4.764031619E-2,-1.671749473E0
3.631188426E2,6.989308000E-1,-3.332321532E-3,-1.661524057E0
3.631687056E2,6.935529709E-1,2.049513906E-1,-1.618385673E0
3.632185686E2,6.688150167E-1,3.993980289E-1,-1.286881924E0
3.632684316E2,3.024902642E-1,1.635326594E-1,-9.050605297E-1
3.633182946E2,-2.396479696E-1,-2.930005267E-2,-6.201978326E-1
3.633681576E2,-3.251972198E-1,-8.819279075E-1,5.987125039E-1
3.634180216E2,-9.065573812E-1,-1.200202227E0,1.245272636E0
3.634678846E2,-7.834672928E-1,-7.973253131E-1,1.405649185E0
3.635177476E2,-4.961180687E-1,1.199994802E0,2.244545937E0
3.635676106E2,-5.240322948E-1,-1.432292938E0,1.803322792E0
3.636174736E2,-5.846396685E-1,-3.710841835E-1,1.854057074E0
3.636673366E2,-1.785740852E-1,6.240874529E-1,1.584733963E0
3.637171996E2,-3.188126683E-1,6.593612581E-2,1.168752432E0
3.637670626E2,-8.858467638E-2,-2.521811053E-3,7.289626598E-1
3.638169259E2,4.173564017E-1,5.483900011E-2,9.166000783E-2
3.638667889E2,2.960278690E-1,4.535206780E-2,-3.597227633E-1
3.639166519E2,2.773273885E-1,3.154385090E-2,-7.382187247E-1
3.639665149E2,3.764462471E-1,-6.184409559E-2,-8.592694998E-1
3.640163779E2,2.947303355E-1,1.861014813E-1,-1.071847677E0
3.640662419E2,4.668642879E-1,-2.178586274E-1,-1.064431787E0
3.641161049E2,6.096270680E-1,2.149067670E-1,-1.409289122E0
3.641659679E2,6.414111853E-1,-3.591563702E-1,-1.812153101E0
3.642158309E2,5.946426392E-1,-2.704422772E-1,-1.629889369E0
3.642656939E2,2.880494297E-1,1.185280234E-1,-1.704805374E0
3.643155569E2,4.201391339E-1,4.191837907E-1,-1.111421824E0
3.643654199E2,-1.354580522E-1,-2.773603424E-2,-5.228441954E-1
3.644152829E2,-5.350722671E-1,-4.691570103E-1,1.506701708E-1
3.644651459E2,-9.794161916E-1,-7.461611629E-1,7.610642910E-1
3.645150089E2,-7.827524543E-1,-6.307224631E-1,1.225928426E0
3.645648719E2,-5.778040290E-1,-6.650032401E-1,1.604713678E0
3.646147349E2,-3.815906048E-1,-4.231616259E-1,1.834632874E0
3.646645979E2,-2.172028273E-1,-1.892518550E-1,1.956141114E0
3.647144609E2,-2.772909403E-1,-2.740409672E-1,1.938488841E0
3.647643249E2,-2.073937356E-1,-1.095960662E-1,1.618383646E0
3.648141868E2,-1.306909770E-1,3.700108528E-1,8.678471446E-1
3.648640498E2,9.893432260E-3,2.116993070E-1,3.068485856E-1
3.649139128E2,1.456007957E-1,2.048278600E-1,-8.597452939E-2
3.649637758E2,2.349496931E-1,2.232414335E-1,-7.325613499E-1
3.650136388E2,2.062128633E-1,2.870918214E-1,-9.692156911E-1
3.650635018E2,3.913599551E-1,-2.207222134E-1,-8.168293834E-1
3.651133648E2,4.459014833E-1,-3.171724975E-1,-9.827583432E-1
3.651632278E2,4.059241414E-1,2.101703733E-1,-1.492628694E0
3.652130908E2,5.870249271E-1,3.302068412E-1,-1.468364477E0
3.652629538E2,4.851257503E-1,4.919373989E-2,-1.900847435E0
3.653128168E2,5.346193910E-1,9.332322329E-2,-1.674183488E0
3.653626798E2,3.415978849E-1,2.729229927E-1,-1.345047593E0
3.654125438E2,1.457619220E-1,-7.837652415E-2,-9.023568034E-1
3.654624068E2,-2.357556373E-1,-2.605459988E-1,-2.566960752E-1
3.655122698E2,-5.723320246E-1,-8.743618131E-1,4.223660529E-1
3.655621328E2,-7.807310224E-1,-1.038394809E0,1.001639366E0
3.656119958E2,-4.957248569E-1,-6.944015622E-1,1.433068037E0
3.656618588E2,-3.206842244E-1,-5.265622735E-1,1.752402425E0
3.657117218E2,-9.668999165E-2,-4.956077337E-1,1.890264630E0
3.657615848E2,-8.638823032E-2,-5.746360421E-1,1.935431719E0
3.658114476E2,9.813380241E-2,-1.756526232E-1,1.799409747E0
3.658613106E2,8.901531994E-2,2.173270285E-2,1.337094069E0
3.659111736E2,7.109080907E-3,5.327972397E-2,8.639817238E-1
3.659610366E2,3.067655861E-1,7.681716233E-2,2.914808989E-1
3.660108996E2,3.530334830E-1,1.566634774E-1,-1.689754426E-1
3.660607626E2,5.190248489E-1,-1.174851507E-1,-6.160458326E-1
3.661106266E2,4.404363036E-1,8.039006032E-3,-7.703490257E-1
3.661604896E2,5.752173662E-1,-4.524556920E-2,-1.026814103E0
3.662103526E2,7.520422339E-1,4.650994204E-3,-1.147667646E0
3.662602156E2,8.350868821E-1,2.520050108E-1,-1.497296095E0
3.663100786E2,9.647652507E-1,2.033463567E-1,-1.613745689E0
3.663599416E2,9.945335388E-1,4.548944160E-2,-1.626477838E0
3.664098046E2,8.909777403E-1,3.766548038E-1,-1.612464070E0
3.664596676E2,6.387124658E-1,6.598875523E-1,-1.316216946E0
3.665095306E2,2.967132330E-1,6.296976209E-1,-8.242813349E-1
3.665593936E2,-3.552815020E-1,1.623424515E-2,-2.187128663E-1
3.666092566E2,-8.786150217E-1,-5.099944398E-2,2.190564722E-1
3.666591196E2,-9.812483191E-1,-1.605851054E-1,7.362264991E-1
3.667089826E2,-7.935988307E-1,8.860240132E-2,1.205153584E0
3.667588456E2,-6.265783906E-1,4.201183841E-2,1.486905456E0
3.668087108E2,-3.619516492E-1,3.727681637E-1,1.794162631E0
3.668585738E2,-3.760229945E-1,9.514030069E-2,1.830601692E0
3.669084368E2,-5.130279660E-1,2.733529806E-1,1.587217808E0
3.669582998E2,-4.975422323E-1,5.264794230E-1,1.413845539E0
3.670081628E2,-4.086970389E-1,7.303122878E-1,5.836371779E-1
3.670580258E2,-4.381771684E-1,8.263686299E-1,-9.416593239E-4
3.671078888E2,-2.845287025E-1,4.973285794E-1,-3.043063581E-1
3.671577518E2,-1.885095239E-1,1.940987259E-1,-6.215053201E-1
3.672076148E2,-2.143427283E-1,6.228688359E-1,-1.036110163E0
3.672574778E2,1.111193467E-2,1.850385517E-1,-9.771730900E-1
3.673073408E2,-1.610844582E-1,-2.142277211E-1,-1.155315995E0
3.673572038E2,-2.804477140E-2,5.539491400E-2,-1.609236956E0
3.674070678E2,1.263131201E-1,5.748304725E-1,-1.480967760E0
3.674569308E2,1.008346379E-1,-3.175063729E-1,-1.371048808E0
3.675067938E2,-5.245560408E-2,1.335393041E-1,-1.500389338E0
3.675566568E2,2.889669836E-1,2.752242088E-1,-1.294933319E0
3.676065198E2,-1.254982203E-1,-2.756063938E-1,-7.685190439E-1
3.676563828E2,-3.467512429E-1,-3.564911187E-1,-4.178259969E-1
3.677062458E2,-5.295306444E-1,-5.639396310E-1,3.498477936E-1
3.677561088E2,-6.877043247E-1,-4.351425171E-1,7.766142488E-1
3.678059712E2,-6.375953555E-1,-1.392563581E0,1.315703511E0
3.678558342E2,-2.846173346E-1,-4.711084440E-2,1.733647943E0
3.679056972E2,-1.065413207E-1,-4.362283349E-1,1.670889258E0
3.679555602E2,-1.891271472E-1,-6.496382356E-1,1.891452432E0
3.680054242E2,-1.731200665E-1,-1.302755177E-1,1.726264119E0
3.680552872E2,-1.527885497E-1,3.481077850E-1,1.474929929E0
3.681051502E2,-1.814417690E-1,4.077996314E-2,8.152217865E-1
3.681550132E2,-1.334063560E-1,7.508108616E-1,6.160163879E-1
3.682048762E2,1.740257591E-1,-2.920432091E-1,-4.265003279E-2
3.682547392E2,5.265236497E-1,-1.549134851E-1,-5.008329749E-1
3.683046022E2,3.258769512E-1,-1.331613492E-2,-1.067886710E0
3.683544652E2,2.573342323E-1,-9.096731544E-1,-5.841649771E-1
3.684043282E2,6.352413297E-1,-6.401810646E-1,-7.743024826E-1
3.684541912E2,4.366098344E-1,-1.642392278E-1,-1.571933627E0
3.685040542E2,9.866872430E-1,1.113771677E0,-1.492641687E0
3.685539182E2,4.004147053E-1,1.593954563E-1,-1.519034743E0
3.686037812E2,1.204010367E0,2.244069427E-1,-1.457031250E0
3.686536442E2,4.146339595E-1,8.492324501E-2,-1.670612216E0
3.687035072E2,2.032711059E-1,9.774110913E-1,-1.217045546E0
3.687533702E2,6.377781928E-2,-1.586279422E-1,-5.900098681E-1
3.688032330E2,-5.267479420E-1,-6.824476123E-1,3.844014555E-2
3.688530960E2,-9.517285228E-1,-6.024630666E-1,5.883985162E-1
3.689029590E2,-8.317563534E-1,-3.535431921E-1,1.246163130E0
3.689528220E2,-8.476420641E-1,-8.813529015E-1,1.641061187E0
3.690026850E2,-5.524699688E-1,-4.021351933E-1,1.999649525E0
3.690525490E2,-2.103696018E-1,-3.922319114E-1,1.943968654E0
3.691024120E2,-5.693461746E-2,-4.744392335E-1,1.834381461E0
3.691522750E2,7.221243531E-2,-7.785480469E-2,1.860673428E0
3.692021380E2,4.260675982E-2,-1.590296812E-2,1.188731790E0
3.692520010E2,-6.505422294E-2,2.206888646E-1,6.126934290E-1
3.693018640E2,1.506791562E-1,5.891352892E-1,4.045465589E-2
3.693517270E2,3.288436830E-1,1.966202706E-1,-4.962782562E-1
3.694015900E2,2.335065305E-1,-1.296249479E-1,-8.187867403E-1
3.694514530E2,2.901121378E-1,2.394740470E-2,-7.258924246E-1
3.695013160E2,3.005080819E-1,-2.179735750E-1,-9.970982671E-1
3.695511800E2,3.473455906E-1,6.198871136E-1,-1.717385650E0
3.696010430E2,2.872563004E-1,5.171931386E-1,-1.443775415E0
3.696509060E2,5.322151780E-1,-7.146816701E-2,-1.285716772E0
3.697007690E2,4.394225478E-1,2.981720269E-1,-1.831539392E0
3.697506320E2,7.700675726E-1,8.145619631E-1,-1.374804974E0
3.698004951E2,2.451774329E-1,2.576271296E-1,-1.479202867E0
3.698503581E2,-1.740993261E-1,-3.430772424E-1,-8.788295388E-1
3.699002211E2,-4.513655603E-1,-2.444307208E-1,7.950667292E-2
3.699500841E2,-6.959136724E-1,-6.587880254E-1,4.089622200E-1
3.699999471E2,-6.409742236E-1,3.796692565E-2,9.502325654E-1
3.700498111E2,-3.893497288E-1,4.338041842E-1,1.283225894E0
3.700996741E2,-4.582158625E-1,-9.713423848E-1,1.306207418E0
3.701495371E2,-4.227835834E-1,-5.490967073E-3,1.583625674E0
3.701994001E2,-2.388903052E-1,4.922045767E-1,1.827111483E0
3.702492631E2,-2.719556987E-1,-4.062680602E-1,1.814563990E0
3.702991261E2,-3.075942993E-1,-8.407429606E-2,1.569413185E0
3.703489891E2,-3.682749569E-1,5.322895050E-1,9.525569081E-1
3.703988521E2,-1.606459767E-1,4.069075882E-1,3.157697320E-1
3.704487151E2,-1.442882465E-3,2.491911948E-1,-1.198983938E-1
3.704985781E2,3.940268606E-2,-7.436667569E-3,-4.498571754E-1
3.705484421E2,2.335938811E-1,1.139573008E-1,-6.216604114E-1
3.705983051E2,2.341728508E-1,-1.835658774E-2,-8.601061106E-1
3.706481681E2,4.019525647E-1,-8.014027774E-2,-8.647363782E-1
3.706980311E2,3.104422987E-1,-2.223154753E-1,-1.483940601E0
3.707478941E2,9.910929203E-2,4.749737084E-1,-1.364032388E0
3.707977572E2,3.757002950E-1,4.926562607E-1,-1.226168871E0
3.708476202E2,7.270446420E-2,-5.175219774E-1,-6.130199432E-1
3.708974832E2,-3.240686059E-1,1.198706925E-1,-7.945507169E-1
3.709473462E2,-2.943506539E-1,8.677961826E-1,-4.132584929E-1
3.709972102E2,-3.337253332E-1,-1.068864539E-1,6.985507905E-2
3.710470732E2,-5.993115902E-1,-3.678900301E-1,5.761084557E-1
3.710969362E2,-3.711546361E-1,1.490858663E-2,6.467006803E-1
3.711467992E2,-3.260586858E-1,-9.628035873E-2,8.050636053E-1
3.711966622E2,-2.250655740E-1,-1.167882457E-1,1.051279068E0
3.712465252E2,-2.227988541E-1,-2.342202812E-1,9.869344234E-1
3.712963882E2,-4.746149853E-2,-4.170024991E-1,1.042327523E0
3.713462512E2,2.352438867E-2,-9.190494567E-2,4.015330672E-1
3.713961142E2,1.366585195E-1,4.585414231E-1,-1.046790332E-1
3.714459782E2,3.816976398E-2,2.827765793E-2,-1.652033627E-1
3.714958412E2,-2.363425940E-1,5.876285583E-2,-3.601477146E-1
3.715457042E2,-2.452753633E-1,3.668242097E-1,-4.856703281E-1
3.715955672E2,-1.135630384E-1,5.831674933E-1,-3.605315685E-1
3.716454302E2,-1.490512341E-1,1.388885826E-1,-1.610058993E-1
3.716952932E2,6.973564159E-4,1.042121500E-1,-2.147194594E-1
3.717451562E2,1.225748062E-1,1.300083846E-1,-2.342488766E-1
3.717950193E2,1.463585496E-1,2.298467159E-1,-3.066276014E-1
3.718448823E2,7.031796873E-2,2.875974774E-1,-2.866657972E-1
3.718947463E2,-1.727351919E-2,2.311138511E-1,-2.920470536E-1
3.719446093E2,-9.806025028E-2,2.694683671E-1,-8.424520493E-2
3.719944723E2,-2.956071496E-1,1.196685061E-1,-8.993238211E-2
3.720443353E2,-4.144877195E-1,-7.051406801E-2,-2.068377435E-1
3.720941983E2,-5.700602531E-1,-7.461783290E-2,-3.065588325E-2
3.721440613E2,-5.965723991E-1,4.737281241E-3,1.557799242E-2
3.721939243E2,-4.158210456E-1,-2.909678817E-1,2.420059871E-3
3.722437873E2,-3.519453704E-1,-2.705318332E-1,1.190922223E-2
3.722936503E2,-1.570365876E-1,-1.233070791E-1,-2.929132879E-1
3.723435143E2,-1.635802165E-2,-7.295906544E-2,-3.946893215E-1
3.723933773E2,9.696649015E-2,-1.177221090E-1,-4.844543040E-1
3.724432403E2,2.927035093E-1,-1.959534883E-1,-7.321377397E-1
3.724931033E2,2.576054335E-1,-1.407019347E-1,-6.604138017E-1
3.725429663E2,2.526093423E-1,-1.317047179E-1,-7.641471028E-1
3.725928293E2,2.209872603E-1,-5.479724146E-3,-7.459968925E-1
3.726426923E2,-7.857120782E-2,9.194530547E-2,-5.590717793E-1
3.726925553E2,-2.666221187E-2,-2.916328609E-1,-3.856213391E-1
3.727424183E2,1.892586350E-1,-5.284620523E-1,-3.560732007E-1
3.727922830E2,2.273184061E-1,-4.312707484E-1,1.999727935E-1
3.728421460E2,1.905975193E-1,2.179210074E-3,1.644618660E-1
3.728920090E2,6.462013125E-1,-7.692764699E-2,2.126547247E-1
3.729418720E2,7.763035893E-1,-6.067016721E-1,1.909054965E-1
3.729917350E2,8.189600706E-1,-2.403651476E-1,2.054501623E-1
3.730415980E2,7.725361586E-1,-1.030177847E-1,2.973390371E-2
3.730914610E2,6.893192530E-1,-5.838140100E-2,9.524692595E-2
3.731413240E2,4.851844311E-1,1.212801784E-3,1.613055617E-1
3.731911880E2,3.453992307E-1,-7.809789479E-2,9.805054218E-2
3.732410510E2,2.050564885E-1,-3.464593291E-1,-2.038422227E-2
3.732909140E2,3.009277880E-1,-6.987234950E-2,-7.850944996E-2
3.733407770E2,2.633191347E-1,-1.912403107E-1,-4.534403980E-2
3.733906400E2,3.771117032E-1,-4.797738045E-2,-9.326818585E-2
3.734405030E2,3.458494544E-1,-2.318299860E-1,-2.423040569E-2
3.734903660E2,2.866919637E-1,4.068968818E-2,-5.476298928E-2
3.735402290E2,2.854200304E-1,6.041961536E-2,-1.142158136E-1
3.735900930E2,2.216355950E-1,3.637345135E-2,-7.177004218E-2
3.736399560E2,2.406778783E-1,2.387384325E-1,-1.473689973E-1
3.736898190E2,3.168672919E-1,-1.399496496E-1,-1.936695725E-1
3.737396820E2,2.746070623E-1,1.023290306E-1,-7.652673125E-2
3.737895445E2,2.431391627E-1,3.428318724E-2,-9.793048352E-2
3.738394075E2,2.660916150E-1,2.623258531E-1,-3.575136140E-2
3.738892705E2,2.419399321E-1,3.879961669E-1,-1.033575684E-1
3.739391335E2,2.436229289E-1,1.835142225E-1,-6.148244068E-2
