"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.485075690E2,6.434669037E0,-3.438649292E0,2.877017212E-1
1.485574314E2,7.678582306E0,-2.854863281E0,1.166823578E0
1.486072944E2,6.680158539E0,-4.062102814E0,2.188149719E0
1.486571564E2,6.069428558E0,-4.412673798E0,1.255588989E0
1.487070194E2,6.708449707E0,-5.101541290E0,1.626817017E0
1.487568814E2,6.854994965E0,-6.137686615E0,1.986818390E0
1.488067444E2,7.898774414E0,-8.085436249E0,2.595303040E0
1.488566064E2,7.795489197E0,-9.155710602E0,8.867559814E-1
1.489064694E2,8.021519165E0,-8.279582520E0,8.041278076E-1
1.489563314E2,5.350174255E0,-8.226892090E0,-6.557862854E-1
1.490061944E2,5.453758850E0,-7.126380615E0,1.345701599E-1
1.490560564E2,7.667505341E0,-8.282875671E0,1.194815369E0
1.491059194E2,4.639152832E0,-7.610923004E0,2.559677124E-2
1.491557814E2,5.268144836E0,-9.472601624E0,-7.005432129E-2
1.492056444E2,5.428910522E0,-8.754544830E0,1.203497314E-1
1.492555064E2,5.635780334E0,-8.729846191E0,6.186634827E-1
1.493053694E2,7.136110382E0,-7.204368439E0,5.069956970E-1
1.493552314E2,5.942342834E0,-7.803123322E0,1.349443817E0
1.494050944E2,6.734345856E0,-7.970325623E0,6.240522766E-1
1.494549564E2,7.793692932E0,-7.923173676E0,1.184187469E0
1.495048194E2,8.817414093E0,-7.802225189E0,6.743476868E-1
1.495546814E2,8.225544891E0,-7.613318024E0,2.370320892E0
1.496045442E2,8.175698547E0,-5.144651642E0,1.339414673E0
1.496544062E2,7.720345459E0,-5.087919617E0,2.420017548E0
1.497042692E2,7.272626495E0,-4.693040771E0,2.191442871E-1
1.497541312E2,6.463558960E0,-3.745660858E0,8.388555908E-1
1.498039942E2,6.896758118E0,-4.382137299E0,2.221979370E0
1.498538562E2,6.199058990E0,-2.537373505E0,6.117778015E-1
1.499037192E2,7.463180237E0,-4.356241150E0,1.524130554E0
1.499535812E2,8.598269806E0,-4.888085175E0,1.700912933E0
1.500034442E2,6.246061249E0,-5.678591309E0,1.287772064E0
1.500533062E2,5.942193146E0,-6.896907806E0,5.849835205E-1
1.501031692E2,8.183332672E0,-6.355633392E0,1.666185150E0
1.501530312E2,8.660690002E0,-9.165290680E0,2.160008240E-1
1.502028942E2,7.463329926E0,-8.620274048E0,-6.032455444E-2
1.502527562E2,6.190975800E0,-8.338410187E0,-6.673123169E-1
1.503026192E2,5.918692017E0,-6.591243439E0,-5.020559692E-1
1.503524812E2,6.700366516E0,-8.761729889E0,8.957373047E-1
1.504023442E2,4.481530609E0,-8.188871155E0,1.636097717E-1
1.504522062E2,5.823190613E0,-8.875643005E0,8.574169922E-1
1.505020692E2,5.851032715E0,-8.887468414E0,-1.886077881E-1
1.505519312E2,5.968987427E0,-8.308472443E0,-7.185058594E-2
1.506017941E2,5.588179321E0,-5.971232758E0,-2.588117981E-1
1.506516561E2,7.736811218E0,-8.018076324E0,4.939727783E-2
1.507015191E2,8.549920349E0,-7.875572662E0,1.681603088E0
1.507513811E2,1.013018417E1,-7.462581482E0,2.242337036E0
1.508012431E2,5.322182465E0,-7.429649963E0,3.131637726E0
1.508511061E2,6.107748871E0,-5.914500732E0,5.382806396E-1
1.509009681E2,7.280260620E0,-7.892188110E0,3.088677063E0
1.509508311E2,8.559650116E0,-5.533992004E0,8.969348145E-1
1.510006931E2,5.983656921E0,-4.182452545E0,5.049000549E-1
1.510505561E2,6.024372253E0,-3.027304688E0,8.569679260E-1
1.511004181E2,6.298601990E0,-3.997586975E0,2.318528595E0
1.511502811E2,7.624394989E0,-2.779719543E0,2.308200073E-1
1.512001431E2,8.843310242E0,-5.075794830E0,2.026186523E0
1.512500061E2,5.226381683E0,-4.897964630E0,9.319619751E-1
1.512998681E2,5.919440460E0,-5.920039215E0,2.070344696E0
1.513497311E2,7.819140015E0,-6.982679443E0,8.039781189E-1
1.513995931E2,8.939709778E0,-8.490643616E0,1.758992157E0
1.514494561E2,6.156697083E0,-8.359965363E0,1.362616425E0
1.514993181E2,8.531358948E0,-6.797963562E0,1.275946655E0
1.515491811E2,5.973029022E0,-9.351503448E0,1.270408173E0
1.515990432E2,6.527925110E0,-6.968758392E0,3.094065857E-1
1.516489062E2,6.414011993E0,-8.390651550E0,7.590715027E-1
1.516987682E2,6.760242004E0,-8.767717438E0,7.521858215E-1
1.517486302E2,5.419629822E0,-9.112899628E0,-7.065307617E-2
1.517984932E2,4.169429626E0,-8.399183807E0,8.509803772E-1
1.518483552E2,5.775290222E0,-7.851173401E0,4.927752686E-1
1.518982182E2,6.793323212E0,-7.464228058E0,1.049018555E0
1.519480802E2,6.507417755E0,-7.635621643E0,5.337899780E-1
1.519979432E2,7.567812653E0,-8.079299011E0,1.066981201E0
1.520478052E2,8.141719208E0,-6.842121735E0,1.238225098E0
1.520976682E2,7.149582367E0,-6.918762360E0,1.150357819E0
1.521475302E2,7.908204803E0,-6.389163666E0,1.861678619E0
1.521973932E2,7.297175446E0,-4.987179108E0,1.121767273E0
1.522472552E2,6.851701813E0,-4.867278442E0,1.451830902E0
1.522971182E2,7.544012146E0,-4.858746185E0,2.354753265E0
1.523469802E2,5.993985443E0,-3.743714905E0,4.153862000E-1
1.523968422E2,5.172643433E0,-3.829785919E0,1.769769745E0
1.524467052E2,4.822820892E0,-3.778891754E0,1.810485077E0
1.524965672E2,7.404651947E0,-4.448599091E0,1.506467285E0
1.525464302E2,8.158334656E0,-5.504203949E0,1.664538574E0
1.525962919E2,8.361013184E0,-6.185287628E0,2.009571075E0
1.526461549E2,6.986421661E0,-6.857539673E0,1.288819885E0
1.526960169E2,7.038663025E0,-7.019502869E0,7.110214233E-1
1.527458799E2,6.497238922E0,-7.392527161E0,1.203946381E0
1.527957419E2,8.065976715E0,-1.016700760E1,9.111552429E-1
1.528456049E2,7.538922729E0,-7.297025757E0,8.177494812E-1
1.528954669E2,6.449188843E0,-9.132508850E0,1.475930786E-1
1.529453289E2,5.520669708E0,-6.711742859E0,1.256337433E0
1.529951919E2,1.002465363E0,-7.441625061E0,-1.373094635E0
1.530450539E2,3.270848236E0,-7.296127625E0,-7.231462097E-1
1.530949169E2,5.413193207E0,-1.027463379E1,1.805245972E-1
1.531447789E2,7.874075775E0,-7.780071259E0,-7.053332520E-1
1.531946419E2,1.045770309E1,-8.455915833E0,2.646346893E0
1.532445039E2,7.917485504E0,-8.355774078E0,2.193688202E0
1.532943669E2,7.211254120E0,-7.726931763E0,1.528022461E0
1.533442289E2,6.539301453E0,-7.084018707E0,1.039288788E0
1.533940919E2,7.450456696E0,-7.506889343E0,9.846524048E-1
1.534439539E2,7.094197540E0,-5.871540070E0,1.920057220E0
1.534938159E2,8.783434753E0,-6.467450867E0,1.266216888E0
1.535436789E2,8.064479828E0,-5.281766510E0,1.326242065E0
1.535935415E2,5.601800995E0,-5.643115082E0,1.511856079E-1
1.536434045E2,7.337292023E0,-3.896397400E0,-1.176104279E0
1.536932665E2,6.653963013E0,-4.312981110E0,1.648222504E0
1.537431295E2,7.302414551E0,-2.673440552E0,4.296066284E-1
1.537929915E2,1.075378738E1,-4.490362244E0,1.564696198E0
1.538428545E2,6.113886108E0,-2.248324585E0,-4.403842163E-1
1.538927165E2,8.666527863E0,-6.724167023E0,1.441801758E0
1.539425785E2,6.282734985E0,-6.165379028E0,-6.177653503E-1
1.539924415E2,1.047850983E1,-7.670648804E0,3.489094391E0
1.540423035E2,4.893324280E0,-1.231983078E1,-1.064137115E0
1.540921665E2,8.865015106E0,-5.187462616E0,-4.413571930E0
1.541420285E2,5.495072937E0,-7.905360718E0,-1.958078156E0
1.541918915E2,1.536854095E0,-6.004313965E0,-1.604812775E0
1.542417535E2,1.035456757E1,-1.122366028E1,-2.375559998E0
1.542916165E2,9.683812408E0,-1.074315948E1,-3.279679871E-1
1.543414785E2,1.820663910E0,-7.304959259E0,5.435197449E-1
1.543913405E2,2.291734314E0,-5.504952393E0,8.753796387E-1
1.544412035E2,4.778363342E0,-7.167545013E0,1.563199310E0
1.544910655E2,1.249885849E1,-8.529862061E0,-1.393302612E0
1.545409285E2,4.720733185E0,-8.712332611E0,9.030720520E-1
1.545907906E2,5.259762268E0,-8.102051697E0,-5.005590820E-1
1.546406536E2,9.476194153E0,-5.671555939E0,7.454498291E-1
1.546905156E2,7.937693481E0,-8.037984924E0,2.533930664E0
1.547403786E2,8.939709778E0,-5.319787445E0,2.742746429E0
1.547902406E2,9.075327759E0,-6.431974640E0,4.046235809E0
1.548401026E2,9.689650269E0,-3.925586700E0,1.475631409E0
1.548899656E2,3.804488525E0,-3.063529358E0,-1.661544800E-2
1.549398276E2,1.005054977E1,-2.405348053E0,6.713539124E-1
1.549896906E2,8.566236420E0,-4.524640961E0,2.637515259E0
1.550395526E2,6.699917450E0,-3.270099792E0,1.235381012E0
1.550894156E2,5.263803864E0,-4.486470337E0,1.916315002E0
1.551392776E2,6.222410431E0,-5.246439972E0,3.429368591E-1
1.551891406E2,5.824687500E0,-6.290069733E0,2.534679108E0
1.552390026E2,7.088359680E0,-8.447383575E0,1.620380402E0
1.552888646E2,9.762848053E0,-1.075124268E1,6.840774536E-1
1.553387276E2,7.200177155E0,-6.570885773E0,1.261277161E0
1.553885896E2,3.470532990E0,-7.553442535E0,3.186872864E-1
1.554384526E2,9.424551544E0,-7.023095398E0,1.310973816E0
1.554883146E2,8.993448029E0,-1.233255432E1,-4.706213379E-1
1.555381776E2,2.282004547E0,-4.569697266E0,-3.788621521E-1
1.555880396E2,4.385430450E0,-9.735604706E0,2.004032593E0
1.556379016E2,6.386169891E0,-7.122638397E0,1.056802368E-1
1.556877646E2,8.203540649E0,-8.907077637E0,3.323089600E-2
1.557376266E2,6.024821320E0,-7.069349213E0,1.455423431E0
1.557874896E2,6.653513947E0,-8.895701294E0,-4.369413757E-1
1.558373516E2,7.081623688E0,-8.509205017E0,-6.454577637E-1
1.558872146E2,6.752907257E0,-5.366041260E0,2.257754974E0
1.559370766E2,9.151669006E0,-5.881120148E0,1.062191162E0
1.559869396E2,1.163590302E1,-7.442223816E0,1.241218872E0
1.560368016E2,8.437204742E0,-4.037104797E0,-3.444337463E-1
1.560866636E2,6.197262726E0,-2.357148285E0,5.921685791E-1
1.561365266E2,9.174870758E0,-3.951931915E0,3.462150421E0
1.561863886E2,-1.048569489E0,-3.716022491E0,-2.615061951E-1
1.562362516E2,7.626790009E0,-3.819158020E0,3.411256256E0
1.562861136E2,4.759652252E0,-5.248236237E0,2.808160400E-1
1.563359766E2,9.011560364E0,-6.406826935E0,4.202660522E0
1.563858386E2,5.913752289E0,-3.778292999E0,9.663903809E-1
1.564357016E2,9.751471710E0,-6.655609589E0,1.841470642E0
1.564855636E2,1.257460098E1,-7.220085754E0,4.126319275E0
1.565354256E2,7.342231750E0,-9.002429352E0,-6.960525513E-2
1.565852880E2,4.925507355E0,-8.126750336E0,-6.794371033E-1
1.566351500E2,8.707542572E0,-6.293811951E0,1.464554443E0
1.566850130E2,6.711293793E0,-8.862171021E0,-1.749561768E0
1.567348750E2,6.088738403E0,-6.301895142E0,-5.310955811E-1
1.567847380E2,7.281308441E0,-1.027598099E1,1.407073975E0
1.568346000E2,4.066144409E0,-5.863157501E0,2.449206848E0
1.568844630E2,1.336525681E1,-1.228435455E1,1.225202179E0
1.569343250E2,2.173180847E0,-7.708669739E0,8.399034119E-1
1.569841870E2,5.385051727E0,-6.890770569E0,-4.656816101E-1
1.570340500E2,2.554737396E0,-6.104755096E0,-3.719764709E-1
1.570839120E2,1.177511353E1,-9.079668732E0,-9.985734558E-1
1.571337750E2,7.325915680E0,-7.273075562E0,2.247426453E0
1.571836370E2,9.544152832E0,-8.215216370E0,-2.118095398E-1
1.572335000E2,5.253325653E0,-8.337811432E0,1.925146637E0
1.572833620E2,3.351380768E0,-4.099075928E0,-1.874252472E0
1.573332240E2,4.157604218E0,-6.017486572E-2,-1.469344482E0
1.573830870E2,9.905950470E0,-4.685256958E0,7.499404907E-1
1.574329490E2,1.040755737E1,-4.372706909E0,2.050885162E0
1.574828120E2,4.611909485E0,-2.468067627E0,7.702981567E-1
1.575326740E2,4.248016205E0,-2.910248108E0,6.436614990E-3
1.575825377E2,1.298863998E1,-3.541485443E0,2.275118866E0
1.576323997E2,7.324568481E0,-8.116272125E0,6.541397095E-1
1.576822627E2,7.980953522E0,-9.339528351E0,1.445244598E0
1.577321247E2,7.909552002E0,-1.081980011E1,6.524931335E-1
1.577819877E2,4.698728943E0,-8.501421204E0,-4.168830872E-1
1.578318497E2,5.939199371E0,-5.680088196E0,5.041516113E-1
1.578817117E2,1.025547363E1,-1.117605927E1,5.432203674E-1
1.579315747E2,7.271578674E0,-6.416407013E0,-3.394940186E-1
1.579814367E2,2.587818604E0,-8.855135651E0,-2.540217590E-1
1.580312997E2,3.283122711E0,-5.291945343E0,4.742138672E-1
1.580811617E2,1.097472794E1,-1.218271591E1,-1.736089783E0
1.581310247E2,6.730453949E0,-8.598120117E0,1.552272034E0
1.581808867E2,5.291047211E0,-9.852361908E0,1.929936676E0
1.582307497E2,5.209466858E0,-4.845723267E0,1.294508057E0
1.582806117E2,1.025098297E1,-5.499713287E0,1.775308228E-1
1.583304737E2,7.535928955E0,-9.460925903E0,3.956272888E-1
1.583803367E2,7.177574158E0,-5.959856415E0,-5.929170227E-1
1.584301987E2,5.477110291E0,-7.437733154E0,1.345551910E0
1.584800617E2,5.301824799E0,-5.410947876E0,8.146060181E-1
1.585299237E2,2.624492340E0,-4.372856598E0,1.701811066E0
1.585797868E2,7.095993805E0,-4.512067108E0,1.699715424E0
1.586296488E2,6.343358917E0,-7.281607819E0,3.971391449E0
1.586795118E2,3.838467865E0,-4.271367645E0,1.989363098E-1
1.587293738E2,3.060984650E0,-2.456840973E0,-1.204545135E0
1.587792368E2,7.736062775E0,-5.911656647E0,3.398981781E0
1.588290988E2,1.042297531E1,-7.386689301E0,2.051483917E0
1.588789608E2,7.468569031E0,-1.112651230E1,1.327589264E0
1.589288238E2,7.245083771E0,-8.396938477E0,1.508862305E0
1.589786858E2,2.748883667E0,-4.780009918E0,-1.794767761E-1
1.590285488E2,8.903634796E0,-7.317832489E0,8.325686646E-1
1.590784108E2,9.800868988E0,-1.012928604E1,7.078779602E-1
1.591282738E2,4.535119171E0,-8.963959351E0,8.128097534E-2
1.591781358E2,4.107159119E0,-8.930578766E0,3.474275208E-1
1.592279988E2,5.106780396E0,-8.126301270E0,-3.323089600E-1
1.592778608E2,7.187752991E0,-6.966662750E0,1.678010559E0
1.593277228E2,1.034064651E1,-9.730814667E0,2.755919037E0
1.593775858E2,5.051694946E0,-8.571325836E0,1.631157990E0
1.594274478E2,5.647605743E0,-7.744894409E0,-1.314566345E0
1.594773108E2,4.054618378E0,-7.545658722E0,-1.315165100E0
1.595271728E2,2.111958160E0,-7.260950775E0,-1.038690033E0
1.595770348E2,1.259525803E1,-7.298073578E0,-2.320773926E0
1.596268968E2,1.530612076E1,-4.431085510E0,8.693920898E-1
1.596767598E2,1.315015411E0,-7.897576904E0,3.505111084E0
1.597266218E2,6.403234406E0,-1.169368286E0,-7.999365234E-1
1.597764848E2,-6.646179199E-1,-3.669918365E0,-1.522184601E0
1.598263468E2,1.227731918E1,-4.324058075E0,1.309177551E0
1.598762098E2,5.479505310E0,-4.482279053E0,2.781515808E0
1.599260718E2,8.887618103E0,-5.837261353E0,2.271226959E0
1.599759338E2,3.826043701E0,-6.046376495E0,2.484533386E0
1.600257968E2,5.821843414E0,-4.754562836E0,1.377884674E0
1.600756588E2,9.041498108E0,-1.090781708E1,1.434467010E0
1.601255218E2,7.187453613E0,-8.756640472E0,8.595126343E-1
1.601753838E2,3.970643005E0,-4.102518768E0,1.167572021E-2
1.602252468E2,9.795330505E0,-8.658145294E0,2.434537354E0
1.602751088E2,7.972570953E0,-1.058134598E1,1.261875916E0
1.603249718E2,2.326761475E0,-4.368066559E0,-6.902146912E-1
1.603748338E2,3.538042603E0,-1.067579956E1,1.997296600E0
1.604246968E2,8.616232452E0,-8.969797211E0,2.881208496E0
1.604745588E2,4.523443451E0,-8.547974396E0,-7.520361328E-1
1.605244208E2,1.223854980E0,-7.165149994E0,-2.001038818E0
1.605742851E2,1.333427124E1,-1.065918411E1,1.554966431E0
1.606241471E2,6.333329773E0,-7.266489258E0,5.900280304E0
1.606740101E2,6.584956512E0,-7.027885437E0,8.771759033E-1
1.607238721E2,7.218289490E0,-8.054899750E0,2.126028900E0
1.607737351E2,7.009922791E0,-6.144721985E0,2.234403534E0
1.608235971E2,8.445737000E0,-4.278403015E0,1.620679779E0
1.608734601E2,7.692203979E0,-3.846101990E0,1.379980316E0
1.609233221E2,7.385940857E0,-2.322420502E0,1.431024170E-1
1.609731851E2,9.658664703E0,-2.979553986E0,1.243314514E0
1.610230471E2,5.449717255E0,-1.852697296E0,6.258485413E-1
1.610729091E2,7.246131592E0,-3.385060730E0,9.671388245E-1
1.611227721E2,6.329437866E0,-4.807402954E0,6.604266357E-1
1.611726341E2,9.710307312E0,-7.585625610E0,2.000290375E0
1.612224971E2,7.007078705E0,-8.033194885E0,2.825075226E0
1.612723591E2,5.719156952E0,-7.268584900E0,1.891616364E0
1.613222221E2,7.091203766E0,-7.135661316E0,1.599573669E0
1.613720841E2,8.225993958E0,-1.121991806E1,1.776206360E0
1.614219471E2,8.263266449E0,-6.829697571E0,4.020639038E-1
1.614718091E2,7.227869568E0,-6.500083008E0,7.720944214E-1
1.615216711E2,7.516020355E0,-8.342601471E0,1.677561493E0
1.615715332E2,8.045319672E0,-1.024155258E1,1.495390320E-1
1.616213952E2,5.073998566E0,-8.380772095E0,1.430724792E0
1.616712582E2,6.809938660E0,-1.082234482E1,1.342707825E0
1.617211203E2,5.464985504E0,-5.743406525E0,1.130598907E0
1.617709832E2,6.442303162E0,-6.891069946E0,1.753154297E0
1.618208452E2,7.009473724E0,-7.122488708E0,4.757107544E-1
1.618707083E2,5.973029022E0,-9.575587463E0,6.319857788E-1
1.619205702E2,1.248628464E1,-7.511679382E0,-2.323168945E-1
1.619704332E2,3.657194824E0,-1.034753220E1,2.520907745E0
1.620202952E2,3.449875946E0,-6.297105103E0,1.282682648E0
1.620701582E2,1.636696472E0,-1.647324371E0,-2.735112305E0
1.621200203E2,8.097261658E0,-3.762276306E0,-1.746717682E0
1.621698822E2,1.435020859E1,-5.177433472E0,1.825304260E0
1.622197452E2,8.243208160E0,-2.658920746E0,-1.693428497E0
1.622696072E2,5.349425812E0,-1.657652893E0,1.363065491E0
1.623194702E2,6.465055847E0,-2.763553162E0,1.281335449E-1
1.623693323E2,9.337881775E0,-6.925348663E0,2.466271362E0
1.624191952E2,8.106093292E0,-8.666228485E0,1.741179199E0
1.624690572E2,5.575904846E0,-9.735155640E0,2.632126465E0
1.625189203E2,6.209088135E0,-6.173462219E0,1.147663422E0
1.625687822E2,8.767867126E0,-8.923393707E0,2.571203156E0
1.626186444E2,8.502469025E0,-8.743318176E0,5.367837524E-1
1.626685074E2,9.146729279E0,-8.325686646E0,1.238374786E0
1.627183694E2,7.557035065E0,-9.008416901E0,1.099613342E0
1.627682324E2,4.502337341E0,-6.488107910E0,1.163231049E0
1.628180944E2,5.651347961E0,-8.243507538E0,1.859582977E0
1.628679574E2,6.070476379E0,-8.727750549E0,2.389630737E0
1.629178194E2,7.373067627E0,-9.296268311E0,1.166673889E0
1.629676824E2,3.719764709E0,-5.957760773E0,2.099384308E0
1.630175444E2,7.985893250E0,-7.479047241E0,-5.301974487E-1
1.630674064E2,1.140762772E1,-8.757688293E0,2.132465515E0
1.631172694E2,6.093528442E0,-6.801406403E0,1.964514771E0
1.631671314E2,6.979086914E0,-7.276368713E0,-9.548643494E-1
1.632169944E2,6.759792938E0,-3.185675354E0,1.475481720E0
1.632668564E2,5.184319153E0,-3.392694855E0,-2.026785278E-1
1.633167194E2,1.375654312E1,-6.236930237E0,6.990463257E-1
1.633665814E2,6.174959106E0,-5.770051117E0,1.336420898E0
1.634164444E2,9.607022095E-1,-2.719993744E0,8.090675354E-1
1.634663064E2,2.176773376E0,-3.206631775E0,-4.790039062E-3
1.635161694E2,1.206131836E1,-5.207071838E0,1.859882355E0
1.635660314E2,8.003406830E0,-7.071744232E0,9.217831421E-1
1.636158931E2,6.647975464E0,-6.815177765E0,2.149080963E0
1.636657561E2,9.680070190E0,-7.552843781E0,2.391127625E0
1.637156181E2,6.967860260E0,-6.204148407E0,1.275497589E0
1.637654811E2,6.352639618E0,-9.072034607E0,1.462159424E0
1.638153431E2,7.152426453E0,-8.406219177E0,-2.067201233E-1
1.638652061E2,9.416318665E0,-7.610773315E0,1.919608154E0
1.639150681E2,6.210285645E0,-6.524781647E0,1.363065491E0
1.639649311E2,6.563101959E0,-1.083491867E1,6.460565186E-1
1.640147931E2,6.799909515E0,-7.756270752E0,-1.766326904E-1
1.640646551E2,4.393813019E0,-8.842861176E0,1.683249664E0
1.641145181E2,7.573500824E0,-7.136409760E0,2.403402100E0
1.641643801E2,8.212222595E0,-8.532257080E0,-9.865983582E-1
1.642142431E2,4.223467255E0,-6.630910950E0,3.073259125E0
1.642641051E2,9.337133331E0,-8.996591492E0,-1.212478638E-2
1.643139681E2,7.324867859E0,-5.873635712E0,2.637365570E0
1.643638301E2,1.078477295E1,-6.505022736E0,1.374142456E0
1.644136931E2,7.676786041E0,-5.527106323E0,2.892584839E0
1.644635551E2,6.178551636E0,-5.498815155E0,1.490001526E0
1.645134171E2,8.707542572E0,-6.606362000E0,1.442999268E0
1.645632801E2,6.869215393E-1,-2.367776184E0,-8.806187439E-1
1.646131427E2,5.000501404E0,-3.254083099E0,3.357518005E-1
1.646630057E2,1.337693253E1,-3.965553589E0,1.903292084E0
1.647128678E2,5.961952057E0,-3.600313110E0,2.025737457E0
1.647627307E2,6.223757629E0,-4.069437561E0,1.844015350E0
1.648125927E2,8.464747467E0,-5.416336670E0,1.461710358E0
1.648624558E2,7.545209656E0,-7.831115112E0,1.520238647E0
1.649123177E2,4.145329742E0,-8.674012299E0,9.108558655E-1
1.649621798E2,5.709277496E0,-9.370064850E0,1.038839722E0
1.650120427E2,8.306825867E0,-1.155791519E1,7.217990112E-1
1.650619047E2,9.310488739E0,-6.972799988E0,8.372090149E-1
1.651117678E2,7.681725769E0,-9.774972839E0,-1.743873596E-1
1.651616297E2,6.106551361E0,-6.175707550E0,1.283281403E0
1.652114927E2,4.969216461E0,-8.851543121E0,2.471360779E-1
1.652613547E2,5.377716980E0,-8.792865143E0,1.495390320E0
1.653112177E2,6.080505524E0,-8.661139069E0,4.595443726E-1
1.653610798E2,4.783452759E0,-4.967270508E0,2.549498291E0
1.654109427E2,1.025352768E1,-8.517587585E0,3.250939636E0
1.654608047E2,6.982380066E0,-7.886799316E0,1.348246307E0
1.655106667E2,8.038433990E0,-6.980284424E0,1.744023285E0
1.655605297E2,7.500003662E0,-7.436086578E0,1.996398468E0
1.656103918E2,6.074967041E0,-7.328460388E0,9.514215088E-1
1.656602547E2,4.982688446E0,-6.584507446E0,8.114625549E-1
1.657101167E2,5.942193146E0,-4.763693848E0,1.863624573E-1
1.657599798E2,5.288053436E0,-5.062771912E0,5.842350769E-1
1.658098417E2,6.617139587E0,-5.166356506E0,-5.673202515E-2
1.658597047E2,6.236481171E0,-6.844217377E0,3.556154938E0
1.659095667E2,4.903203735E0,-2.986439667E0,7.683522034E-1
1.659594287E2,6.041586456E0,-3.758534088E0,7.945477295E-1
1.660092918E2,1.116064133E1,-4.627028046E0,2.009870453E0
1.660591537E2,6.669380951E0,-7.768994293E0,1.137933655E0
1.661090167E2,6.474635925E0,-5.894592133E0,1.503772888E0
1.661588787E2,6.863377533E0,-9.391769714E0,3.100502472E0
1.662087417E2,5.940546570E0,-5.693709869E0,-7.003935242E-1
1.662586038E2,9.028774567E0,-9.088799744E0,5.590873718E-1
1.663084667E2,6.973847809E0,-9.432934113E0,3.222798157E-1
1.663583287E2,4.894072723E0,-5.781577148E0,-3.146456909E-1
1.664081907E2,6.423592072E0,-1.146076721E1,1.857637024E-1
1.664580537E2,4.836891632E0,-6.612499237E0,5.269042969E-1
1.665079158E2,5.352569275E0,-9.077423401E0,-7.153623962E-1
1.665577787E2,6.444548492E0,-7.400760040E0,1.624571686E0
1.666076398E2,1.110690308E1,-8.495882721E0,-9.370513916E-2
1.666575028E2,4.897066498E0,-6.576274567E0,3.259172516E0
1.667073648E2,6.264173584E0,-6.708599396E0,2.249671783E0
1.667572278E2,9.793833618E0,-8.759783936E0,1.852846985E0
1.668070898E2,5.959257660E0,-5.664520569E0,2.683918762E0
1.668569528E2,3.417094116E0,-8.501870270E0,9.425898743E-1
1.669068148E2,5.751040649E0,-7.326215057E0,1.260379028E0
1.669566768E2,6.030060425E0,-6.899452515E0,5.801934814E-1
1.670065398E2,5.798641663E0,-5.159770203E0,-6.215075684E-1
1.670564018E2,1.068208649E1,-2.775079193E0,-2.401007080E0
1.671062648E2,1.462653397E1,-3.368295593E0,-1.962868195E0
1.671561268E2,4.635410614E0,-1.808239746E0,-1.665586395E0
1.672059898E2,5.570066986E0,-3.919898529E0,2.344574432E0
1.672558518E2,6.774761810E0,-4.958438873E0,2.244881744E0
1.673057148E2,8.716823273E0,-6.709647217E0,3.356170807E0
1.673555768E2,5.187911682E0,-5.479205933E0,7.803273010E-1
1.674054388E2,8.710985413E0,-1.042731628E1,3.484454041E0
1.674553018E2,6.245612183E0,-6.503226471E0,-3.140469360E-1
1.675051638E2,8.058043213E0,-1.094658646E1,3.435356140E-1
1.675550268E2,3.813619537E0,-5.003345490E0,-1.435514832E-1
1.676048897E2,6.392606506E0,-1.024409729E1,-8.607101440E-1
1.676547527E2,7.456593933E0,-7.762857056E0,9.750723267E-1
1.677046147E2,6.783294067E0,-8.821904755E0,1.023571472E0
1.677544777E2,6.258485413E0,-1.232282455E1,3.604504395E-1
1.678043398E2,5.770949249E0,-6.581513672E0,1.841470642E0
1.678542027E2,6.030210114E0,-8.351283417E0,8.340655518E-1
1.679040647E2,3.967349854E0,-6.279441833E0,-2.219883728E-1
1.679539267E2,9.971963196E0,-9.645043030E0,-1.587748260E0
1.680037897E2,2.593955841E0,-6.473887482E0,7.556286621E-1
1.680536518E2,7.161557465E0,-5.722150726E0,-9.874964905E-1
1.681035147E2,6.977290649E0,-8.611741791E0,9.774673462E-1
1.681533767E2,9.117839355E0,-8.427774353E0,-1.478176117E0
1.682032398E2,6.251599731E0,-6.431824951E0,1.746268616E0
1.682531017E2,6.124663696E0,-5.419779510E0,1.266665955E0
1.683029647E2,6.403084717E0,-4.865033112E0,-9.178912354E-1
1.683528267E2,8.276439056E0,-2.855012970E0,-1.023870850E0
1.684026897E2,7.726931763E0,-4.043391724E0,4.923262024E-1
1.684525518E2,7.119794312E0,-3.360960846E0,1.481169891E0
1.685024137E2,6.061195679E0,-4.309238892E0,1.787133636E0
1.685522767E2,6.157445526E0,-3.428919525E0,9.610015869E-1
1.686021380E2,7.730374603E0,-6.569987640E0,1.833088074E0
1.686520010E2,8.093220062E0,-6.977140961E0,8.137078857E-1
1.687018630E2,1.017254608E1,-7.576195221E0,1.941612396E0
1.687517260E2,4.908293152E0,-6.048172760E0,4.478686523E-1
1.688015880E2,1.029663803E1,-1.089913513E1,7.976911926E-1
1.688514510E2,5.220543823E0,-6.720574493E0,8.936416626E-1
1.689013130E2,5.782475281E0,-6.238876190E0,-9.684860229E-2
1.689511760E2,7.068451080E0,-6.753955078E0,1.451082458E0
1.690010380E2,6.246061249E0,-9.270671539E0,5.022056580E-1
1.690509010E2,5.066813507E0,-7.179969177E0,4.450245667E-1
1.691007630E2,4.275109863E0,-9.726174316E0,1.086740112E0
