,acc_Acceleration x (m/s^2),acc_Acceleration y (m/s^2),acc_Acceleration z (m/s^2),gyr_Gyroscope x (rad/s),gyr_Gyroscope y (rad/s),gyr_Gyroscope z (rad/s),mag_Magnetic field x (µT),mag_Magnetic field y (µT),mag_Magnetic field z (µT),lin_acc_Linear Acceleration x (m/s^2),lin_acc_Linear Acceleration y (m/s^2),lin_acc_Linear Acceleration z (m/s^2)
1970-01-01 00:00:00.000,-2.012962103,3.975973845,8.375178337000001,-0.003665083554,-0.5951179266,0.1073564067,,,,,,
1970-01-01 00:00:00.100,-1.457378566,3.879064679,8.795268059,-0.13011046874999999,-0.904435724,0.26121355595,14.621699809999999,-40.223400115000004,-38.643499375000005,-0.18577760460000003,0.18661534785,0.10879325865999999
1970-01-01 00:00:00.200,-0.2986541763,4.0202412605,9.8068342195,-0.29732989519999997,-0.67804044485,0.26907821,12.511099815,-39.826898575,-39.497499465,0.074469029915,0.23948025704999998,0.5727853774499999
1970-01-01 00:00:00.300,-0.33828529715,3.7317564489999997,9.367451668000001,-0.05604523606499989,-0.135989870885,0.02878617865500005,11.26060009,-39.46699905,-40.05869865,-0.010580837700000012,-0.0008605718599999992,0.06711673738
1970-01-01 00:00:00.400,-0.45074796674999995,3.1812577245,8.8933739665,-0.0741415835335,-0.20196137945,0.20112146435,10.443199635,-39.241300585,-40.455198284999994,-0.1763723493,-0.6528623104,0.020059108750000006
1970-01-01 00:00:00.500,1.2287144511,1.3184452654999999,8.843274116500002,-0.2915268615,-1.6895271539999999,0.56190313395,8.137399912,-38.808200835,-41.30309868,-0.128869921,-1.5631160734999998,-0.1944131851
1970-01-01 00:00:00.600,3.432504058,0.5572285501,7.9214394095,-1.5572023990000001,-2.6616142985,0.18607935311999999,4.1296998265000004,-37.50889969,-42.13879967,0.4589328766,-1.31632661815,-0.853905201
1970-01-01 00:00:00.700,6.9840509895,0.018544375880000047,8.534151792500001,-2.4034548995,-2.164537251,0.04955500365000004,-2.5924999715999997,-33.909898755,-43.065998074999996,1.843212366,0.29320716865,0.2594990730000001
1970-01-01 00:00:00.800,7.847261667,-0.18738793025,7.5001528265,-2.112080753,-1.6930395365000002,0.32741413265999997,-11.486299515999999,-27.327999115,-43.57229996,0.23221969600000003,1.69138813,1.27870416645
1970-01-01 00:00:00.900,9.5901341435,-0.870837896845,6.4885873795,-2.2173755170000002,-1.9059197305,-0.08254073935,-21.44759941,-17.97669935,-42.699998855000004,1.688591242,1.8370441199999998,0.99647092795
1970-01-01 00:00:01.000,8.838338852,-1.21331065875,4.217648983,-0.4182012975,-1.9756327865,-0.21211670709999994,-31.45769882,-7.759199856,-39.16199875,-0.3133840561,2.2340074185,1.65241134145
1970-01-01 00:00:01.100,7.7047395705,-2.132603168,2.895016313,-0.874427855,-0.23090027270000002,0.22746425121999997,-39.77809906,0.4330999255,-33.507299425,-1.30284047115,0.91745614985,1.0956686138
1970-01-01 00:00:01.200,9.5937235365,-4.319493532,2.2941187025,-0.33924929424,1.101739347,1.07440397145,-45.64019966,6.8014996055,-28.212498665,0.005833148950000033,-0.5597151518,-0.47638845445
1970-01-01 00:00:01.300,7.832755089,-6.039633989,3.6791144609999997,0.3820849508,0.65093410015,1.774816692,-48.275398255,11.669299604999999,-25.260099410000002,-0.04396963099999984,-1.1452333925,0.003184080100000042
1970-01-01 00:00:01.400,7.431957483,-5.550002575,2.0868403915,-0.2577011883,-0.6420004666000001,1.4315969346500002,-47.57390022,16.341899395,-25.162499425,-1.6644315719999998,1.3559081553,-3.687107086
1970-01-01 00:00:01.500,6.387939214499999,-5.140680313000001,3.3750762940000003,0.26785653084999994,-0.9571213125,1.706020057,-45.07900047,21.935599330000002,-26.675299645000003,-0.42082071299999996,2.178544283,0.8034684656500001
1970-01-01 00:00:01.600,4.8665525915,-9.3004529465,2.7297619585,0.5845044702,-0.05512896179999999,1.601717889,-41.80939865,27.413398745000002,-27.98069954,0.49704051009500005,-0.9537792206500001,3.9135035278499997
1970-01-01 00:00:01.700,5.624329567,-10.1575322155,2.7729823590000002,0.13240114368,-0.4270585773000001,0.19631103799499994,-38.576400755,32.110399245,-28.52970028,1.17779064175,-3.1293759347499996,-0.8165732025999999
1970-01-01 00:00:01.800,5.182554722,-6.763911247499999,2.708376169,0.03787253051999995,-0.303667441,0.5727456659,-36.41699982,35.331199645,-28.261300085000002,-0.25679469109999997,0.5334625246,-0.9666098953500001
1970-01-01 00:00:01.900,3.5808589455,-8.445766449,2.4065814015000004,0.12873606015,-0.0834570094035,0.37750361115000003,-34.403999330000005,37.52719879,-28.07829952,-0.44339692595,0.2336697578605,0.13129532338
1970-01-01 00:00:02.000,4.1051864625,-5.493920803,3.0016463995000002,0.47829341145,0.0923906490449999,0.103004116585,-32.98880005,38.667900085,-28.16979885,0.254088997835,2.8689596651,0.57297360922
1970-01-01 00:00:02.100,3.0732816455,-7.97767067,3.7903807165,0.44652935489499995,0.805325806,0.39300385860000003,-31.860300065,38.7166996,-28.822499275,-0.16842305659999998,-0.9103732108,0.4310933354
1970-01-01 00:00:02.200,2.7693932055,-10.054640769999999,4.0585263970000005,-0.7695148289,0.7257628961,2.277009547,-29.39589882,38.332399370000005,-30.615899085,-0.06570410725,-0.12027406670000002,-0.6030743122
1970-01-01 00:00:02.300,0.7416255178,-8.306982994,2.5310082584,0.15683503727,0.4638621211,0.18172706478,-24.820899009999998,38.38119888,-32.47029877,0.5805019140000003,-1.76381540295,-0.24275636649999988
