,acc_Acceleration x (m/s^2),acc_Acceleration y (m/s^2),acc_Acceleration z (m/s^2),gyr_Gyroscope x (rad/s),gyr_Gyroscope y (rad/s),gyr_Gyroscope z (rad/s),mag_Magnetic field x (µT),mag_Magnetic field y (µT),mag_Magnetic field z (µT),lin_acc_Linear Acceleration x (m/s^2),lin_acc_Linear Acceleration y (m/s^2),lin_acc_Linear Acceleration z (m/s^2)
1970-01-01 00:00:00.000,-0.17850379939999997,6.6441584014999995,7.367229767,0.1047566533,-1.141659498,0.4686915874,3.1317710880000003,-17.97991371,-53.38148499,-0.2260069082999999,-0.04748816192,0.1357472044
1970-01-01 00:00:00.100,0.5821394348,6.5856301115,6.6884662630000005,-0.3551528603,-0.9271533488500001,0.3368432224,-1.8620090482500002,-18.325595855,-53.18936157500001,-0.0031549565500000043,-0.14778603675,-0.795192385
1970-01-01 00:00:00.200,1.5869249726,6.2742027285,7.546032944,-0.78235995785,-1.3946112395,-0.05546319485000001,-7.975225448500001,-14.19082117,-53.959907535,0.45925961299999996,0.25678719950000006,0.6245308713000001
1970-01-01 00:00:00.300,1.4234648895,4.58264534,6.899602203500001,-0.44119256735,-1.1820109782000001,-0.10987418889999999,-12.861299514999999,-12.22578287,-53.660064695,-1.1278280585,-1.46186150815,-1.2507299532
1970-01-01 00:00:00.400,4.2733135985,4.7978977205,8.8682334135,-0.7979350984,-1.17435330155,0.15253306181499998,-22.375448225,-8.494704485,-50.36196899,0.241584146625,-0.19001565145000002,1.83034748385
1970-01-01 00:00:00.500,3.551813965,4.8246171570000005,6.0270666505,-0.8594717683499999,-2.167448163,1.05866438145,-29.026223185,-3.4273076055,-47.920181275000004,-1.2212440525,0.06129913900000006,-1.8929413425
1970-01-01 00:00:00.600,3.9059026334999998,0.73572006225,7.154222717,-1.5264579655000001,-1.9158684615000001,1.7394858599999998,-38.49016571,4.835484505,-39.738189695,-3.5565183419999995,-2.8118541595,0.8804743176500001
1970-01-01 00:00:00.700,6.623576202500001,-5.4290602115,4.6492568205,-3.6731392145,-1.57725209,2.748913109,-41.60866165,20.908802985,-28.47467041,-1.6910106735000001,-5.3527626715,-0.8640221529499998
1970-01-01 00:00:00.800,13.035118335,-8.329503708,3.0540989685,-4.252422094,-0.81633463505,2.8267991545,-34.547330855,41.328384395,-10.224750519499999,5.798565941000001,-3.5113591265,-0.06868300350000012
1970-01-01 00:00:00.900,15.229031070000001,-5.11441452,4.0225849915000005,-2.6608295440000003,-0.5206878185499999,0.62534087895,-25.92949295,47.868904115,10.76805496,7.7812889415,1.8475184169999999,2.9417704474999997
1970-01-01 00:00:01.000,5.373825073,-3.2941996763,4.928052063,0.024008177250000054,-0.67791102065,0.6017717719,-21.659425735,47.152374265000006,19.625629425,-1.4855304525,3.984842676,3.58848068465
1970-01-01 00:00:01.100,4.5410318755,-6.036422195,0.55714141845,0.10897930899,0.4659177959,0.7848101407,-18.79908562,47.127550125,20.901966095,-1.9653029752,1.18788729535,1.55399988585
1970-01-01 00:00:01.200,5.704412613000001,-9.093215561000001,0.155975646955,-0.2891481183249999,0.5851061343999999,1.1432074903,-14.259044645,49.16786957,19.92432022,0.62447561495,-0.6159611919500001,0.4845657779500001
1970-01-01 00:00:01.300,4.072356491,-9.083336105499999,0.017363891605,-0.16634581980000002,0.33896704015,1.00847014765,-12.06101608,48.297452925,20.003479,-0.247621835306,-0.55926366535,0.23876112915
1970-01-01 00:00:01.400,5.3730017855,-9.305923233,0.55886283875,0.40900049939000005,0.34383435549999997,1.67680200945,-9.0376758575,48.062814715,19.06589127,1.6969882822000002,0.13550776090000002,0.78339065735
1970-01-01 00:00:01.500,1.0352471922,-9.5469220735,-0.5721851349,0.2194650322,0.4600971938499999,0.8153080046500001,-2.44839859,49.580987930000006,15.935295104999998,-1.06626477085,0.05949424979999998,-0.4481917475500001
1970-01-01 00:00:01.600,3.0583650970000003,-9.595121843000001,1.2189152525,0.08335149289999999,-0.54102056825,0.5458274186000001,1.5807132719,49.652784345,16.13739395,1.2603890419,-0.024413879699999974,0.61703941855
1970-01-01 00:00:01.700,0.7028633878650001,-8.469163284499999,-1.15035781855,-0.32928779710000006,-1.6793492065,1.740255475,8.457080842,49.913015365,14.15047455,0.47244108275,0.6871057266,-1.5289977949
