,acc_Acceleration x (m/s^2),acc_Acceleration y (m/s^2),acc_Acceleration z (m/s^2),gyr_Gyroscope x (rad/s),gyr_Gyroscope y (rad/s),gyr_Gyroscope z (rad/s),mag_Magnetic field x (µT),mag_Magnetic field y (µT),mag_Magnetic field z (µT),lin_acc_Linear Acceleration x (m/s^2),lin_acc_Linear Acceleration y (m/s^2),lin_acc_Linear Acceleration z (m/s^2)
1970-01-01 00:00:00.000,1.5975081919999998,6.884748936,7.79820919,-0.3613161445,0.3713951409,-0.2678565085,13.55420017,-48.21439743,-25.31499863,,,
1970-01-01 00:00:00.100,0.5175974518500001,6.3689460755,5.37173748,-0.216927133475,-0.42362257095,-0.18898086995000002,13.63349962,-47.933799745,-25.321099285,-0.47678601744,-0.27195811270000003,-1.03713488565
1970-01-01 00:00:00.200,1.7542381284,5.8876895905,7.67363286,-0.6430694460999999,-0.85587337625,-0.23677967485,13.157699585,-47.238399505000004,-26.339798925,-0.06386554239999995,-0.046780586250000034,0.8213756083999999
1970-01-01 00:00:00.300,0.58953166015,4.190281153,8.6851985455,-0.8178481162,-0.7214869855,0.23265644537499997,12.48059988,-46.237998965,-27.80379963,-0.97312042135,-1.5810921195,0.9446663857
1970-01-01 00:00:00.400,5.04137826,5.931957006499999,8.111668825,-0.0803264156,-1.6845640837999998,0.14667969939999997,10.5163998595,-45.01189804,-29.15799904,1.3002469537499999,1.25302624715,0.11396098136499999
1970-01-01 00:00:00.500,1.7662022412000002,1.247857034,4.994568705500001,-0.40789324045,0.22807509080999994,-0.32794861495,8.198399544,-43.46249962,-30.88430023,-0.9248837234,-2.8837122915,-1.8350253103999996
1970-01-01 00:00:00.600,2.8950164019,-2.9189444780000002,4.822135687,-3.284220338,-0.9391776919500001,0.86870116005,5.703500032500001,-40.36369896,-33.751298905,-1.50198042385,-5.317038536,-3.4002997875000003
1970-01-01 00:00:00.700,7.89870739,-3.231357336,8.1056866645,-3.473353863,-1.4460281730000002,1.7424418330000002,1.5311000049999999,-33.36089897,-37.447898865,2.5914386510000003,-1.674224138,0.6449868678999999
1970-01-01 00:00:00.800,12.63305664,-3.8383866545,10.000652791,-3.2968190909999997,-1.399603784,1.439308822,-3.5135998725,-21.728199005,-40.497900005,7.1555454735,0.76649475095,4.1612653735
1970-01-01 00:00:00.900,11.99028444,-2.9968608615,10.14078236,-2.0254932045,-1.3416496515,-0.14370182160000006,-10.1686997435,-6.4355000265,-41.986299515,6.0393140315,3.0590016844999997,6.8225712775
1970-01-01 00:00:01.000,7.2750780585,-3.9807595014999997,5.9630635975,-0.11109784805500005,-1.9907512665000002,-0.6280273497,-18.22069931,7.6920998085,-39.601198194999995,0.3028247355,2.0339255334999997,4.1021759509999995
