Unnamed: 0,acc_Acceleration x (m/s^2),acc_Acceleration y (m/s^2),acc_Acceleration z (m/s^2),gyr_Gyroscope x (rad/s),gyr_Gyroscope y (rad/s),gyr_Gyroscope z (rad/s),lin_acc_Linear Acceleration x (m/s^2),lin_acc_Linear Acceleration y (m/s^2),lin_acc_Linear Acceleration z (m/s^2),acc_magnitude,gyr_magnitude,lin_acc_magnitude,filtered_acc_magnitude,average_acc_Acceleration x (m/s^2),average_acc_Acceleration y (m/s^2),average_acc_Acceleration z (m/s^2),average_gyr_Gyroscope x (rad/s),average_gyr_Gyroscope y (rad/s),average_gyr_Gyroscope z (rad/s),average_lin_acc_Linear Acceleration x (m/s^2),average_lin_acc_Linear Acceleration y (m/s^2),average_lin_acc_Linear Acceleration z (m/s^2),average_acc_magnitude,average_gyr_magnitude,average_lin_acc_magnitude,average_filtered_acc_magnitude,activity
1970-01-01 00:00:00.000,1.5975081919999998,6.884748936,7.79820919,-0.36131614450000005,0.37139514090000003,-0.26785650850000003,,,,10.52444140590182,0.5832930790831367,,10.529816706684903,1.5975081919999998,6.884748936,7.79820919,-0.36131614450000005,0.37139514090000003,-0.26785650850000003,,,,10.52444140590182,0.5832930790831367,,10.529816706684903,running
1970-01-01 00:00:00.100,0.5175974518500001,6.368946075499999,5.37173748,-0.216927133475,-0.42362257095,-0.18898086995,-0.47678601743999993,-0.27195811270000003,-1.03713488565,8.347870673939864,0.5120812758371732,1.1734286908550857,9.552937296387958,1.0575528219249999,6.62684750575,6.584973335,-0.28912163898750004,-0.026113715024999984,-0.22841868922500003,-0.47678601743999993,-0.27195811270000003,-1.03713488565,9.436156039920842,0.5476871774601549,1.1734286908550857,10.04137700153643,running
1970-01-01 00:00:00.200,1.7542381284,5.8876895905,7.67363286,-0.6430694460999999,-0.85587337625,-0.23677967484999998,-0.06386554239999995,-0.046780586250000034,0.8213756083999999,9.82989732374078,1.096413317642123,0.8251818713655856,8.812290981060775,1.2897812574166665,6.380461533999999,6.947859843333333,-0.4071042413583334,-0.30270026876666667,-0.23120568443333334,-0.27032577991999995,-0.15936934947500003,-0.10787963862500005,9.567403134527488,0.7305958908541443,0.9993052811103357,9.631681661377877,running
1970-01-01 00:00:00.300,0.58953166015,4.190281153,8.685198545499999,-0.8178481162000001,-0.7214869855,0.232656445375,-0.9731204213500001,-1.5810921194999998,0.9446663856999999,9.661194413438823,1.1151448484355277,2.0830771049255246,8.50037825415745,1.1147188580999998,5.83291643875,7.382194518875,-0.50979021006875,-0.40739694795000003,-0.11524015198125001,-0.5045906603966667,-0.6332769394833333,0.24296903614999996,9.590850954255322,0.8267331302494902,1.3605625557153986,9.348855809572772,running
1970-01-01 00:00:00.400,5.04137826,5.9319570064999985,8.111668825,-0.08032641559999999,-1.6845640837999998,0.14667969939999995,1.30024695375,1.25302624715,0.113960981365,11.242899084037086,1.692844771291258,1.8093380065804847,8.708844233742207,1.9000507384799998,5.8527245523,7.528089380100001,-0.42389745117500005,-0.66283037512,-0.06285618170500003,-0.053381256860000004,-0.16170114282499998,0.21071702245374996,9.921260580211674,0.9999554584578437,1.4727564184316702,9.220853494406658,running
1970-01-01 00:00:00.500,1.7662022412000002,1.2478570340000001,4.994568705500001,-0.40789324045,0.22807509080999994,-0.32794861495,-0.9248837234,-2.8837122914999997,-1.8350253104,5.4426403599799915,0.570916313219735,3.540977883546725,9.397321175798742,1.8777426555999999,5.085246632583333,7.105835934333334,-0.42123008272083334,-0.5143461307983334,-0.10703825391250003,-0.22768175016800002,-0.70610337256,-0.19843144411700003,9.174823876839726,0.9284489342514922,1.8864007114546812,9.250264774638673,running
1970-01-01 00:00:00.600,2.8950164019,-2.918944478,4.822135687,-3.284220338,-0.93917769195,0.86870116005,-1.5019804238499999,-5.317038536,-3.4002997875000003,6.336745964353919,3.52459922133873,6.487594518140772,10.393025753473712,2.0230674765,3.9417907596428567,6.779593041857143,-0.8302286906178572,-0.57503635382,0.032353090939285685,-0.44006486244833337,-1.4745925664666668,-0.7320761680141668,8.76938417505604,1.299327546692526,2.653266345902363,9.413516343043678,running
1970-01-01 00:00:00.700,7.89870739,-3.2313573360000003,8.1056866645,-3.4733538630000003,-1.4460281730000002,1.7424418330000002,2.5914386510000003,-1.674224138,0.6449868678999999,11.770021451501895,4.146237821943544,3.15191827399157,11.429958889025315,2.7575224656875,3.0451472476875,6.9453547446875,-1.160619337165625,-0.6839103312175,0.246114183696875,-0.0069929319557142655,-1.5031113624,-0.5353528771692858,9.144463834611772,1.6551913310989033,2.7245023356293925,9.665571661291382,running
1970-01-01 00:00:00.800,12.63305664,-3.8383866545,10.000652791,-3.296819091,-1.399603784,1.4393088219999999,7.1555454735,0.76649475095,4.1612653735,16.56322397436646,3.859989217090666,8.312970271524513,12.223680389536666,3.854804040611111,2.2803101474444443,7.284832305388889,-1.3979748653694444,-0.7634318259711111,0.37869136573055556,0.8883243687262501,-1.21941059823125,0.05172440416437496,9.968770516806737,1.9001688739868767,3.4230608276162826,9.949805964429748,running
1970-01-01 00:00:00.900,11.99028444,-2.9968608614999996,10.14078236,-2.0254932045,-1.3416496515,-0.14370182160000006,6.0393140315,3.0590016845,6.8225712775,15.986981042341416,2.4337823901032953,9.61136224025578,12.55977122708669,4.668352080549999,1.75259304655,7.57042731085,-1.4607266992825,-0.821253608524,0.32645204699749997,1.460656553478889,-0.7440314557055555,0.8040407234238889,10.570591569360205,1.9535302255985187,4.110649873465116,10.21080249069544,running
