"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.357247742E2,8.195417374E-2,3.422932863E0,-3.152543783E0
1.357747742E2,-6.504290104E0,9.260223508E-1,-6.190531254E0
1.358247742E2,-2.642573595E0,3.104687452E0,-2.867498875E0
1.358747742E2,7.779066563E0,-4.084847450E0,2.690071106E1
1.359247742E2,-1.105484009E0,1.012163997E0,-7.586444378E0
1.359747742E2,-5.218447208E0,-3.015195847E1,-6.332006931E0
1.360247742E2,1.217946720E1,-3.072174835E1,-5.438885689E0
1.360747742E2,2.505943298E1,-3.046781158E1,-1.301127243E1
1.361247742E2,1.635225105E1,-3.579662561E0,-7.462017536E0
1.361747742E2,-2.221137524E0,1.359123230E0,4.664209366E0
1.362247742E2,9.885647774E0,-1.559223056E0,1.054038405E0
1.362747742E2,6.021837234E0,2.640180588E0,7.113263607E0
1.363247742E2,-1.854736686E0,-4.076771438E-1,2.533401012E0
1.363747742E2,1.208106232E1,-1.035733318E1,-3.054438114E0
1.364247742E2,2.139661980E1,-4.949374008E1,3.421736479E0
1.364747742E2,6.380760670E0,-2.674517632E1,3.076870918E0
1.365247742E2,3.668197155E0,-1.640578985E0,-1.651346684E0
1.365747742E2,-2.024926186E0,-4.100699723E-1,-6.061318874E0
1.366247742E2,-8.359624863E0,5.691927075E-1,-4.483551502E0
1.366747742E2,-2.494218588E0,4.416552544E0,5.126323223E0
1.367247742E2,1.140838051E1,-6.608377934E0,3.706482172E0
1.367747742E2,2.988336325E0,-1.369890928E0,-3.573979616E0
1.368247742E2,-4.605585575E0,-4.062115479E1,-1.120618629E1
1.368747742E2,1.045783138E1,-2.508366013E1,5.461617470E0
1.369247742E2,2.489432907E1,-2.413071823E1,-6.458826542E0
1.369747742E2,1.115713406E1,-6.294619083E0,-4.684847832E0
1.370247742E2,-2.580360174E0,-2.615056038E0,3.424129248E0
1.370747742E2,7.872386456E0,-2.370688915E0,2.504687071E0
1.371247742E2,5.794219971E0,1.840379715E0,-3.743870020E0
1.371747742E2,3.716053486E0,4.392624378E0,4.499104977E0
1.372247742E2,7.982456207E0,-7.657032490E0,1.314856052E0
1.372747742E2,2.086032867E1,-4.400161743E1,1.171256733E1
1.373247742E2,8.265108109E0,-3.967090607E1,1.345962763E0
1.373747742E2,3.086441994E0,-1.669292927E0,-1.407278776E0
1.374247742E2,-1.388136268E0,1.754238129E0,-4.847559452E0
1.374747742E2,-4.696811676E0,2.458027124E0,-7.464410305E0
1.375247742E2,-2.187638044E0,6.061318874E0,-3.035295486E0
1.375747742E2,5.643472195E0,-6.653841496E0,2.998655510E1
1.376247742E2,-7.800601721E-1,1.639382601E0,-8.812167168E0
1.376747742E2,-3.975973845E0,-2.439632225E1,-6.104389668E0
1.377247742E2,1.394626808E1,-3.345824051E1,-8.087740541E-1
1.377747742E2,2.431257439E1,-2.792543602E1,-6.669394970E0
1.378247742E2,1.352961731E1,-7.259524822E0,-4.042973042E0
1.378747742E2,-3.406183004E0,-3.579662561E0,1.398604870E0
1.379247742E2,1.080030441E1,-2.085943222E0,5.959324837E0
1.379747742E2,5.097609520E0,1.038485050E0,4.698905349E-1
1.380247742E2,8.096713424E-1,2.465205431E0,3.450450182E0
1.380747742E2,1.155673504E1,-8.236394882E0,-3.418147087E0
1.381247742E2,2.334527588E1,-4.352065659E1,5.446961880E0
1.381747742E2,7.788637638E0,-3.380519867E1,2.777767897E0
1.382247742E2,1.731506228E0,-5.806184292E0,-3.684049606E0
1.382747742E2,-1.038485050E0,2.412563324E0,-3.150151014E0
1.383247742E2,-7.239185810E0,1.773380637E0,-7.165008068E0
1.383747742E2,-3.801297903E0,5.723631859E0,7.587341309E0
1.384247742E2,5.913861275E0,-5.880361557E0,8.406285286E0
1.384747742E2,1.724327803E0,1.333998591E-1,-4.569693089E0
1.385247742E2,-2.359921217E0,-4.520610428E1,-1.056221867E1
1.385747742E2,7.144669533E0,-2.103022003E1,3.515056372E0
1.386247742E2,2.031207275E1,-2.259123611E1,-3.899403572E0
1.386747742E2,2.238545418E1,-8.411070824E0,2.175823593E1
1.387247742E2,4.685744762E0,-5.102395058E0,2.952444077E0
1.387747742E2,5.090431213E0,4.153042793E0,1.421904945E1
1.388247742E2,5.375176907E0,-1.872383654E-1,-9.355936646E-1
1.388747742E2,2.423331022E0,4.186542511E0,4.906183720E0
1.389247742E2,6.122335911E0,-5.552545071E0,2.756232500E0
1.389747742E2,2.029532433E1,-4.319254303E1,1.259821129E1
1.390247742E2,9.871291161E0,-4.033641052E1,2.047358990E0
1.390747742E2,1.709970832E0,-7.237989426E0,-3.944867134E0
1.391247742E2,4.316053987E-1,4.342374802E0,-1.009771109E0
1.391747742E2,-5.486742496E0,1.450349569E0,-5.472385406E0
1.392247742E2,-2.292922258E0,3.523431301E0,-1.371386528E0
1.392747742E2,7.572984695E0,-1.135394335E0,1.765693665E1
1.393247742E2,-2.437688112E-1,-1.439581871E0,-5.120341301E0
1.393747742E2,-3.399004459E0,-2.641227531E1,-5.975177288E0
1.394247742E2,6.390331745E0,-2.385793686E1,2.756232500E0
1.394747742E2,2.164547348E1,-2.709213638E1,-1.862214208E0
1.395247742E2,2.629024124E1,-1.448495197E1,2.806182671E1
1.395747742E2,1.549651742E0,-4.307679176E0,1.053709316E1
