Time window,Time (s)_acc,Time (s)_gyro,Time (s)_mag,Time (s)_lin_acc,Time (s)_prox,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Magnetic field x (µT),Magnetic field y (µT),Magnetic field z (µT),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Distance (cm)
0.51,0.524774169,,,,,2.8256244660000003,2.35274291,6.519544601000001,,,,,,,,,,
0.54,,0.558226354,0.5460727089999999,0.5585573460000001,,,,,-1.047450304,0.037872530519999996,-0.2183778882,8.68639946,-43.90779877,-30.37800026,-1.186651707,-3.971520185,-4.095020293999999,
0.57,0.574774169,,0.596072709,,,0.7067800164,0.14297115800000001,3.46959281,,,,7.710399627999999,-43.01720047,-31.3906002,,,,
0.6,0.6247741689999999,0.609025365,,0.608557346,,0.7881359458,-2.270190477,4.2690944669999995,-2.973757267,-0.6942279339,0.5563291311,,,,-3.580373287,-5.221341133,-4.104115486,
0.63,,0.659823698,0.646072709,0.658557346,,,,,-3.594683409,-1.18412745,1.1810731890000001,6.514800072000001,-41.56539917,-32.8667984,0.5764124393,-5.412735939,-2.6964840889999997,
0.6599999999999999,0.6747741690000001,,,,,5.001896858,-3.5676984789999997,5.375176907,,,,,,,,,,
0.69,,0.710622865,0.6960727090000001,0.708557346,,,,,-3.597584963,-1.365549088,1.3663126230000002,4.892199993,-39.16199875,-34.63579941,2.249816656,-2.162793159,0.9381895065000001,
0.72,0.724774169,,0.7460727090000001,,,5.839683533,-3.064906597,8.037490845,,,,2.732800007,-35.66059875,-36.57559967,,,,
0.75,0.7747741690000001,0.761422761,,0.7585573459999999,,9.957731247,-3.397808075,8.173882484,-3.349122763,-1.526507258,2.118571043,,,,2.9330606460000004,-1.185655117,0.3517842293,
0.78,,,0.796072709,0.808557346,,,,,,,,0.329400003,-31.06119919,-38.32019806,6.913252831,0.8036651611,3.805088997,
0.8099999999999999,0.8247741690000001,0.8122217709999999,,,,12.19621658,-4.245465755,9.191430092000001,-3.182056189,-1.3382136820000001,1.707012653,,,,,,,
0.84,,0.8630201040000001,0.8460727090000001,0.8585573459999999,,,,,-3.411581993,-1.460993886,1.171604991,-2.122799873,-25.229599,-39.84519958,7.397838116,0.7293243408,4.51744175,
0.87,0.874774169,,0.896072709,,,13.0698967,-3.431307554,10.80987549,,,,-4.904399872,-18.22679901,-41.15060043,,,,
0.8999999999999999,0.9247741690000001,0.9138192190000001,,0.9085573459999999,,12.2297163,-4.396213531,10.01515961,-2.646801233,-1.1572501659999999,0.18355959649999998,,,,6.30092144,1.8005805019999999,6.2325029370000005,
0.9299999999999999,,,0.9460727090000001,0.958557346,,,,,,,,-8.234999657000001,-10.4066,-42.01679993,5.777706622999999,4.317422866999999,7.412639617999999,
0.96,0.974774169,0.964619219,,,,11.75085258,-1.5975081919999998,10.26640511,-1.404185176,-1.5260491369999998,-0.4709632397,,,,,,,
0.99,,1.015418282,0.9960727090000001,1.008557346,,,,,-0.2556395829,-2.015643358,-0.9220739603,-12.10239983,-2.4644000530000003,-41.9557991,2.67361927,2.919904709,5.694828032999999,
1.02,1.024774169,,1.0460727090000002,,,8.830113411000001,-2.7562325,8.059026718,,,,-16.18939972,4.697000027,-40.72359848,,,,
1.05,1.0747741690000001,1.066216615,,1.058557346,,5.720042706,-5.205286503,3.8671004769999997,0.033443886789999995,-1.965859175,-0.3339807391,,,,-2.067969799,1.147946358,2.509523869,
1.08,,,1.096072709,1.108557346,,,,,,,,-20.2519989,10.68719959,-38.47879791,-1.999951363,-0.5564732552,2.311381817,
1.1099999999999999,1.1247741690000002,1.117015782,,,,6.632306099,-5.846862316,3.84795785,-0.09636115283,-1.176186442,-0.5030327439,,,,,,,
1.14,,1.167815729,1.146072709,1.158557346,,,,,-0.467145443,-1.152210593,-0.6780404448999999,-23.99740028,15.28660011,-35.4776001,0.08526992798000001,-0.8147044182,1.817312002,
1.17,1.174774169,,1.196072709,,,8.449356079,-6.433403015,3.1271200180000003,,,,-27.37679863,18.51959991,-32.09819794,,,,
1.2,1.224774169,1.2186147920000001,,1.2085573459999999,,10.06301594,-3.4983067510000003,3.237488985,-0.7007945179999999,-1.057682037,-0.20096874239999998,,,,0.1103725433,-0.2942652702,0.3350791335,
1.23,,,1.2460727090000001,1.258557346,,,,,,,,-30.35359955,20.39839935,-28.4625988,3.748641014,2.169935942,2.02275753,
1.26,1.274774169,1.2694131770000001,,,,9.236893654,-5.181358337,-1.3737792969999998,0.38895699380000004,-1.609887958,-0.5013529062,,,,,,,
1.29,,,1.2960727090000002,1.308557346,,,,,,,,-33.1230011,21.03279877,-24.81480026,-1.6838626859999999,-0.1292624474,-0.4846455753,
1.3199999999999998,1.3247741690000001,1.3202123959999998,1.346072709,,,7.034300327,-4.211966038,-0.6481558084000001,-0.45263782140000003,0.2739650011,-0.08735115825999999,-35.56299973,20.8375988,-21.47200012,,,,
1.3499999999999999,1.3747741690000002,1.371012708,,1.358557346,,11.60489082,-3.840779543,-1.15094769,-0.5375455618,-0.1009425074,-0.3807105422,,,,1.3077116009999998,0.3869624138,-3.293422461,
1.38,,,1.396073125,1.408557346,1.381970364,,,,,,,-37.52719879,20.26420021,-18.71479988,-0.4435367584,3.131368399,3.06759119,0.0
1.41,1.424774169,1.421811823,,,,6.792625427000001,-3.201596737,3.7256248,0.9483403562999999,-0.6760551929,-0.4321744442,,,,,,,
1.44,,,1.446073125,1.4585573459999999,,,,,,,,-39.17419815,19.55660057,-16.31139946,-1.465954781,1.169557571,2.1109561919999997,
