"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.183570224E1,-1.337755442E0,1.373490095E0,-3.101576865E-1
1.188650213E1,-1.442973971E0,-1.710066915E0,1.155722976E0
1.193730281E1,-7.724163532E-1,-1.434880257E0,-1.594311297E-1
1.198810271E1,1.336228400E-1,1.901872993E0,-9.009997249E-1
1.203890177E1,8.092198968E-1,-3.317206144E0,-1.151294351E0
1.208970166E1,1.124722481E0,-1.928750277E-1,8.489249945E-1
1.214050234E1,-5.454560757E0,3.272614181E-1,1.465728045E0
1.219130229E1,-7.649487495E0,-4.479495525E0,1.323095202E0
1.224210135E1,-6.126797795E-1,-2.292204380E0,1.021336675E0
1.229290130E1,-1.204743505E0,5.781669021E-1,7.052231431E-1
1.234370198E1,-4.625640810E-1,1.335617542E0,-5.390726924E-1
1.239450182E1,2.122999668E0,1.505280375E0,-8.270871639E-1
1.244530099E1,2.993762493E0,2.625421524E0,4.610369802E-1
1.249610093E1,3.688906670E0,2.710481882E0,8.657232523E-1
1.254690161E1,3.563071966E0,2.078713179E0,2.098260373E-1
1.259770156E1,4.293034554E0,-1.453052878E0,-1.825669765E0
1.264850062E1,9.562813640E-1,-5.690042377E-1,-6.592568755E-1
1.269930062E1,-1.030652046E0,6.164975762E-1,4.173613787E-1
1.275010130E1,-1.583316088E0,-2.295869350E0,1.565907001E0
1.280090125E1,-1.656617761E0,-1.207950473E0,1.391204596E-1
1.285170031E1,1.295454383E0,-2.060082406E-1,-1.357608080E0
1.290250031E1,1.016755223E0,-1.611415029E0,-2.015490532E0
1.295330104E1,4.382828996E-2,-1.540404081E0,1.511541486E0
1.300410099E1,-6.208193302E0,2.458660305E-2,4.282497406E0
1.305490005E1,-5.386298180E0,-3.047364235E0,9.765920639E-1
1.310570005E1,-7.928797603E-1,-8.674030900E-1,1.577513069E-1
1.315650078E1,-1.997928619E0,-3.568875194E-1,1.619966984E0
1.320730073E1,1.269493341E0,2.285485029E0,-2.909159958E-1
1.325809984E1,2.076880693E0,2.301367074E-1,-1.283390045E0
1.330889984E1,3.847115993E0,3.084015131E0,-3.109212518E-1
1.335970057E1,1.869498014E0,5.175708771E0,1.033858955E-1
1.341050052E1,4.237294674E0,5.193728805E-1,-1.355470061E0
1.346129963E1,2.790961027E0,-5.470137000E-1,-1.138161182E0
1.351209963E1,-2.585411072E-1,1.236965656E0,-1.110062122E0
1.356290036E1,-1.024848938E0,4.676035643E-1,4.947862923E-1
1.361370031E1,-1.976854444E0,-1.403421521E0,1.679219127E0
1.366449942E1,-2.565558553E-1,-7.566870451E-1,-4.902049154E-2
1.371529942E1,3.375083923E0,-2.088639498E0,-1.895000935E0
1.376610020E1,3.384093940E-1,-1.156028390E0,-2.530434728E-1
1.381690015E1,-3.746479034E0,8.192988634E-1,3.607969284E0
1.386769927E1,-9.298622131E0,-2.036717415E0,2.273420811E0
1.391849932E1,-1.204285383E0,-2.989791870E0,-1.169619799E0
1.396930005E1,-1.886296391E0,-3.106158376E-1,5.383091569E-1
1.402010005E1,-1.449235082E-1,5.497625470E-1,6.018372774E-1
1.407089916E1,2.422467470E0,1.461452127E0,-4.737120569E-1
1.412169922E1,2.774315596E0,-2.199050039E-2,-3.239017725E-1
1.417249994E1,3.656989813E0,4.502249718E0,4.986040890E-1
1.422329994E1,3.211376667E0,2.511956692E0,-2.505695343E0
1.427409911E1,4.556920528E0,-1.872552276E0,-1.733279109E0
1.432489916E1,1.918060333E-1,1.015075445E0,-1.007287145E0
1.437569989E1,-1.275143623E0,1.234064221E0,2.266243398E-1
1.442649984E1,-1.742899895E0,-2.256164312E0,1.317139387E0
1.447729906E1,-1.011715770E0,-1.694643021E0,9.425373077E-1
1.452809911E1,3.336905956E0,1.447402596E0,-9.174925685E-1
1.457889989E1,1.254527569E0,-6.539120078E-1,-9.520054460E-1
1.462969989E1,-1.644858956E0,-7.708892226E-1,1.645011663E0
1.468049906E1,-9.148659706E0,7.495095730E-1,2.278918505E0
1.473129911E1,-3.559406996E0,-3.819780588E0,-7.562289238E-1
1.478209989E1,-1.822004676E0,-1.938218355E0,2.414373755E-1
1.483289984E1,-1.562547326E0,3.854446113E-1,5.088357925E-1
1.488369906E1,2.099940062E0,9.330691695E-1,-1.109604001E0
1.493449916E1,2.195079565E0,1.081352353E0,-6.140542030E-1
1.498529994E1,3.438611984E0,3.040950298E0,5.140279531E-1
1.503609994E1,2.595642805E0,4.236836433E0,-5.250232220E-1
1.508689911E1,5.860468388E0,-1.311489105E0,-1.119072199E0
1.513769922E1,2.144531965E0,-1.481304616E-1,-8.773293495E-1
1.518850000E1,-3.524588645E-1,2.482025146E0,-1.107160673E-1
1.523929994E1,-1.766570330E0,-2.214321345E-1,9.810206890E-1
1.529009922E1,-2.612135649E0,-3.517564058E0,1.344169378E0
1.534089927E1,1.361425877E0,1.697544575E0,-2.803788781E-1
1.539170010E1,2.725905895E0,-3.651644945E0,-6.592568755E-1
1.544250010E1,-8.261709213E-1,4.062134400E-2,3.775036037E-1
1.549329927E1,-5.387672901E0,9.796462655E-1,2.803483486E0
1.554409937E1,-9.113535881E0,-1.628213406E0,7.003363967E-1
1.559490021E1,-1.401130915E0,-3.634083033E0,-1.073105931E0
1.564570020E1,-9.051229358E-1,-1.154348612E0,1.150072694E0
1.569649942E1,5.373928547E-1,-2.112004459E-1,-1.149920002E-1
1.574729948E1,2.389328957E0,5.674771070E-1,-1.338824511E0
1.579810031E1,3.450370789E0,1.512763262E0,-3.738385141E-1
1.584890036E1,3.405931711E0,5.319563389E0,-4.810422063E-1
1.589969953E1,4.202476501E0,3.403030157E0,-1.378071427E0
1.595049963E1,4.447120667E0,-1.160151601E0,-1.819408536E0
1.600130046E1,3.361186981E-1,2.302894115E0,-9.382613897E-1
1.605210052E1,-1.690367103E0,2.755684614E0,2.038702667E-1
1.610289974E1,-2.879381180E0,-1.312558055E0,1.235896707E0
1.615369979E1,-2.109255552E0,-2.144226551E0,6.584933400E-1
1.620450062E1,3.936605215E0,2.811424434E-1,-1.257734537E0
1.625530062E1,9.556705356E-1,-3.667832375E0,-1.134037971E0
