"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.896585573E2,-6.182216406E-1,9.766413689E0,5.760025978E0
1.897085573E2,9.721118927E0,-4.106437683E0,-3.221936464E0
1.897585573E2,1.374449348E1,-5.838731384E1,-3.048252821E0
1.898085573E2,-4.440610409E0,-1.647114754E1,-6.655226707E0
1.898585573E2,-2.155624390E0,9.891672134E0,-7.679213524E0
1.899085573E2,-5.442336082E0,9.652982712E0,-9.391458511E0
1.899585573E2,-6.813599110E0,1.329586887E1,-8.839351654E0
1.900085573E2,-3.907513618E0,1.140133286E1,-7.980026245E0
1.900585573E2,-1.616144657E0,-4.545226097E-1,-4.247095108E0
1.901085573E2,-1.132253933E1,5.495096207E0,-3.413366318E0
1.901585573E2,-8.684540749E0,-3.160719681E1,-1.604028893E1
1.902085573E2,1.645113945E1,-2.816133881E1,8.997178078E-2
1.902585573E2,2.529449463E1,-1.814794350E1,6.865756226E1
1.903085573E2,1.703955173E0,7.415046692E-1,8.490020752E0
1.903585573E2,3.695063591E0,1.735085678E1,1.884268570E1
1.904085573E2,3.943249702E0,7.828541279E0,3.133729696E0
1.904585573E2,-8.836257458E-2,1.320618057E1,7.220242977E0
1.905085573E2,4.992258072E0,5.599660397E0,1.878653407E0
1.905585573E2,1.915800476E1,-2.756269836E1,1.115167236E1
1.906085573E2,3.843090057E0,-3.662505341E1,8.919086456E-1
1.906585573E2,-6.398355007E0,-9.309988022E-1,-7.458503723E0
1.907085573E2,-5.398753643E0,1.013814163E1,-7.440999508E0
1.907585573E2,-1.057779312E1,8.491133690E0,-9.499763489E0
1.908085573E2,-7.132349968E0,1.028102684E1,-3.388820171E0
1.908585573E2,5.508801937E0,3.238998413E0,1.802854919E1
1.909085573E2,-5.433465958E0,8.579865456E0,-7.306929588E0
1.909585573E2,-1.129172707E1,-3.279116058E1,-1.070329094E1
1.910085573E2,1.082833672E1,-2.451199341E1,-2.066664696E0
1.910585573E2,2.375575447E1,-1.580354500E1,-1.007007027E1
1.911085573E2,4.763282776E0,2.614515781E0,6.367035866E0
1.911585573E2,-4.269331455E0,1.592218876E1,1.732691383E1
1.912085573E2,7.170081615E0,4.924896240E0,3.429627895E0
1.912585573E2,-3.500120640E-1,1.062380028E1,5.891283035E0
1.913085573E2,4.091948986E0,7.180069447E0,2.303210974E0
1.913585573E2,1.393990898E1,-1.108172798E1,2.636950016E0
1.914085573E2,4.739522457E0,-5.040556717E1,-1.815540791E-1
1.914585573E2,-4.161645889E0,-7.109932423E0,-8.169080734E0
1.915085573E2,-3.936101913E0,1.094484901E1,-6.667728424E0
1.915585573E2,-8.145705223E0,9.665385246E0,-1.118727684E1
1.916085573E2,-7.932415962E0,1.280886269E1,-6.075489998E0
1.916585573E2,4.213634491E0,1.244919491E1,3.389418793E1
1.917085573E2,-7.129925728E0,5.896898270E0,-1.692169189E1
1.917585573E2,-8.816252708E0,-4.905604839E0,-6.526869297E0
1.918085573E2,-5.157017708E-1,-2.812187386E1,-5.340222836E0
1.918585573E2,2.393203354E1,-2.212819672E1,-1.424752140E1
1.919085573E2,2.101324081E1,3.372843742E0,3.477627945E1
1.919585573E2,5.541523695E-1,7.422128677E0,1.379911661E0
1.920085573E2,8.178415298E0,1.037007904E1,5.942058563E0
1.920585573E2,5.744501114E0,1.336937332E1,1.048204613E1
1.921085573E2,-2.380936384E0,8.889484406E0,5.807542801E0
1.921585573E2,1.130496788E1,-7.989537239E0,-6.048356295E-1
1.922085573E2,1.511775875E1,-5.340817642E1,-8.025621414E0
1.922585573E2,-3.884817123E0,-1.692347527E1,-5.117647171E0
1.923085573E2,-3.498475790E0,8.706135750E0,-6.662986279E0
1.923585573E2,-6.316312790E0,8.947941780E0,-1.185092449E1
1.924085573E2,-8.723522186E0,1.055976295E1,-6.979896545E0
1.924585573E2,-5.144816399E0,1.038043022E1,-5.687280655E0
1.925085573E2,5.648570061E-1,-1.319439888E0,-3.395744324E0
1.925585573E2,-9.225587845E0,2.807065725E0,-4.138947487E0
1.926085573E2,-5.597597122E0,-2.697322083E1,-1.412771606E1
1.926585573E2,1.945638275E1,-2.694366074E1,-8.574530482E-1
1.927085573E2,2.755608749E1,-1.578946114E1,8.129052734E1
1.927585573E2,-1.782825470E0,7.354116440E-1,1.532648087E0
1.928085573E2,5.580104828E0,1.953340530E1,1.860823250E1
1.928585573E2,5.257511139E0,7.875333786E0,2.886939049E-1
1.929085573E2,1.595945358E0,1.315493488E1,6.779872417E0
1.929585573E2,6.372557640E0,5.608797073E-1,-1.466621876E0
1.930085573E2,2.168191910E1,-3.436506653E1,5.900720596E0
1.930585573E2,-2.350038528E0,-2.759563065E1,-1.512927294E0
1.931085573E2,-6.578945637E0,3.586693764E0,-6.944135666E0
