"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.742831640E1,1.701515079E0,2.768665314E0,-1.392273664E0
1.747911828E1,2.892819881E0,-5.767467022E0,-7.893673778E-1
1.752992088E1,1.072342396E0,-7.265417099E0,2.192483425E0
1.758072270E1,-3.618506432E0,2.759349823E0,5.346898556E0
1.763152364E1,-6.462000370E0,-5.749752522E0,3.970659971E0
1.768232552E1,-1.377766013E0,2.011978149E0,1.417471051E0
1.773312812E1,-1.151141644E0,1.514901221E-1,1.731446505E0
1.778392994E1,7.379034758E-1,2.452399015E0,-1.227192163E0
1.783473088E1,1.514595747E0,-6.116108298E-1,-1.102273822E0
1.788553276E1,3.416316032E0,1.321568012E0,-3.147390485E-1
1.793633536E1,3.581397533E0,8.448017836E-1,-1.839719176E0
1.798713718E1,3.217943430E0,2.625268698E0,-7.014969826E0
1.803793817E1,2.546316862E0,-1.780925155E0,-2.969022989E0
1.808874005E1,-1.199398637E0,4.420396328E0,-2.712161839E-1
1.813954265E1,-1.327981949E0,4.593724251E0,1.052795291E0
1.819034448E1,-2.492562294E0,4.566083103E-2,9.265025854E-1
1.824114547E1,-2.598544121E0,-1.775122166E0,-7.501204610E-1
1.829194734E1,2.963220119E0,3.690128326E0,-1.732362866E0
1.834274994E1,1.906454325E0,-6.487656116E0,1.214058921E-1
1.839355177E1,7.571451664E-1,-3.794583082E0,-2.310529798E-1
1.844435281E1,-3.330644608E0,-6.904406548E0,6.382437706E0
1.849515468E1,-3.894456625E0,-2.280598164E0,5.546798706E0
1.854595729E1,-9.213103652E-1,1.021642014E-1,6.644490957E-1
1.859675911E1,-9.915578365E-1,4.966188073E-1,2.287470341E0
1.864756015E1,1.127929449E0,8.919897079E-1,-4.770717025E-1
1.869836203E1,8.393041492E-1,-9.141329527E-1,-6.358919740E-1
1.874916463E1,2.102383614E0,2.255400896E0,-1.527118087E-1
1.879996651E1,3.487785101E0,2.534252644E0,-1.462826490E0
1.885076750E1,2.717812061E0,3.916294575E0,-6.787429333E0
1.890156942E1,3.653782845E0,-6.412369013E-1,-2.945505381E0
1.895237203E1,1.105633527E-1,1.765959382E0,1.994416267E-1
1.900317390E1,-1.543152928E0,6.469177723E0,1.026070714E0
1.905397489E1,-2.107117653E0,1.461299300E0,3.968980014E-1
1.910477682E1,-2.221498728E0,-1.575985998E-1,-1.102579311E-1
1.915557948E1,2.037328243E0,-8.733588457E-1,-1.537197113E0
1.920638135E1,1.989682198E0,-1.510930657E0,-8.999307156E-1
1.925718239E1,1.244295835E0,-1.258039951E0,-2.987042964E-1
1.930798432E1,-3.903924942E0,-6.314480782E0,4.531875610E0
1.935878698E1,-9.073983192E0,-3.713798523E0,4.527294636E0
1.940958885E1,2.489202656E-2,-3.499543905E0,8.469397426E-1
1.946038989E1,-2.020377398E0,2.144990206E0,2.790808439E0
1.951119182E1,1.370741248E0,-3.031329513E-1,-1.018435121E0
1.956199453E1,9.727742672E-1,4.262186885E-1,-1.845674992E0
1.961279640E1,3.462740421E0,8.809944391E-1,-7.530219555E-1
1.966359744E1,4.426352024E0,1.922183633E0,-1.108076930E0
1.971439942E1,3.459991693E0,3.446247578E0,-5.734481335E0
1.976520213E1,3.780839205E0,-1.687618256E0,-3.369586229E0
1.981600401E1,-5.344913527E-2,9.129112363E-1,-6.575770974E-1
1.986680510E1,-2.063136578E0,4.953818321E0,1.112200141E0
1.991760708E1,-2.164079189E0,1.222916245E0,2.214168549E0
1.996840979E1,-3.137616873E0,3.023693897E-2,5.598415136E-1
2.001921172E1,9.987352490E-1,-8.052493930E-1,-1.546665311E0
2.007001281E1,2.307170153E0,-4.880822182E0,-1.770235300E0
2.012081479E1,2.122083426E0,1.494895935E0,-7.618792653E-1
2.017161750E1,-2.286706686E0,-6.923037529E0,3.795652151E0
2.022241942E1,-6.687555790E0,-2.745453119E0,5.821985245E0
