"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.367637421E2,1.096600914E1,2.866968155E0,5.682353973E0
1.368137421E2,-3.190091372E0,1.576473713E1,1.353222656E1
1.368637421E2,7.170268059E0,7.383254051E0,4.089582920E0
1.369137421E2,4.544980049E0,1.354641819E1,8.395769119E0
1.369637421E2,3.814341545E0,9.389236450E0,6.464895725E0
1.370137421E2,2.171998978E1,-2.066385651E1,7.978538513E0
1.370637421E2,9.433591843E0,-6.330576706E1,-5.130359650E0
1.371137421E2,-8.045984268E0,-6.612117290E0,-6.953927040E0
1.371637421E2,-4.506962776E0,1.201021576E1,-6.219284058E0
1.372137421E2,-6.186642647E0,1.429504204E1,-2.105544281E1
1.372637421E2,-9.214378357E0,1.476694202E1,-1.058216476E1
1.373137421E2,-2.423995972E0,-5.704164505E-2,4.247599411E1
1.373637421E2,-8.441392899E0,8.212140083E0,-1.793114471E1
1.374137421E2,-8.719839096E0,-2.769594193E0,-1.356279278E1
1.374637421E2,7.920877457E0,-3.067486000E1,-8.269537926E0
1.375137421E2,3.436305618E1,-3.286252975E1,-7.588531971E0
1.375637421E2,1.534206676E1,3.802140713E0,2.995981789E1
1.376137421E2,-3.047991514E0,1.587680721E1,1.638150215E1
1.376637421E2,8.027280807E0,7.788510799E0,3.778688431E0
1.377137421E2,4.321549416E0,1.352704906E1,6.055119514E0
1.377637421E2,3.010789871E0,9.618425369E0,5.953295708E0
1.378137421E2,1.899809074E1,-1.653970718E1,6.755796909E0
1.378637421E2,2.010703278E1,-5.034760666E1,-6.086158276E0
1.379137421E2,-9.364918709E0,-1.323169136E1,-5.098104477E0
1.379637421E2,-8.541527748E0,1.050008965E1,-8.924513817E0
1.380137421E2,-1.153292370E1,1.096697617E1,-1.930544853E1
1.380637421E2,-9.668935776E0,1.415311050E1,-6.271286011E0
1.381137421E2,-7.045192719E-1,1.238629818E0,2.526507759E1
1.381637421E2,-6.141720772E0,5.663212776E0,-1.523920918E1
1.382137421E2,-1.182385826E1,-7.351222038E0,-1.513919258E1
1.382637421E2,3.881107330E0,-2.873758888E1,-3.335237980E0
1.383137421E2,3.091416740E1,-3.081089973E1,-1.011615276E1
1.383637421E2,1.733379745E1,5.537347317E0,8.130613327E0
1.384137421E2,-4.669059753E0,1.349092865E1,1.350562096E1
1.384637421E2,7.571397305E0,6.896680355E0,3.180723190E0
1.385137421E2,2.273231983E0,1.220425606E1,7.052023888E0
1.385637421E2,2.198894024E0,1.104014683E1,4.932260036E0
1.386137421E2,1.826517677E1,-9.230050087E0,2.085812807E0
1.386637421E2,1.589506721E1,-5.996809006E1,-1.070084953E1
1.387137421E2,-8.121068954E0,-1.408780861E1,-7.332343102E0
1.387637421E2,-6.124152660E0,1.223985958E1,-7.041328907E0
1.388137421E2,-7.490546703E0,1.464281845E1,-2.370630455E1
1.388637421E2,-1.012298584E1,1.354006767E1,-8.408002853E0
1.389137421E2,-1.867465973E0,-1.402053833E-1,4.546689987E1
1.389637421E2,-7.885626793E0,8.359719276E0,-1.385739136E1
1.390137421E2,-8.026810646E0,1.384877682E0,-1.561766052E1
1.390637421E2,4.050917149E0,-3.136941528E1,-1.201689911E1
1.391137421E2,3.199308014E1,-3.333451462E1,-6.816612244E0
1.391637421E2,1.083989239E1,-5.135917664E-1,2.836727333E1
1.392137421E2,-2.552302361E0,7.723226070E0,1.360091019E1
1.392637421E2,1.056752682E1,6.479267597E0,5.086792469E0
1.393137421E2,3.705855131E0,1.316313934E1,2.637033463E0
1.393637421E2,3.284396648E0,1.240331459E1,5.176020622E0
1.394137421E2,1.585613060E1,-9.261713028E0,3.152469397E0
1.394637421E2,1.853218269E1,-7.021298981E1,-5.754969597E0
1.395137421E2,-7.682229519E0,-1.264513969E1,-7.969156265E0
1.395637421E2,-6.577528477E0,1.394726276E1,-4.307080746E0
1.396137421E2,-6.811526775E0,1.264770508E1,-1.482022095E1
1.396637421E2,-7.651549816E0,1.364301395E1,-1.180484390E1
1.397137421E2,5.543613434E-2,2.164937019E0,6.354502869E1
1.397637421E2,-6.565122604E0,5.171917439E0,-1.283451843E1
1.398137421E2,-1.435858917E1,-7.574104309E0,-1.744428253E1
1.398637421E2,5.798136234E0,-2.577841187E1,-6.017093182E0
1.399137421E2,3.014108276E1,-3.529796600E1,-2.018162727E1
1.399637421E2,1.924586105E1,1.674723625E0,1.746770287E1
1.400137421E2,-1.166376472E0,1.408484077E1,4.466736794E0
1.400637421E2,5.780628204E0,1.002217960E1,2.696846247E0
1.401137421E2,7.334079742E-1,1.289955711E1,5.509810448E0
1.401637421E2,1.212847352E0,9.574022293E0,4.901054382E0
1.402137421E2,1.560831070E1,-1.146600628E1,7.710845947E0
1.402637421E2,1.736027718E1,-5.678792191E1,-7.218084812E0
1.403137421E2,-7.717444897E0,-9.807455063E0,-6.025300980E0
