"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.972979583E0,1.614060020E1,3.951580048E1,-2.374119949E1
3.022979583E0,1.557940006E1,4.096759796E1,-2.086199951E1
3.072979583E0,1.531099987E1,4.221199799E1,-1.819019890E1
3.122979583E0,1.108979988E1,4.273659897E1,-1.548180008E1
3.172979583E0,1.116300011E1,4.377359772E1,-1.280999947E1
3.222979583E0,1.108979988E1,4.460319901E1,-9.881999969E0
3.272979583E0,1.083360004E1,4.532299805E1,-6.892999649E0
3.322979583E0,1.095559978E1,4.533519745E1,-5.843800068E0
3.372979583E0,1.130939960E1,4.524979782E1,-6.966199875E0
3.422979583E0,1.182180023E1,4.510339737E1,-8.466799736E0
3.472979583E0,1.185839939E1,4.477399826E1,-1.076039982E1
3.522979583E0,9.967399597E0,4.322459793E1,-1.259039974E1
3.572979583E0,9.198800087E0,4.280979919E1,-1.494499969E1
3.622979583E0,8.027600288E0,4.263899994E1,-1.820240021E1
3.672979583E0,7.161399841E0,4.261459732E1,-2.160619926E1
3.722979583E0,5.660799980E0,4.273659897E1,-2.370459938E1
3.772979583E0,4.196799755E0,4.312699890E1,-2.471719933E1
3.822979583E0,2.281399965E0,4.365159988E1,-2.554679871E1
3.872979583E0,1.110199928E0,4.500579834E1,-2.322879982E1
3.922979583E0,2.317999899E-1,4.553039932E1,-1.810479927E1
3.972979583E0,7.320000231E-2,4.660400009E1,-1.261479950E1
4.022979583E0,6.099999696E-2,4.733599854E1,-6.880799770E0
4.072979583E0,8.540000021E-2,5.077639771E1,-2.964599848E0
4.122979583E0,5.978000164E-1,5.176459885E1,2.561999857E-1
4.172979583E0,8.051999807E-1,5.276499939E1,2.781599998E0
4.222979583E0,9.515999556E-1,5.369219971E1,4.294399738E0
4.272979583E0,1.464000046E-1,5.383860016E1,2.793799877E0
4.322979583E0,-1.097999960E-1,5.342379761E1,-2.281399965E0
4.372979583E0,-9.759999514E-1,5.260639954E1,-8.515600204E0
4.422979583E0,-1.695799947E0,5.214279938E1,-1.505480003E1
4.472979583E0,-2.635200024E0,5.167919922E1,-2.011779976E1
4.522979583E0,-3.062199831E0,5.084959793E1,-2.275300026E1
4.572979583E0,-3.574599981E0,5.033720016E1,-2.524180031E1
4.622979583E0,-3.708799839E0,4.939780045E1,-2.752319908E1
4.672979583E0,-4.184599876E0,4.828759766E1,-2.942639923E1
4.722979583E0,-5.819399834E0,4.756779861E1,-2.798679924E1
4.772979583E0,-5.624199867E0,4.900740051E1,-2.464399910E1
4.822979583E0,-5.624199867E0,5.042259979E1,-2.054479980E1
4.872979583E0,-6.087800026E0,5.147179794E1,-1.601860046E1
4.922979583E0,-7.161399841E0,5.065439987E1,-1.160219955E1
4.972979583E0,-7.551799774E0,5.137419891E1,-8.710800171E0
5.022979583E0,-7.881199837E0,5.249659729E1,-5.538799763E0
5.072979583E0,-7.271199703E0,5.378979874E1,-2.940199852E0
5.122979583E0,-6.685599804E0,5.416799927E1,-2.171599865E0
5.172979583E0,-7.649399757E0,5.309439850E1,-4.635999680E0
5.222979583E0,-9.088999748E0,5.144739914E1,-8.503399849E0
5.272979583E0,-9.979599953E0,5.016640091E1,-1.306619930E1
5.322979583E0,-1.073600006E1,4.877560043E1,-1.723859978E1
5.372979583E0,-1.124839973E1,4.806800079E1,-1.959319878E1
5.422979583E0,-1.198040009E1,4.711639786E1,-2.187459946E1
5.472979583E0,-1.291979980E1,4.605500031E1,-2.366799927E1
5.522979583E0,-1.302960014E1,4.564019775E1,-2.403400040E1
5.572979583E0,-1.199259949E1,4.627460098E1,-2.242359924E1
5.622979583E0,-1.022359943E1,4.751899719E1,-1.853179932E1
5.672979583E0,-8.686399460E0,4.849499893E1,-1.434719944E1
5.722979583E0,-6.026799679E0,4.766539764E1,-1.032119942E1
5.772979583E0,-4.501800060E0,4.786059952E1,-7.173599720E0
5.822979583E0,-3.306200027E0,4.847060013E1,-3.928400040E0
5.872979583E0,-2.000799894E0,4.923920059E1,-1.000399947E0
5.922979583E0,-4.513999820E-1,4.925139999E1,1.097999960E-1
5.972979583E0,9.759999812E-2,4.859259796E1,-1.061399937E0
6.022979583E0,-1.586000025E-1,4.723839951E1,-4.867799759E0
6.072979583E0,-1.464000046E-1,4.570119858E1,-9.576999664E0
6.122979583E0,-9.759999514E-1,4.455439758E1,-1.385919952E1
6.172979583E0,-1.646999955E0,4.383459854E1,-1.754360008E1
6.222979583E0,-1.793399930E0,4.296839905E1,-2.080099869E1
6.272979583E0,-2.440000057E0,4.113840103E1,-2.479039955E1
6.322979583E0,-3.733199835E0,4.017459869E1,-2.737679863E1
6.372979583E0,-5.026400089E0,4.007699966E1,-2.729139900E1
6.422979583E0,-5.172800064E0,4.105299759E1,-2.485140038E1
6.472979583E0,-4.940999985E0,4.238280106E1,-2.098399925E1
6.522979583E0,-4.648200035E0,4.318799973E1,-1.704339981E1
6.572979583E0,-4.282199860E0,4.373699951E1,-1.352979946E1
6.622979583E0,-3.891799927E0,4.429819870E1,-1.060179996E1
6.672979583E0,-3.086599827E0,4.590859985E1,-7.051599979E0
6.722979583E0,-7.807999849E-1,4.692119980E1,-5.148399830E0
6.772979583E0,-1.219999976E-2,4.696999741E1,-5.184999943E0
6.822979583E0,-6.588000059E-1,4.590859985E1,-7.600599766E0
6.872979583E0,-1.854399920E0,4.448119736E1,-1.138259983E1
6.922979583E0,-2.879199982E0,4.310260010E1,-1.589659977E1
6.972979583E0,-4.453000069E0,4.239500046E1,-1.962979889E1
7.022979583E0,-5.611999989E0,4.189479828E1,-2.249679947E1
7.072979583E0,-6.258599758E0,4.086999893E1,-2.538819885E1
7.122979583E0,-7.307799816E0,3.968659973E1,-2.742560005E1
7.172979583E0,-8.783999443E0,3.912540054E1,-2.801119995E1
7.222979583E0,-8.637599945E0,3.958900070E1,-2.744999886E1
7.272979583E0,-7.368799686E0,4.099200058E1,-2.466839981E1
7.322979583E0,-5.502200127E0,4.188259888E1,-2.121579933E1
7.372979583E0,-4.038199902E0,4.274879837E1,-1.753139877E1
7.422979583E0,-2.830399990E0,4.337099838E1,-1.423740005E1
7.472979583E0,-2.134999990E0,4.454219818E1,-1.044320011E1
7.522979583E0,-9.149999619E-1,4.612820053E1,-6.941799641E0
7.572979583E0,1.097999930E0,4.705540085E1,-5.575399876E0
7.622979583E0,1.317600012E0,4.732379913E1,-5.111799717E0
7.672979583E0,2.073999941E-1,4.629899979E1,-7.539599895E0
7.722979583E0,1.951999962E-1,4.374919891E1,-1.134599972E1
7.772979583E0,-1.268800020E0,4.256579971E1,-1.560379982E1
7.822979583E0,-2.635200024E0,4.173619843E1,-1.937360001E1
7.872979583E0,-3.233000040E0,4.108959961E1,-2.247239876E1
7.922979583E0,-3.647799969E0,4.004039764E1,-2.552239990E1
7.972979583E0,-5.075200081E0,3.884479904E1,-2.757199860E1
8.022979583E0,-6.258599758E0,3.805179977E1,-2.857239914E1
8.072979583E0,-5.916999817E0,3.856419754E1,-2.797459984E1
8.122979583E0,-4.330999851E0,3.991839981E1,-2.497340012E1
8.172979583E0,-3.489199877E0,4.127259827E1,-2.121579933E1
8.222979583E0,-2.549799919E0,4.224860001E1,-1.694579887E1
8.272979583E0,-1.829999924E0,4.301720047E1,-1.315159988E1
8.322979583E0,-1.085799932E0,4.356620026E1,-8.661999702E0
8.372979583E0,6.588000059E-1,4.513999939E1,-5.209399700E0
8.422979583E0,2.793799877E0,4.638439941E1,-3.464799881E0
8.472979583E0,2.671799898E0,4.659180069E1,-3.196399927E0
8.522979583E0,1.878799915E0,4.516439819E1,-6.258599758E0
8.572979583E0,2.439999878E-1,4.384679794E1,-1.013819981E1
8.622979583E0,-1.415199995E0,4.282199860E1,-1.476200008E1
8.672979583E0,-2.866999865E0,4.223640060E1,-1.861719894E1
8.722979583E0,-3.842999935E0,4.200460052E1,-2.133779907E1
8.772979583E0,-4.733600140E0,4.149219894E1,-2.386319923E1
8.822979583E0,-6.185400009E0,4.045520020E1,-2.608359909E1
8.872979583E0,-7.454199791E0,3.997940063E1,-2.679119873E1
8.922979583E0,-8.405799866E0,4.049179840E1,-2.643739891E1
8.972979583E0,-6.978399754E0,4.211439896E1,-2.275300026E1
9.022979583E0,-5.795000076E0,4.356620026E1,-1.884899902E1
9.072979583E0,-6.941799641E0,4.299279785E1,-1.309060001E1
9.122979583E0,-6.039000034E0,4.343199921E1,-9.210999489E0
9.172979583E0,-5.343599796E0,4.428599930E1,-5.124000072E0
9.222979583E0,-3.989399910E0,4.585979843E1,-1.366400003E0
9.272979583E0,-2.037400007E0,4.716519928E1,4.635999799E-1
9.322979583E0,-2.110599995E0,4.747019958E1,4.757999778E-1
9.372979583E0,-3.928400040E0,4.631119919E1,-2.976799965E0
9.422979583E0,-6.209799767E0,4.477399826E1,-7.075999737E0
9.472979583E0,-8.381400108E0,4.381019974E1,-1.200479984E1
9.522979583E0,-1.016259956E1,4.266339874E1,-1.639679909E1
9.572979583E0,-1.177299976E1,4.260239792E1,-1.954439926E1
9.622979583E0,-1.343219948E1,4.219979858E1,-2.210639954E1
9.672979583E0,-1.504259968E1,4.128479767E1,-2.435120010E1
9.722979583E0,-1.666519928E1,4.205339813E1,-2.507099915E1
9.772979583E0,-1.715320015E1,4.301720047E1,-2.364360046E1
9.822979583E0,-1.578679943E1,4.510339737E1,-1.915399933E1
9.872979583E0,-1.420079994E1,4.672599792E1,-1.426179981E1
9.922979583E0,-1.435939980E1,4.728720093E1,-9.076799393E0
9.972979583E0,-1.343219948E1,4.775079727E1,-4.574999809E0
1.002297958E1,-1.266359997E1,4.870240021E1,8.540000021E-2
1.007297958E1,-1.134599972E1,5.045919800E1,4.526199818E0
1.012297958E1,-8.771800041E0,5.211840057E1,6.368400097E0
1.017297958E1,-7.978799820E0,5.287479782E1,6.246399879E0
1.022297864E1,-9.906399727E0,5.195980072E1,2.110599995E0
1.027297864E1,-1.283440018E1,5.069099808E1,-3.135400057E0
1.032297864E1,-1.514019966E1,5.062999725E1,-9.101200104E0
1.037297864E1,-1.688479996E1,5.050799942E1,-1.493279934E1
1.042297864E1,-1.770219994E1,5.078860092E1,-1.930039978E1
1.047297864E1,-1.873920059E1,5.083739853E1,-2.278960037E1
1.052297864E1,-2.094739914E1,4.921479797E1,-2.587619972E1
1.057297864E1,-2.217959976E1,4.939780045E1,-2.770619965E1
1.062297864E1,-2.271640015E1,5.050799942E1,-2.752319908E1
1.067297864E1,-2.100839996E1,5.336280060E1,-2.322879982E1
1.072297864E1,-1.736059952E1,5.691299820E1,-2.008119965E1
1.077297864E1,-1.631139946E1,5.869419861E1,-1.438379955E1
1.082297864E1,-1.560379982E1,5.974340057E1,-9.162199974E0
1.087297864E1,-1.533539963E1,6.102439880E1,-4.135799885E0
1.092297864E1,-1.498159981E1,6.347660065E1,1.110199928E0
1.097297864E1,-1.323699951E1,6.568479919E1,3.867399931E0
1.102297864E1,-1.310279942E1,6.652659607E1,3.574599981E0
1.107297864E1,-1.579899979E1,6.362299728E1,-1.671399951E0
1.112297864E1,-2.077659988E1,5.979219818E1,-8.710800171E0
1.117297864E1,-2.397299957E1,5.577840042E1,-1.729960060E1
1.122297864E1,-2.614459991E1,5.267959976E1,-2.601039886E1
1.127297864E1,-2.777939987E1,4.995899963E1,-3.342799759E1
1.132297864E1,-2.887739944E1,4.670159912E1,-3.951580048E1
1.137297864E1,-2.929220009E1,4.189479828E1,-4.446899796E1
1.142297864E1,-3.042679977E1,3.697819901E1,-4.703099823E1
1.147297864E1,-3.086599922E1,3.491640091E1,-4.694559860E1
1.152297864E1,-2.999979973E1,3.718560028E1,-4.378580093E1
1.157297864E1,-3.118319893E1,3.789319992E1,-3.725880051E1
1.162297864E1,-3.157359886E1,3.969879913E1,-3.219580078E1
1.167297864E1,-3.140279961E1,4.068700027E1,-2.832839966E1
1.172297864E1,-3.095139885E1,4.135799789E1,-2.529059982E1
1.177297864E1,-3.168339920E1,4.241939926E1,-2.171599960E1
1.182297864E1,-2.902379990E1,4.295619965E1,-2.078879929E1
1.187297864E1,-2.546139908E1,4.074800110E1,-2.170380020E1
1.192297864E1,-2.267980003E1,3.339139938E1,-2.521739960E1
1.197297864E1,-2.189900017E1,2.643739891E1,-3.141499901E1
1.202297864E1,-1.727519989E1,1.904419899E1,-3.620959854E1
1.207297864E1,-1.256599998E1,1.218779945E1,-4.013800049E1
1.212297864E1,-8.295999527E0,6.380599976E0,-4.282199860E1
1.217297864E1,-2.696199894E0,1.854399920E0,-4.543280029E1
1.222297864E1,1.878799915E0,-2.366800070E0,-4.503020096E1
1.227297864E1,4.709199905E0,-5.026400089E0,-4.387120056E1
1.232297864E1,6.795399666E0,-5.184999943E0,-4.287080002E1
1.237297864E1,6.441599846E0,-2.354599953E0,-4.107740021E1
1.242297864E1,5.782799721E0,-8.783999681E-1,-3.952799988E1
1.247297864E1,4.757999897E0,4.635999799E-1,-3.797859955E1
1.252297864E1,4.684800148E0,1.024799943E0,-3.651459885E1
1.257297864E1,4.587199688E0,2.330199957E0,-3.502619934E1
1.262297864E1,4.465199947E0,2.952399969E0,-3.375740051E1
1.267297864E1,6.331799984E0,3.513599873E0,-3.189079857E1
1.272297864E1,9.247599602E0,4.330999851E0,-2.924339867E1
1.277297864E1,1.313939953E1,4.257800102E0,-2.830399895E1
1.282297864E1,1.494499969E1,4.538399696E0,-2.663259888E1
1.287297864E1,1.645779991E1,5.184999943E0,-2.481480026E1
1.292297864E1,1.729960060E1,6.258599758E0,-2.278960037E1
1.297297864E1,1.827560043E1,8.722999573E0,-1.999580002E1
1.302297864E1,1.829999924E1,1.128499985E1,-1.753139877E1
1.307297864E1,1.758020020E1,1.463999939E1,-1.542079926E1
1.312297864E1,1.595759964E1,1.769000053E1,-1.507919979E1
1.317297864E1,1.506699944E1,2.042280006E1,-1.351760006E1
1.322297864E1,1.533539963E1,2.198439980E1,-1.224879932E1
1.327297864E1,1.606739998E1,2.287500000E1,-1.085799980E1
1.332297864E1,1.676280022E1,2.365579987E1,-9.625800133E0
1.337297864E1,1.792179871E1,2.287500000E1,-7.673799992E0
1.342297864E1,1.895879936E1,2.332639885E1,-5.953599930E0
1.347297864E1,1.991040039E1,2.391199875E1,-4.050399780E0
1.352297864E1,2.150860023E1,2.468059921E1,-1.768999934E0
1.357297864E1,2.241139984E1,2.738899994E1,2.683999836E-1
1.362297864E1,2.089859962E1,3.008519936E1,1.000399947E0
1.367297864E1,1.806819916E1,3.286679840E1,-5.611999631E-1
1.372297864E1,1.498159981E1,3.564839935E1,-2.622999907E0
1.377297864E1,1.246840000E1,3.901559830E1,-3.537999868E0
1.382297864E1,9.284199715E0,4.217539978E1,-5.538799763E0
1.387297864E1,5.977999687E0,4.533519745E1,-6.685599804E0
1.392297864E1,2.195999861E0,4.822660065E1,-7.832399845E0
1.397297864E1,-7.075999975E-1,5.094720078E1,-1.033339977E1
1.402297864E1,-3.672199965E0,5.225259781E1,-1.190719986E1
1.407297864E1,-4.843400002E0,5.461940002E1,-1.128499985E1
1.412297864E1,-4.379799843E0,5.629079819E1,-7.039400101E0
1.417297864E1,-3.452600002E0,5.626639938E1,-3.586799860E0
1.422297864E1,-1.939799905E0,5.668119812E1,1.061399937E0
1.427297864E1,1.829999983E-1,5.668119812E1,4.989799976E0
1.432297864E1,2.232599974E0,5.702280045E1,9.625800133E0
1.437297864E1,4.379799843E0,5.879179764E1,1.357859993E1
1.442297864E1,6.990599632E0,6.065839767E1,1.661639977E1
1.447297864E1,7.222399712E0,6.259819794E1,1.712879944E1
1.452297864E1,3.977200031E0,6.400119781E1,1.230980015E1
1.457297864E1,-5.367999673E-1,6.345219803E1,7.868999958E0
1.462297864E1,-4.977600098E0,6.522119904E1,2.805999815E-1
1.467297864E1,-8.771800041E0,6.750260162E1,-7.319999695E0
1.472297864E1,-1.188280010E1,6.989379883E1,-1.402999973E1
1.477297864E1,-1.822679901E1,7.090639496E1,-1.672620010E1
1.482297864E1,-2.127680016E1,7.141880035E1,-2.226499939E1
1.487297864E1,-2.474160004E1,7.110160065E1,-2.629100037E1
1.492297864E1,-2.737679863E1,7.178479767E1,-2.762080002E1
1.497297864E1,-2.438780022E1,7.604259491E1,-2.580299950E1
1.502297864E1,-2.281399918E1,7.921459961E1,-1.953219986E1
1.507297864E1,-2.210639954E1,8.256959534E1,-1.360299969E1
1.512297864E1,-2.070339966E1,8.408239746E1,-7.197999954E0
1.517297864E1,-1.870260048E1,8.568059540E1,-1.720199943E0
1.522297864E1,-1.750699997E1,8.805960083E1,4.513999939E0
1.527297864E1,-1.405439949E1,9.092659760E1,7.795799732E0
1.532297864E1,-1.039439964E1,9.326899719E1,8.015399933E0
1.537297864E1,-1.144359970E1,9.168299866E1,2.793799877E0
1.542297864E1,-1.571360016E1,8.731539917E1,-7.063799858E0
1.547297864E1,-1.881239891E1,8.249639893E1,-1.792179871E1
1.552297864E1,-1.997139931E1,7.826300049E1,-2.967039871E1
1.557297864E1,-1.966639900E1,7.401739502E1,-4.023559952E1
1.562297864E1,-2.055699921E1,7.038179779E1,-4.792160034E1
1.567297864E1,-2.246019936E1,6.592880249E1,-5.258200073E1
1.572297864E1,-2.391199875E1,6.003619766E1,-5.598579788E1
1.577297864E1,-2.502219963E1,5.571739960E1,-5.603459930E1
1.582297864E1,-2.569319916E1,5.533919907E1,-5.239899826E1
1.587297864E1,-2.563220024E1,5.784019852E1,-4.598180008E1
1.592297864E1,-2.730360031E1,6.047539902E1,-3.756380081E1
1.597297864E1,-2.699860001E1,6.054859924E1,-2.602260017E1
1.602297864E1,-2.659599876E1,6.107320023E1,-1.987380028E1
1.607297864E1,-2.532719994E1,6.175639725E1,-1.424959946E1
1.612297864E1,-2.416819954E1,6.354979706E1,-8.332599640E0
1.617297864E1,-2.122799873E1,6.490399933E1,-4.697000027E0
1.622297864E1,-1.776319885E1,6.351319885E1,-5.111799717E0
1.627297864E1,-1.699460030E1,5.816959763E1,-8.796199799E0
1.632297864E1,-1.760459900E1,5.120339966E1,-1.451799965E1
1.637297864E1,-1.870260048E1,4.405419922E1,-2.349720001E1
1.642297864E1,-1.756799889E1,3.846659851E1,-2.958499908E1
1.647297864E1,-1.629920006E1,3.409899902E1,-3.441619873E1
1.652297864E1,-1.594539928E1,3.076840019E1,-3.711240005E1
1.657297864E1,-1.593319988E1,2.749880028E1,-3.896680069E1
1.662297864E1,-1.620159912E1,2.498559952E1,-3.897900009E1
1.667297864E1,-1.718980026E1,2.400959969E1,-3.679520035E1
1.672297864E1,-1.732399940E1,2.572979927E1,-3.351340103E1
1.677297864E1,-1.760459900E1,2.854800034E1,-2.845039940E1
1.682297864E1,-1.886120033E1,3.096360016E1,-2.297259903E1
1.687297864E1,-1.933699989E1,3.257399750E1,-1.787299919E1
1.692297864E1,-1.858059883E1,3.348899841E1,-1.407880020E1
1.697297864E1,-1.793400002E1,3.470899963E1,-1.008939934E1
1.702297864E1,-1.625040054E1,3.627059937E1,-7.222399712E0
1.707297864E1,-1.306619930E1,3.720999908E1,-6.892999649E0
1.712297864E1,-1.057740021E1,3.556299973E1,-8.100799561E0
1.717297864E1,-1.000399971E1,3.146379852E1,-1.100440025E1
1.722297864E1,-9.747799873E0,2.732799911E1,-1.431059933E1
1.727297864E1,-9.162199974E0,2.352159882E1,-1.794619942E1
1.732297864E1,-7.807999611E0,2.019099998E1,-2.093519974E1
1.737297864E1,-6.136600018E0,1.737279892E1,-2.318000031E1
1.742297864E1,-5.050799847E0,1.516459942E1,-2.408279991E1
1.747297864E1,-3.916199923E0,1.344439983E1,-2.388759995E1
1.752297864E1,-3.135400057E0,1.233419991E1,-2.315559959E1
1.757297864E1,-4.221199989E0,1.137039948E1,-2.256999969E1
1.762297864E1,-2.647399902E0,1.211460018E1,-2.044719887E1
1.767297864E1,-1.817799926E0,1.294419956E1,-1.782419968E1
1.772297864E1,-1.232200027E0,1.357859993E1,-1.498159981E1
1.777297864E1,-2.317999899E-1,1.384700012E1,-1.233419991E1
1.782297864E1,1.366400003E0,1.420079994E1,-9.881999969E0
1.787297864E1,2.915799856E0,1.504259968E1,-7.417599678E0
1.792297864E1,5.282599926E0,1.633580017E1,-5.136199951E0
1.797297864E1,8.088600159E0,1.797060013E1,-3.330600023E0
1.802297864E1,8.906000137E0,1.986159897E1,-2.525399923E0
1.807297864E1,8.161799431E0,2.188679886E1,-3.184200048E0
1.812297864E1,6.795399666E0,2.435120010E1,-4.367599964E0
1.817297864E1,5.392399788E0,2.720599937E1,-5.489999771E0
1.822297864E1,3.940599918E0,3.043899918E1,-6.185400009E0
1.827297864E1,1.903199911E0,3.412339783E1,-5.782799721E0
1.832297864E1,-1.061399937E0,3.825920105E1,-5.953599930E0
1.837297864E1,-4.648200035E0,4.234619904E1,-6.453799725E0
1.842297864E1,-7.807999611E0,4.592079926E1,-6.648999691E0
1.847297864E1,-8.015399933E0,4.922699738E1,-4.123600006E0
1.852297864E1,-6.026799679E0,5.137419891E1,-1.586000025E-1
1.857297864E1,-1.512799978E0,5.465599823E1,-3.781999946E-1
1.862297864E1,8.295999765E-1,5.579059982E1,3.342799902E0
1.867297864E1,3.501399994E0,5.701059723E1,5.819399834E0
1.872297864E1,6.380599976E0,5.843799973E1,9.003600121E0
1.877297864E1,9.467200279E0,6.029240036E1,1.212679958E1
1.882297864E1,1.241959953E1,6.274459839E1,1.384700012E1
1.887297864E1,1.110200024E1,6.541639709E1,1.222439957E1
1.892297864E1,5.001999855E0,6.783200073E1,6.917399883E0
1.897297864E1,-9.393999577E-1,6.871039581E1,1.036999941E0
1.902297864E1,-6.380599976E0,7.074779510E1,-6.783199787E0
1.907297864E1,-1.071159935E1,7.372460175E1,-1.433500004E1
1.912297864E1,-1.470099926E1,7.538379669E1,-2.064239883E1
1.917297864E1,-2.037400055E1,7.606700134E1,-2.508320045E1
1.922297864E1,-2.499779892E1,7.518859863E1,-3.124419975E1
1.927297864E1,-2.787699890E1,7.340740204E1,-3.651459885E1
1.932297864E1,-2.902379990E1,7.396859741E1,-3.750279999E1
1.937297864E1,-2.655939865E1,7.707959747E1,-3.497739792E1
1.942297864E1,-2.583959961E1,7.962940216E1,-2.698639870E1
1.947297864E1,-2.585179901E1,8.139839935E1,-1.839760017E1
1.952297864E1,-2.513199997E1,8.259400177E1,-1.133379936E1
1.957297864E1,-2.447319984E1,8.316739655E1,-5.258199692E0
1.962297864E1,-2.438780022E1,8.513159943E1,1.195600033E0
1.967297864E1,-2.372900009E1,8.715679932E1,4.916599751E0
1.972297864E1,-2.339959908E1,8.572940063E1,3.623399973E0
1.977297864E1,-2.513199997E1,7.937319946E1,-4.209000111E0
1.982297864E1,-2.926779938E1,7.082099915E1,-1.456680012E1
1.987297864E1,-3.193959999E1,6.276899719E1,-2.642519951E1
1.992297864E1,-3.278139877E1,5.535139847E1,-3.810059738E1
1.997297864E1,-3.171999931E1,4.871459961E1,-4.845840073E1
2.002297864E1,-2.979240036E1,4.280979919E1,-5.647380066E1
2.007297864E1,-2.846259880E1,3.553860092E1,-6.158559799E1
2.012297864E1,-2.705959892E1,2.871879959E1,-6.370839691E1
2.017297864E1,-2.493680000E1,2.422920036E1,-6.379380035E1
2.022297864E1,-2.381439972E1,2.472939873E1,-6.186619949E1
2.027297864E1,-2.424139977E1,2.791359901E1,-5.638839722E1
2.032297864E1,-2.641300011E1,3.048779869E1,-5.028839874E1
2.037297864E1,-2.788920021E1,3.220800018E1,-4.516439819E1
2.042297864E1,-2.875539970E1,3.251300049E1,-4.166299820E1
2.047297864E1,-2.853579903E1,3.342799759E1,-3.847879791E1
2.052297864E1,-2.677899933E1,3.419659805E1,-3.661219788E1
2.057297864E1,-2.396080017E1,3.367200089E1,-3.545319748E1
2.062297864E1,-1.851959991E1,2.837719917E1,-3.670980072E1
