"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.268452083E0,-1.196819973E1,5.375320053E1,1.779979897E1
3.318452083E0,-1.194379997E1,5.413139725E1,1.317599964E1
3.368452083E0,-1.196819973E1,5.444860077E1,7.258999825E0
3.418452083E0,-1.187059975E1,5.466819763E1,8.661999702E-1
3.468452083E0,-1.174860001E1,5.494879913E1,-4.843400002E0
3.518452083E0,-1.177299976E1,5.494879913E1,-9.418399811E0
3.568452083E0,-1.157779980E1,5.452179718E1,-1.304179955E1
3.618452083E0,-1.150459957E1,5.404599762E1,-1.555499935E1
3.668452083E0,-1.167539978E1,5.380199814E1,-1.672620010E1
3.718452083E0,-1.207800007E1,5.394839859E1,-1.595759964E1
3.768452083E0,-1.270020008E1,5.442419815E1,-1.317599964E1
3.818452083E0,-1.365180016E1,5.493659973E1,-9.394000053E0
3.868452083E0,-1.462779999E1,5.516839981E1,-5.343599796E0
3.918452083E0,-1.518900013E1,5.514399719E1,-8.417999744E-1
3.968452083E0,-1.560379982E1,5.508300018E1,4.428599834E0
4.018452083E0,-1.562819958E1,5.472919846E1,1.006499958E1
4.068452083E0,-1.523779964E1,5.414360046E1,1.532319927E1
4.118452083E0,-1.478639984E1,5.335059738E1,1.961759949E1
4.168452083E0,-1.429839993E1,5.287479782E1,2.188679886E1
4.218452083E0,-1.379819965E1,5.285039902E1,2.228940010E1
4.268452083E0,-1.322480011E1,5.314319992E1,2.082539940E1
4.318452083E0,-6.173199654E0,4.676259995E1,1.404220009E1
4.368452083E0,-5.929199696E0,4.705540085E1,9.467200279E0
4.418452083E0,-5.868199825E0,4.731159973E1,3.574599981E0
4.468452083E0,-5.831599712E0,4.759219742E1,-2.671799898E0
4.518452083E0,-5.795000076E0,4.818999863E1,-8.344799995E0
4.568452083E0,-5.709599972E0,4.827539825E1,-1.320039940E1
4.618452083E0,-5.343599796E0,4.789719772E1,-1.732399940E1
4.668452083E0,-5.050799847E0,4.737260056E1,-2.005679893E1
4.718452083E0,-6.136600018E0,4.690900040E1,-2.141099930E1
4.768452083E0,-6.258599758E0,4.714080048E1,-2.027639961E1
4.818452083E0,-6.587999821E0,4.771419907E1,-1.753139877E1
4.868452083E0,-7.368799686E0,4.839739990E1,-1.379819965E1
4.918452083E0,-8.149600029E0,4.858039856E1,-9.760000229E0
4.968452083E0,-8.722999573E0,4.866579819E1,-5.380199909E0
5.018452083E0,-9.149999619E0,4.866579819E1,7.320000231E-2
5.068452083E0,-9.284199715E0,4.844619751E1,5.880399704E0
5.118452083E0,-8.918199539E0,4.751899719E1,1.134599972E1
5.168452083E0,-8.625399590E0,4.683580017E1,1.517679977E1
5.218452083E0,-8.454599380E0,4.645759964E1,1.728739929E1
5.268452083E0,-8.088600159E0,4.644540024E1,1.728739929E1
5.318452083E0,-7.661599636E0,4.654299927E1,1.540859985E1
5.368452083E0,-7.405399799E0,4.678699875E1,1.238299942E1
5.418452083E0,-7.405399799E0,4.694559860E1,7.673799992E0
5.468452083E0,-7.466399670E0,4.701879883E1,1.585999966E0
5.518452083E0,-8.052000046E0,4.629899979E1,-4.916599751E0
5.568452083E0,-8.149600029E0,4.648199844E1,-1.065059948E1
5.618452083E0,-7.990999699E0,4.627460098E1,-1.556719971E1
5.668452083E0,-7.710399628E0,4.568899918E1,-1.932480049E1
5.718452083E0,-7.698199749E0,4.512779999E1,-2.183799934E1
5.768452083E0,-7.771399975E0,4.495700073E1,-2.259440041E1
5.818452083E0,-7.966599941E0,4.529859924E1,-2.117919922E1
5.868452083E0,-9.125599861E0,4.634779739E1,-1.823900032E1
5.918452083E0,-1.007719994E1,4.690900040E1,-1.398119926E1
5.968452083E0,-1.087020016E1,4.711639786E1,-9.503799438E0
6.018452083E0,-1.137039948E1,4.720179749E1,-4.209000111E0
6.068452083E0,-1.165100002E1,4.722620010E1,1.768999934E0
6.118452083E0,-1.146799946E1,4.677479935E1,7.625000000E0
6.168452083E0,-1.116300011E1,4.629899979E1,1.252939987E1
6.218452083E0,-1.095559978E1,4.588419724E1,1.565259933E1
6.268452083E0,-1.072379971E1,4.581100082E1,1.655539894E1
6.318452083E0,-1.029679966E1,4.601839828E1,1.556719971E1
6.368452083E0,-9.735599518E0,4.629899979E1,1.284659958E1
6.418452083E0,-9.442799568E0,4.656739807E1,8.479000092E0
6.468452083E0,-9.284199715E0,4.668939972E1,2.842599869E0
6.518452083E0,-9.137800217E0,4.732379913E1,-3.537999868E0
6.568452083E0,-9.003600121E0,4.759219742E1,-9.418399811E0
6.618452083E0,-8.857199669E0,4.759219742E1,-1.435939980E1
6.668452083E0,-8.466799736E0,4.712859726E1,-1.850740051E1
6.718452083E0,-8.210599899E0,4.644540024E1,-2.159399986E1
6.768452083E0,-8.198399544E0,4.615259933E1,-2.287500000E1
6.818452083E0,-8.442399979E0,4.638439941E1,-2.199659920E1
6.868452083E0,-9.113399506E0,4.700659943E1,-1.919059944E1
6.918452083E0,-1.022359943E1,4.751899719E1,-1.514019966E1
6.968452083E0,-1.126060009E1,4.771419907E1,-1.043099976E1
7.018452083E0,-1.184619999E1,4.766539764E1,-5.392399788E0
7.068452083E0,-1.223659992E1,4.759219742E1,5.978000164E-1
7.118452083E0,-1.249279976E1,4.744580078E1,6.966199875E0
7.168452083E0,-1.237080002E1,4.689680099E1,1.256599998E1
7.218452083E0,-1.218779945E1,4.621360016E1,1.649440002E1
7.268452083E0,-1.191940022E1,4.603059769E1,1.797060013E1
7.318452083E0,-1.132159996E1,4.621360016E1,1.716539955E1
7.368452083E0,-1.056519985E1,4.654299927E1,1.455459976E1
7.418452083E0,-1.001620007E1,4.693339920E1,1.046759987E1
7.468452083E0,-9.637999535E0,4.710419846E1,4.745800018E0
7.518452083E0,-9.821000099E0,4.688459778E1,-1.744599938E0
7.568452083E0,-9.576999664E0,4.711639786E1,-8.149600029E0
7.618452083E0,-9.430600166E0,4.733599854E1,-1.352979946E1
7.668452083E0,-9.003600121E0,4.694559860E1,-1.815359879E1
7.718452083E0,-8.466799736E0,4.648199844E1,-2.137439919E1
7.768452083E0,-8.576600075E0,4.604280090E1,-2.298480034E1
7.818452083E0,-8.967000008E0,4.607939911E1,-2.246019936E1
7.868452083E0,-9.467200279E0,4.657959747E1,-1.982499886E1
7.918452083E0,-1.018700027E1,4.709199905E1,-1.600639915E1
7.968452083E0,-1.126060009E1,4.754339981E1,-1.165100002E1
8.018452083E0,-1.189499950E1,4.770199966E1,-7.271199703E0
8.068452083E0,-1.245619965E1,4.783620071E1,-1.903199911E0
8.118452083E0,-1.268799973E1,4.750679779E1,3.916199923E0
8.168452083E0,-1.241959953E1,4.721400070E1,9.284199715E0
8.218452083E0,-1.216339970E1,4.666500092E1,1.320039940E1
8.268452083E0,-1.209019947E1,4.634779739E1,1.515240002E1
8.318452083E0,-1.189499950E1,4.634779739E1,1.526219940E1
8.368452083E0,-1.132159996E1,4.649419785E1,1.348099995E1
8.418452083E0,-1.088239956E1,4.665279770E1,1.022359943E1
8.468452083E0,-1.051639938E1,4.662839890E1,5.258199692E0
8.518452083E0,-1.052859974E1,4.715299988E1,-7.929999828E-1
8.568452083E0,-1.022359943E1,4.701879883E1,-7.197999954E0
8.618452083E0,-1.006499958E1,4.706760025E1,-1.273680019E1
8.668452083E0,-9.650199890E0,4.679919815E1,-1.734840012E1
8.718452083E0,-9.088999748E0,4.616479874E1,-2.104500008E1
8.768452083E0,-8.930399895E0,4.555479813E1,-2.339959908E1
8.818452083E0,-9.040200233E0,4.537179947E1,-2.393639946E1
8.868452083E0,-9.442799568E0,4.576219940E1,-2.200880051E1
8.918452083E0,-1.017479992E1,4.628680038E1,-1.848299980E1
8.968452083E0,-1.140699959E1,4.684799957E1,-1.390799999E1
9.018452083E0,-1.218779945E1,4.696999741E1,-9.186599731E0
9.068452083E0,-1.270020008E1,4.696999741E1,-3.830799818E0
9.118452083E0,-1.290759945E1,4.737260056E1,2.232599974E0
9.168452083E0,-1.278559971E1,4.715299988E1,8.198399544E0
9.218452083E0,-1.261479950E1,4.664059830E1,1.318820000E1
9.268452083E0,-1.255379963E1,4.622579956E1,1.599419975E1
9.318452083E0,-1.250500011E1,4.612820053E1,1.673839951E1
9.368452083E0,-1.211460018E1,4.627460098E1,1.537199974E1
9.418452083E0,-1.178520012E1,4.655519867E1,1.234639931E1
9.468452083E0,-1.161439991E1,4.664059830E1,7.454199791E0
9.518452083E0,-1.129720020E1,4.648199844E1,1.610399961E0
9.568452083E0,-1.110200024E1,4.643320084E1,-4.965399742E0
9.618452083E0,-1.088239956E1,4.656739807E1,-1.094339943E1
9.668452083E0,-1.045539951E1,4.651860046E1,-1.578679943E1
9.718452083E0,-9.564800262E0,4.590859985E1,-1.999580002E1
9.768452083E0,-9.015799522E0,4.533519745E1,-2.271640015E1
9.818452083E0,-8.674200058E0,4.511560059E1,-2.383880043E1
9.868452083E0,-8.771800041E0,4.548159790E1,-2.226499939E1
9.918452083E0,-8.442399979E0,4.584759903E1,-1.916619873E1
9.968452083E0,-9.271999359E0,4.656739807E1,-1.499380016E1
1.001845208E1,-1.011380005E1,4.694559860E1,-1.056519985E1
1.006845208E1,-1.063840008E1,4.700659943E1,-5.685199738E0
1.011845208E1,-1.102880001E1,4.710419846E1,8.540000021E-2
1.016845208E1,-1.105319977E1,4.696999741E1,6.039000034E0
1.021845208E1,-1.082139969E1,4.645759964E1,1.132159996E1
1.026845208E1,-1.057740021E1,4.585979843E1,1.484739971E1
1.031845208E1,-1.045539951E1,4.562799835E1,1.660420036E1
1.036845208E1,-1.000399971E1,4.572559738E1,1.649440002E1
1.041845172E1,-9.247599602E0,4.596960068E1,1.443260002E1
1.046845172E1,-8.661999702E0,4.626239777E1,1.074819946E1
1.051845172E1,-8.576600075E0,4.588419724E1,5.721799850E0
1.056845172E1,-8.222800255E0,4.596960068E1,-3.781999946E-1
1.061845172E1,-7.929999828E0,4.617699814E1,-6.502599716E0
1.066845172E1,-8.064199448E0,4.639659882E1,-1.185839939E1
1.071845172E1,-7.576200008E0,4.610379791E1,-1.629920006E1
1.076845172E1,-7.100399971E0,4.544499969E1,-2.004459953E1
1.081845172E1,-6.783199787E0,4.477399826E1,-2.258219910E1
1.086845172E1,-6.844199657E0,4.452999878E1,-2.332639885E1
1.091845172E1,-7.075999737E0,4.511560059E1,-2.177700043E1
1.096845172E1,-7.722599983E0,4.575000000E1,-1.856839943E1
1.101845172E1,-8.698599815E0,4.626239777E1,-1.467659950E1
1.106845172E1,-9.564800262E0,4.638439941E1,-1.036999989E1
1.111845172E1,-1.036999989E1,4.607939911E1,-5.343599796E0
1.116845172E1,-1.082139969E1,4.611599731E1,5.611999631E-1
1.121845172E1,-1.104099941E1,4.596960068E1,6.783199787E0
1.126845172E1,-1.095559978E1,4.540839767E1,1.233419991E1
1.131845172E1,-1.099219990E1,4.481060028E1,1.587220001E1
1.136845172E1,-1.095559978E1,4.449340057E1,1.754360008E1
1.141845172E1,-1.069939995E1,4.452999878E1,1.722640038E1
1.146845172E1,-1.029679966E1,4.477399826E1,1.501819992E1
1.151845172E1,-1.019919968E1,4.477399826E1,1.152899933E1
1.156845172E1,-1.022359943E1,4.489599991E1,6.331799984E0
1.161845172E1,-1.024800014E1,4.493259811E1,6.099999696E-2
1.166845172E1,-1.004059982E1,4.498139954E1,-6.526999950E0
1.171845172E1,-1.001620007E1,4.455439758E1,-1.227320004E1
1.176845172E1,-9.601399422E0,4.417620087E1,-1.706780052E1
1.181845172E1,-9.137800217E0,4.348080063E1,-2.078879929E1
1.186845172E1,-8.942600250E0,4.294400024E1,-2.302140045E1
1.191845172E1,-8.967000008E0,4.288299942E1,-2.344840050E1
1.196845172E1,-9.235400200E0,4.330999756E1,-2.148419952E1
1.201845172E1,-9.918600082E0,4.399319839E1,-1.788520050E1
1.206845172E1,-1.111419964E1,4.451779938E1,-1.327359962E1
1.211845172E1,-1.227320004E1,4.482279968E1,-8.234999657E0
1.216845172E1,-1.282219982E1,4.487159729E1,-2.598599911E0
1.221845172E1,-1.307839966E1,4.481060028E1,3.623399973E0
1.226845172E1,-1.290759945E1,4.451779938E1,9.564800262E0
1.231845172E1,-1.270020008E1,4.400539780E1,1.418859959E1
1.236845172E1,-1.283440018E1,4.371260071E1,1.665299988E1
1.241845172E1,-1.252939987E1,4.368819809E1,1.687260056E1
1.246845172E1,-1.195599937E1,4.391999817E1,1.526219940E1
1.251845172E1,-1.157779980E1,4.418840027E1,1.196819973E1
1.256845172E1,-1.106540012E1,4.494479752E1,6.880799770E0
1.261845172E1,-1.100440025E1,4.503020096E1,8.173999786E-1
1.266845172E1,-1.096780014E1,4.503020096E1,-5.660799980E0
1.271845172E1,-1.088239956E1,4.520100021E1,-1.135820007E1
1.276845172E1,-1.008939934E1,4.503020096E1,-1.594539928E1
1.281845172E1,-9.650199890E0,4.437139893E1,-1.976399994E1
1.286845172E1,-9.308599472E0,4.370039749E1,-2.252120018E1
1.291845172E1,-9.235400200E0,4.340760040E1,-2.350939941E1
1.296845172E1,-9.430600166E0,4.370039749E1,-2.220400047E1
1.301845172E1,-9.869799614E0,4.438359833E1,-1.932480049E1
1.306845172E1,-1.082139969E1,4.505459976E1,-1.527439976E1
1.311845172E1,-1.168760014E1,4.529859924E1,-1.093120003E1
1.316845172E1,-1.246840000E1,4.575000000E1,-5.892600060E0
1.321845172E1,-1.289540005E1,4.588419724E1,2.439999953E-2
1.326845172E1,-1.298079967E1,4.583539963E1,6.270800114E0
1.331845172E1,-1.277339935E1,4.535960007E1,1.182180023E1
1.336845172E1,-1.216339970E1,4.462759781E1,1.583559990E1
1.341845172E1,-1.210239983E1,4.434700012E1,1.772659874E1
1.346845172E1,-1.167539978E1,4.443239975E1,1.756799889E1
1.351845172E1,-1.102880001E1,4.472520065E1,1.546959972E1
1.356845172E1,-1.083360004E1,4.454219818E1,1.178520012E1
1.361845172E1,-1.047980022E1,4.481060028E1,6.673399925E0
1.366845172E1,-1.018700027E1,4.495700073E1,5.367999673E-1
1.371845172E1,-9.796599388E0,4.526199722E1,-5.831599712E0
1.376845172E1,-9.381799698E0,4.593299866E1,-1.122399998E1
1.381845172E1,-8.820599556E0,4.573780060E1,-1.562819958E1
1.386845172E1,-8.198399544E0,4.515219879E1,-1.927599907E1
1.391845172E1,-7.807999611E0,4.466419983E1,-2.155739975E1
1.396845172E1,-7.832399845E0,4.466419983E1,-2.172819901E1
1.401845172E1,-8.052000046E0,4.504240036E1,-1.995919991E1
1.406845172E1,-8.637599945E0,4.564019775E1,-1.690919876E1
1.411845172E1,-9.698999405E0,4.616479874E1,-1.296859932E1
1.416845172E1,-1.078479958E1,4.543280029E1,-8.771800041E0
1.421845172E1,-1.135820007E1,4.557920074E1,-3.977200031E0
1.426845172E1,-1.167539978E1,4.568899918E1,1.768999934E0
1.431845172E1,-1.172420025E1,4.553039932E1,7.576200008E0
1.436845172E1,-1.149240017E1,4.503020096E1,1.218779945E1
1.441845172E1,-1.148019981E1,4.470079803E1,1.495720005E1
1.446845172E1,-1.144359970E1,4.463980103E1,1.607959938E1
1.451845172E1,-1.107759953E1,4.479840088E1,1.501819992E1
1.456845172E1,-1.088239956E1,4.466419983E1,1.245619965E1
1.461845172E1,-1.054080009E1,4.473740005E1,8.173999786E0
1.466845172E1,-1.030900002E1,4.460319901E1,2.391200066E0
1.471845172E1,-9.894199371E0,4.443239975E1,-4.172399998E0
1.476845172E1,-1.001620007E1,4.494479752E1,-1.067500019E1
1.481845172E1,-9.613599777E0,4.471299744E1,-1.579899979E1
1.486845172E1,-8.930399895E0,4.406639862E1,-2.026420021E1
1.491845172E1,-8.418000221E0,4.330999756E1,-2.333860016E1
1.496845172E1,-8.222800255E0,4.279759979E1,-2.511979866E1
1.501845172E1,-8.491199493E0,4.290739822E1,-2.450979996E1
1.506845172E1,-9.113399506E0,4.361499786E1,-2.219179916E1
1.511845172E1,-1.028460026E1,4.444459915E1,-1.861719894E1
1.516845172E1,-1.219999981E1,4.516439819E1,-1.465219975E1
1.521845172E1,-1.329799938E1,4.548159790E1,-1.019919968E1
1.526845172E1,-1.416419983E1,4.584759903E1,-4.806799889E0
1.531845172E1,-1.462779999E1,4.609159851E1,9.882000089E-1
1.536845172E1,-1.492059994E1,4.594519806E1,6.600199699E0
1.541845172E1,-1.485960007E1,4.560359955E1,1.077260017E1
1.546845172E1,-1.498159981E1,4.538399887E1,1.326139927E1
1.551845172E1,-1.494499969E1,4.540839767E1,1.367619991E1
1.556845172E1,-1.451799965E1,4.546939850E1,1.222439957E1
1.561845172E1,-1.410319996E1,4.555479813E1,9.149999619E0
1.566845172E1,-1.389579964E1,4.548159790E1,4.550600052E0
1.571845172E1,-1.366399956E1,4.513999939E1,-1.293200016E0
1.576845172E1,-1.306619930E1,4.507899857E1,-7.478600025E0
1.581845172E1,-1.271239948E1,4.488380051E1,-1.329799938E1
1.586845172E1,-1.224879932E1,4.452999878E1,-1.798279953E1
1.591845172E1,-1.149240017E1,4.383459854E1,-2.160619926E1
1.596845172E1,-1.101659966E1,4.321239853E1,-2.403400040E1
1.601845172E1,-1.091899967E1,4.301720047E1,-2.468059921E1
1.606845172E1,-1.127279949E1,4.343199921E1,-2.315559959E1
1.611845130E1,-1.187059975E1,4.429819870E1,-1.977619934E1
1.616845130E1,-1.280999947E1,4.498139954E1,-1.535979939E1
1.621845130E1,-1.389579964E1,4.543280029E1,-1.034560013E1
1.626845130E1,-1.445699978E1,4.556699753E1,-4.928800106E0
1.631845130E1,-1.494499969E1,4.566460037E1,1.171200037E0
1.636845130E1,-1.516459942E1,4.553039932E1,7.185800076E0
1.641845156E1,-1.494499969E1,4.506679916E1,1.274899960E1
1.646845156E1,-1.457899952E1,4.446899796E1,1.670179939E1
1.651845156E1,-1.434719944E1,4.416399765E1,1.842199898E1
1.656845156E1,-1.387139988E1,4.428599930E1,1.822679901E1
1.661845156E1,-1.310279942E1,4.461539841E1,1.587220001E1
1.666845156E1,-1.256599998E1,4.498139954E1,1.193159962E1
1.671845156E1,-1.212679958E1,4.522539902E1,6.526999950E0
1.676845156E1,-1.201700020E1,4.573780060E1,1.341999918E-1
1.681845156E1,-1.152899933E1,4.587199783E1,-6.380599976E0
1.686845156E1,-1.134599972E1,4.604280090E1,-1.196819973E1
1.691845156E1,-1.102880001E1,4.578659821E1,-1.648220062E1
1.696845156E1,-1.022359943E1,4.509119797E1,-2.011779976E1
1.701845156E1,-1.019919968E1,4.451779938E1,-2.220400047E1
1.706845156E1,-1.049199963E1,4.431039810E1,-2.265539932E1
1.711845156E1,-1.106540012E1,4.470079803E1,-2.048379898E1
1.716845156E1,-1.171199989E1,4.496920013E1,-1.692140007E1
1.721845156E1,-1.287099934E1,4.549379730E1,-1.255379963E1
1.726845156E1,-1.357859993E1,4.557920074E1,-8.039799690E0
1.731845156E1,-1.399339962E1,4.559140015E1,-2.866999865E0
1.736845156E1,-1.388359928E1,4.538399887E1,3.110999823E0
1.741845156E1,-1.361520004E1,4.510339737E1,8.991399765E0
1.746845156E1,-1.322480011E1,4.446899796E1,1.431059933E1
1.751845156E1,-1.280999947E1,4.381019974E1,1.744599915E1
1.756845156E1,-1.260260010E1,4.357839966E1,1.887339973E1
1.761845156E1,-1.207800007E1,4.377359772E1,1.816580009E1
1.766845156E1,-1.152899933E1,4.416399765E1,1.588439941E1
1.771845156E1,-1.128499985E1,4.450559998E1,1.213899994E1
1.776845156E1,-1.093120003E1,4.456660080E1,7.051599979E0
1.781845156E1,-1.094339943E1,4.478619766E1,9.637999535E-1
1.786845156E1,-1.078479958E1,4.515219879E1,-5.221600056E0
1.791845156E1,-1.085799980E1,4.543280029E1,-1.027239990E1
1.796845156E1,-1.049199963E1,4.537179947E1,-1.461559963E1
1.801845156E1,-1.029679966E1,4.479840088E1,-1.788520050E1
1.806845156E1,-1.032119942E1,4.429819870E1,-1.998359871E1
1.811845156E1,-1.041879940E1,4.427379990E1,-2.021539879E1
1.816845156E1,-1.067500019E1,4.460319901E1,-1.842199898E1
1.821845156E1,-1.118739986E1,4.516439819E1,-1.518900013E1
1.826845156E1,-1.207800007E1,4.557920074E1,-1.119960022E1
1.831845156E1,-1.270020008E1,4.559140015E1,-6.978399754E0
1.836845156E1,-1.272459984E1,4.566460037E1,-1.793399930E0
1.841845156E1,-1.288319969E1,4.554259872E1,3.952800035E0
1.846845156E1,-1.252939987E1,4.520100021E1,9.662400246E0
1.851845156E1,-1.217560005E1,4.449340057E1,1.449359989E1
1.856845156E1,-1.183399963E1,4.393219757E1,1.771439934E1
1.861845156E1,-1.162659931E1,4.374919891E1,1.884899902E1
1.866845156E1,-1.111419964E1,4.388339996E1,1.805599976E1
1.871845156E1,-1.045539951E1,4.418840027E1,1.545739937E1
1.876845156E1,-1.005280018E1,4.451779938E1,1.145580006E1
1.881845156E1,-9.772199631E0,4.465200043E1,5.941400051E0
1.886845156E1,-9.442799568E0,4.473740005E1,-5.001999736E-1
1.891845156E1,-8.930399895E0,4.489599991E1,-6.978399754E0
1.896845166E1,-8.967000008E0,4.484719849E1,-1.238299942E1
1.901845161E1,-8.295999527E0,4.442020035E1,-1.673839951E1
1.906845161E1,-7.661599636E0,4.376139832E1,-2.015439987E1
1.911845161E1,-7.295599937E0,4.326119995E1,-2.215519905E1
1.916845161E1,-7.197999954E0,4.318799973E1,-2.236260033E1
1.921845161E1,-7.344399929E0,4.366379929E1,-2.031299973E1
1.926845161E1,-7.905600071E0,4.434700012E1,-1.694579887E1
1.931845161E1,-8.918199539E0,4.489599991E1,-1.274899960E1
1.936845249E1,-9.942999840E0,4.507899857E1,-8.649800301E0
1.941845218E1,-1.057740021E1,4.526199722E1,-3.598999977E0
1.946845218E1,-1.097999954E1,4.529859924E1,2.183799982E0
1.951845218E1,-1.089459991E1,4.499359894E1,7.942199707E0
1.956845218E1,-1.060179996E1,4.439579773E1,1.284659958E1
1.961845218E1,-1.045539951E1,4.385899734E1,1.593319988E1
1.966845218E1,-1.043099976E1,4.371260071E1,1.714099884E1
1.971845218E1,-1.005280018E1,4.389559937E1,1.626259995E1
1.976845218E1,-1.018700027E1,4.349300003E1,1.383479977E1
1.981845218E1,-1.015040016E1,4.376139832E1,9.955200195E0
1.986845218E1,-1.023579979E1,4.396879959E1,4.672599792E0
1.991845218E1,-1.034560013E1,4.413959885E1,-1.585999966E0
1.996845218E1,-1.015040016E1,4.499359894E1,-7.649399757E0
2.001845218E1,-1.021140003E1,4.518880081E1,-1.265139961E1
2.006845218E1,-9.955200195E0,4.482279968E1,-1.682379913E1
2.011845218E1,-9.796599388E0,4.420059967E1,-1.988599968E1
2.016845218E1,-9.906399727E0,4.367599869E1,-2.182579994E1
2.021845218E1,-1.005280018E1,4.367599869E1,-2.160619926E1
2.026845218E1,-1.023579979E1,4.413959885E1,-1.956879997E1
2.031845218E1,-1.087020016E1,4.477399826E1,-1.600639915E1
2.036845218E1,-1.128499985E1,4.500579834E1,-1.185839939E1
2.041845218E1,-1.191940022E1,4.513999939E1,-7.673799992E0
2.046845218E1,-1.238299942E1,4.527420044E1,-2.696199894E0
2.051845218E1,-1.251719952E1,4.529859924E1,2.940199852E0
2.056845218E1,-1.229759979E1,4.515219879E1,8.625399590E0
2.061845218E1,-1.187059975E1,4.465200043E1,1.298079967E1
2.066845218E1,-1.166319942E1,4.428599930E1,1.538420010E1
2.071845218E1,-1.141919994E1,4.421279907E1,1.565259933E1
