"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.147487402E1,9.678967595E-1,-1.621107483E1,1.274178028E0
7.152487402E1,1.341177106E0,-1.402283764E1,4.369892120E0
7.157487402E1,4.196412563E-1,-1.620389557E1,-9.362815857E0
7.162487402E1,-5.740381718E0,-1.977578163E1,-4.351946115E-1
7.167487402E1,-2.199602127E0,-1.217707443E1,-2.115853310E0
7.172487402E1,-8.829515576E-1,-6.368796349E0,-1.275673628E0
7.177487402E1,5.061717033E0,-3.220739365E0,-2.398505688E0
7.182487402E1,6.520441920E-2,4.187439568E-3,-7.057331085E0
7.187487402E1,-1.064806104E0,-2.638086975E-1,-6.481558084E-1
7.192487402E1,-1.254706478E1,-1.657986832E1,1.484626770E1
7.197487402E1,-2.796611488E-1,-1.308903885E1,7.316952705E0
7.202487402E1,-5.996712685E0,-9.385547638E0,6.591628075E0
7.207487402E1,-9.714859724E-1,-8.195716858E0,-1.019581699E1
7.212487402E1,-6.529414654E-1,-9.873982430E0,-6.195316792E0
7.217487402E1,4.937290192E0,-1.297657585E1,-9.954141974E-1
7.222487402E1,4.355535507E0,-1.038634586E1,3.534198999E0
7.227487402E1,-2.175673962E0,-6.012266159E0,4.411766827E-1
7.232487402E1,-2.235494614E0,-7.283452988E0,2.117049932E0
7.237487402E1,4.339981973E-1,-8.573782921E0,-4.414159775E0
7.242487402E1,2.588435888E0,-1.032861900E1,2.794517756E0
7.247487402E1,4.980361462E0,-1.194706440E1,3.302095175E0
7.252487402E1,3.885345757E-1,-1.603161240E1,4.403391838E0
7.257487402E1,2.670090914E0,-1.660140419E1,2.174477577E0
7.262487402E1,-1.605883121E0,-1.720469475E1,-8.955737114E0
7.267487402E1,-2.939283609E0,-1.594038582E1,6.732804775E-1
7.272487402E1,1.704886109E-1,-9.974481583E0,-1.701596022E0
7.277487402E1,1.178465128E0,-4.355535507E0,-3.528516054E0
7.282487402E1,3.462414265E0,-1.949253201E0,-2.539682150E0
7.287487402E1,-8.542376757E-1,-2.087737769E-1,-2.532503605E0
7.292487402E1,-1.182054400E0,-3.113062143E0,4.712066174E0
7.297487402E1,-8.464909554E0,-2.711127853E1,1.617757416E1
7.302487402E1,-6.625127792E-1,-3.531806231E0,6.390331745E0
7.307487402E1,-1.828415632E0,-1.502124310E1,-5.204389244E-2
7.312487402E1,-5.680561066E0,-6.273083687E0,-7.698906898E0
7.317487402E1,1.080359459E0,-8.490034103E0,-8.711668968E0
7.322487402E1,6.366403580E0,-1.556710625E1,1.901396751E0
7.327487402E1,4.273880482E0,-7.496414185E0,2.641077995E0
7.332487402E1,-2.127817631E0,-6.773482800E0,2.349153519E0
7.337487402E1,-2.991925716E0,-9.450154305E0,-6.337988973E-1
7.342487402E1,5.344967842E-1,-8.164609909E0,-1.217946768E0
7.347487402E1,5.317749023E0,-1.252642632E1,4.216452599E0
7.352487402E1,2.114656925E0,-1.556949902E1,2.394617319E0
7.357487402E1,3.194418192E0,-1.537538147E1,3.340380430E0
7.362487402E1,-9.308080077E-1,-1.558385563E1,-1.713560104E0
7.367487402E1,-5.829215050E0,-1.781755638E1,-2.968296528E0
7.372487402E1,-3.406183004E0,-1.111645603E1,8.195417374E-2
7.377487402E1,4.411766827E-1,-5.557330608E0,-2.335993052E0
7.382487402E1,5.126323223E0,-3.443271875E0,-1.016949654E0
7.387487402E1,1.111466169E0,-1.018146038E0,-1.656132340E0
7.392487402E1,-8.374879360E-1,-1.726720691E0,-5.859424472E-1
7.397487402E1,-6.839285374E0,-1.147298622E1,1.903131485E1
7.402487402E1,7.713862062E-1,-1.350329685E1,9.474081993E0
7.407487402E1,-4.835595608E0,-1.211007500E1,1.271306705E1
7.412487402E1,-4.249054909E0,-5.447260857E0,-1.152473164E1
7.417487402E1,4.366901144E-2,-1.322812176E1,-9.195318222E0
7.422487402E1,6.201299191E0,-1.370429325E1,1.429711580E0
7.427487402E1,4.846064091E0,-9.081359863E0,2.942872763E0
7.432487402E1,-1.593919039E0,-5.801398277E0,1.669292927E0
7.437487402E1,-2.230708838E0,-8.478069305E0,2.076072693E0
7.442487402E1,1.106680483E-1,-8.219644547E0,-6.505486369E-1
7.447487402E1,1.504188180E0,-9.643972397E0,1.872682810E0
7.452487402E1,5.423332691E0,-1.269183064E1,3.424129248E0
7.457487402E1,-3.969094455E-1,-1.536341667E1,3.594019651E0
7.462487402E1,3.033800125E0,-1.717119408E1,1.271785259E0
7.467487402E1,-2.605185509E-1,-1.772902107E1,-9.611669540E0
7.472487402E1,-4.500301361E0,-1.668515205E1,3.503092289E0
7.477487402E1,-6.457630396E-1,-1.033340454E1,-1.991426587E0
7.482487402E1,1.453639746E0,-5.176572800E0,-2.285743713E0
7.487487402E1,5.629115105E0,-1.843968987E0,-3.231507063E0
7.492487402E1,1.058824062E0,4.902295470E-1,-3.190829039E0
7.497487402E1,-6.744768620E-1,-1.786541224E0,1.396211982E0
7.502487402E1,-1.455554008E1,-3.044627571E1,1.496590900E1
7.507487402E1,-7.968099117E-1,-5.475974560E0,4.580460548E0
7.512487402E1,-3.746263027E0,-1.164796162E1,-2.087139606E0
7.517487402E1,-4.385445595E0,-9.545866966E0,-7.806583881E0
7.522487402E1,2.006680965E0,-9.746864319E0,-7.284649372E0
7.527487402E1,5.475974560E0,-1.457587910E1,5.703890920E-1
7.532487402E1,2.076371908E0,-7.017849922E0,2.873480797E0
7.537487402E1,-3.346362352E0,-5.889933109E0,2.830410004E0
7.542487402E1,-8.877372146E-1,-8.430212975E0,7.737790346E-1
7.547487402E1,1.805683732E0,-9.067003250E0,-3.657728434E0
7.552487402E1,3.541377544E0,-1.200209904E1,3.182155132E0
7.557487402E1,2.775375128E0,-1.310818195E1,1.875075698E0
7.562487402E1,-6.984050870E-1,-1.550489235E1,4.499104977E0
7.567487402E1,1.525723577E0,-1.594038582E1,2.334796667E0
7.572487402E1,-1.428814173E0,-1.690768433E1,-7.179365158E0
7.577487402E1,-2.376671076E0,-1.634028625E1,2.590230405E-1
7.582487402E1,-1.067198873E0,-8.700901031E0,-2.621038198E0
7.587487402E1,1.494616866E0,-3.723531246E0,-2.621038198E0
7.592487402E1,3.416950703E0,-2.011765718E0,-1.905285001E0
7.597487402E1,-2.198405862E-1,-3.981058598E-1,-2.587538481E0
7.602487402E1,-1.735095501E0,-4.051347733E0,7.125227451E0
7.607487402E1,-1.039232826E1,-3.060210800E1,1.204516983E1
7.612487402E1,-2.463111877E0,-4.290929317E0,5.291428089E0
7.617487402E1,-6.744768620E-1,-1.794198227E1,-3.825226068E0
7.622487402E1,-5.869893074E0,-5.361119270E0,-5.611168861E0
7.627487402E1,1.934896231E0,-8.935398102E0,-8.627920151E0
7.632487402E1,8.664710045E0,-1.522463322E1,1.827219248E0
7.637487402E1,1.882254124E0,-6.493522644E0,1.853540182E0
7.642487402E1,-2.759821892E0,-6.081657887E0,1.683649778E0
7.647487402E1,-1.761416554E0,-9.129216194E0,5.033900738E-1
7.652487402E1,6.972087026E-1,-8.250751495E0,-5.230710506E0
7.657487402E1,1.523330688E0,-1.196142101E1,3.960420609E0
7.662487402E1,5.284249783E0,-1.470748425E1,1.784148335E0
7.667487402E1,1.159322619E0,-1.420947838E1,5.650650501E0
7.672487402E1,9.631111473E-2,-1.387209034E1,2.696412086E0
7.677487402E1,-2.644966364E0,-1.897149467E1,-7.615158081E0
7.682487402E1,-3.542573929E0,-1.512652779E1,-1.943570137E0
7.687487402E1,-6.912266612E-1,-8.866005898E0,-2.994617462E0
7.692487402E1,2.787339211E0,-3.678067446E0,-2.683251381E0
7.697487402E1,3.060121059E0,-2.351546526E0,-1.924427629E0
7.702487402E1,-8.159525394E-1,-1.034895778E0,-1.998605132E0
7.707487402E1,-7.342974544E-1,-5.411368370E0,1.181306648E1
7.712487402E1,-6.980761051E0,-2.104248238E1,1.439851093E1
7.717487402E1,-1.014556766E0,-5.090431213E0,8.904291153E0
7.722487402E1,-4.471587181E0,-1.290957737E1,-5.280959606E0
7.727487402E1,-5.410171986E0,-9.354440689E0,-3.634099364E-1
7.732487402E1,4.544568539E0,-1.173888874E1,-5.216353416E0
7.737487402E1,7.676175117E0,-1.200688457E1,2.246262312E0
7.742487402E1,1.101894855E0,-6.136693001E0,6.684948206E-1
7.747487402E1,-2.520539522E0,-7.142276287E0,2.404188633E0
7.752487402E1,-1.385743380E0,-9.129216194E0,-7.992027402E-1
7.757487402E1,1.238285661E0,-7.166204929E0,-2.067996979E0
7.762487402E1,5.679364681E0,-1.217228889E1,3.553341627E0
7.767487402E1,1.288534999E0,-1.515524101E1,1.729113460E0
7.772487402E1,3.091227770E0,-1.428604889E1,3.026621580E0
