Time window,Time (s)_acc,Time (s)_gyro,Time (s)_mag,Time (s)_lin_acc,Time (s)_prox,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Magnetic field x (µT),Magnetic field y (µT),Magnetic field z (µT),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Distance (cm)
151.07999999999998,,151.102195,151.0807504,,,,,,2.7052898410000004,0.46241137390000003,-0.5900784731000001,-14.17640018,26.1201992,-38.91799927,,,,
151.10999999999999,151.1235364,,151.13075039999998,151.1179199,,2.2295124530000003,-5.42572546,6.466902256,,,,-14.6765995,22.76519966,-40.1867981,-0.05562281609,-1.296852589,-1.6300916669999999,
151.14,,151.1530013,,151.16791990000002,,,,,2.841050625,0.9152019024,-0.4614951015,,,,-0.7219629287999999,0.07855010033,-2.183428764,
151.17,151.17353640000002,,151.1807504,,,0.8072785139,-1.803290963,7.285845757000001,,,,-14.8107996,18.26339912,-41.85820007,,,,
151.2,151.2235364,151.20380669999997,,151.2179199,,1.144965649,-2.832803011,5.729613781,2.124221325,0.6010736822999999,-0.369409889,,,,-0.5807925463,-0.6177787781,-2.706868172,
151.23,,151.25461299999998,151.2307504,,,,,,0.6116108297999999,-0.3118375242,-0.2640387416,-14.65219975,13.29799938,-43.34659958,,,,
151.26,151.2735364,,151.2807504,151.2679199,,0.941575706,0.8371888398999999,6.751947403,,,,-14.43260002,8.198399543999999,-44.5666008,-1.1792743209999998,2.7079887389999997,-2.245486259,
151.29,,151.3054201,,151.3179199,,,,,-0.7128587365000001,-0.35994175079999996,-0.09743013978000001,,,,-0.04643321037,1.370536566,-2.965620518,
151.32,151.3235364,,151.3307504,,,1.200000525,-0.6206383704999999,5.516652584,,,,-14.26179981,3.794199944,-45.67679977,,,,
151.35,151.3735364,151.3562264,,151.3679199,,-0.3179463148,-1.216750264,4.8843493460000005,-1.656312346,-0.40697699789999997,0.1111742035,,,,-2.01921463,1.430130959,-4.740049362,
151.38,,151.40703180000003,151.38075039999998,,,,,,-2.231272221,-0.6456655264,0.48379102350000003,-14.10319996,0.14640000460000002,-46.46979904,,,,
