"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.266791990E1,-3.914701939E-1,-6.341695786E-1,5.654964447E-1
1.271791990E1,-8.528694510E-1,-3.989574909E-1,-2.321128845E0
1.276791990E1,-1.050773740E0,3.152017593E-1,-4.316827297E0
1.281791990E1,-6.983176470E-1,2.285638571E0,-4.846548557E0
1.286791990E1,-1.311727166E0,1.838824034E0,-3.153915405E0
1.291791990E1,4.485058784E-1,2.663912773E-1,1.808919907E-1
1.296791990E1,-1.853491068E-1,-2.759666443E-1,9.006395340E-1
1.301791990E1,-1.982352495E0,-2.228186131E0,-1.197538853E0
1.306791990E1,-3.469398022E-1,-7.652540207E-1,-1.168121815E0
1.311791990E1,3.616268635E-1,1.821775436E-1,-3.465538025E-1
1.316791990E1,-7.729070187E-1,-3.208684921E-1,1.296129704E0
1.321791990E1,2.462885618E0,-9.096622467E-1,2.696169853E0
1.326791990E1,-2.930438519E-2,-3.398867607E0,4.257858276E0
1.331791990E1,-4.992954135E-1,-3.714839935E0,2.108574867E0
1.336791990E1,-7.336645126E-1,-1.183764458E0,4.759664536E-1
1.341791990E1,-1.611026764E0,-5.214977264E-2,-4.141888618E-1
1.346791990E1,-2.900161743E-1,1.649595261E0,-1.252035618E0
1.351791990E1,1.254760027E0,2.984702110E0,-1.484477520E0
1.356791990E1,2.542350292E0,4.866118431E-1,3.169700623E0
1.361791990E1,2.905313730E0,-6.070383549E0,3.754259586E0
1.366791990E1,-1.284413338E-1,-3.697257519E0,2.562567711E0
1.371791990E1,-3.432339430E-1,-3.205918789E0,-6.460304260E-1
1.376791990E1,-6.789015532E-1,9.090929031E-1,-6.653544426E0
1.381791990E1,-3.278928757E0,3.459646463E0,-6.330054283E0
1.386791990E1,-4.954695702E-2,-1.018353701E0,-2.383723259E0
1.391791990E1,-6.797397137E-2,1.623059750E0,-1.476407051E0
1.396791990E1,8.581624031E-1,9.271152020E-1,-8.005819321E-1
1.401791990E1,-1.337120771E0,-4.141092300E-3,-3.194332123E-1
1.406791990E1,-1.437828064E0,7.959327698E-1,-2.277271748E0
1.411791990E1,-1.440435648E0,1.307170391E0,-1.203757286E0
1.416791990E1,2.571995258E-1,7.536115646E-1,-8.737854958E-1
1.421791990E1,-3.806927800E-1,-3.822568417E0,8.271198273E-1
1.426791990E1,2.598884106E0,-1.306569576E0,2.766033649E0
1.431791990E1,9.458370805E-1,-3.618002892E0,1.830731392E0
1.436791990E1,-8.628816605E-1,-6.693334579E-1,2.227390289E0
1.441791990E1,9.410819411E-1,2.048066139E0,1.221016407E0
1.446791990E1,-5.393654704E-1,-5.799160004E-1,8.201990128E-1
1.451791990E1,-1.724225283E-1,-1.737807274E0,3.016991615E-1
1.456791990E1,5.767668486E-1,-5.334129333E-1,9.784030914E-1
1.461791990E1,1.547693968E0,-3.904962540E-1,1.482684135E0
1.466791990E1,1.530785203E0,-7.807054520E-1,-4.470920563E-1
1.471791990E1,5.780034065E-1,-6.017532349E-1,3.650135994E-1
1.476791990E1,9.367182255E-1,-3.111525059E0,1.330559731E0
1.481791990E1,2.952649593E-1,-1.745227814E0,-1.026927471E0
1.486791990E1,1.951041222E-1,1.408703327E-1,-2.599607468E0
1.491791990E1,-1.170476913E0,5.227273703E-1,-3.349557877E0
1.496791990E1,-2.039059162E0,-5.354017019E-1,-3.754531860E0
1.501791990E1,2.313338518E-1,1.890874624E0,-2.729789257E0
1.506791990E1,-1.308389902E-1,1.572708845E0,-3.554573059E0
1.511791990E1,-2.049051523E-1,-4.931850433E-1,-1.844861507E0
1.516791990E1,-1.152090192E0,1.229166031E0,-3.006546021E0
1.521791990E1,-1.186678648E0,2.317790508E0,-1.467737198E0
1.526791990E1,2.761952877E-1,-2.136648178E0,7.759027481E-1
1.531791990E1,-5.616976023E-1,-6.488321304E0,1.198817730E0
1.536791990E1,7.035578489E-1,-1.222535133E0,2.102437496E0
1.541791990E1,6.322547793E-1,-1.925910950E0,1.292822361E0
1.546791990E1,4.221797585E-1,8.440074921E-1,2.519505501E0
1.551791990E1,6.999033093E-1,-7.906007767E-1,1.223624229E0
1.556791990E1,-1.607980847E0,-1.050001144E0,9.742069244E-2
1.561791990E1,-9.339070320E-2,2.228240967E-1,1.016551971E0
1.566791990E1,2.313194275E0,-2.165339947E0,2.276194096E0
1.571791990E1,3.330882788E-1,-6.972184181E-1,-6.211862564E-1
1.576791990E1,4.775921106E-1,2.070351601E0,-6.335544586E-2
1.581791990E1,2.567104816E0,-1.992903233E0,1.956513405E0
1.586791990E1,-7.103519440E-1,-1.010570049E0,-2.652606964E0
1.591791990E1,8.330216408E-1,8.328533173E-2,1.192579269E-1
1.596791990E1,-4.646070004E-1,-3.807346582E0,-1.106929779E-2
1.601791990E1,-9.989314079E-1,2.023651600E-1,-4.222750664E0
1.606791990E1,-1.330872893E0,1.693889856E0,-2.472510338E0
1.611791990E1,-5.294213295E-1,2.167628288E0,-5.280273438E0
1.616791990E1,-7.294799089E-1,5.293068886E-1,-2.217715263E0
1.621791990E1,1.107587814E-1,7.767097950E-1,-8.900794983E-1
1.626791990E1,-5.434876680E-1,1.658022642E0,-9.665355682E-1
1.631791990E1,-1.739658117E-1,-5.112295151E-1,4.004430771E-1
1.636791990E1,-6.347167492E-1,-4.385765076E0,-1.111082077E0
1.641791990E1,6.234504580E-1,-1.753274918E0,1.700195789E0
1.646791990E1,1.115986109E0,-1.913095474E0,1.936958790E0
1.651791990E1,-3.547220826E-1,-2.399732590E0,1.432113171E0
1.656791990E1,-2.324913740E-1,1.841852188E0,1.330707073E0
1.661791990E1,1.360060334E0,-3.113749504E0,2.841347694E0
1.666791990E1,-1.147491574E0,1.842842102E-1,-1.650834084E-1
1.671791990E1,7.273952961E-1,9.798445702E-1,8.119001389E-1
1.676791990E1,1.726792216E0,-5.699687004E-1,7.670373917E-1
