"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.417287545E2,1.056752667E0,-7.841595662E-1,-2.993944714E-1
1.417786165E2,1.166437662E0,-7.934817821E-1,1.468933131E-1
1.418284795E2,-2.044888258E-2,9.107038379E-2,1.722121954E-1
1.418783425E2,3.552025634E-1,-1.532279819E0,7.465608001E-1
1.419282045E2,-4.502250803E-1,-5.966779518E-1,-1.025046140E-2
1.419780675E2,-3.589687550E-1,-8.059112084E-1,4.878827570E-1
1.420279295E2,-3.413201625E0,-3.898642731E-1,-1.548213189E0
1.420777925E2,-3.180708144E0,1.615480435E-1,-2.252988617E0
1.421276545E2,-2.933257486E0,-1.728913495E-1,-1.791184880E0
1.421775175E2,-2.956834044E0,-5.512570730E-1,6.649564737E-1
1.422273805E2,-2.139975679E0,6.261637062E-1,-1.823504487E0
1.422772425E2,-9.774071199E-1,-7.944524199E-2,7.905225062E-1
1.423271055E2,-1.353218195E0,4.615616620E-2,3.354904300E-1
1.423769675E2,7.784176004E-1,-5.331140399E-1,1.562676569E0
1.424268305E2,1.818563005E0,-2.236253008E0,9.808020133E-1
1.424766935E2,6.405642289E-1,-8.028969687E-1,4.576919015E-1
1.425265555E2,2.137169015E-1,2.365216273E-1,2.561839863E-1
1.425764186E2,9.994014215E-1,5.761121249E-1,-1.566480768E-1
1.426262806E2,1.057825631E0,6.460085714E-1,-3.923399842E-1
1.426761436E2,1.594421103E0,5.267253721E-1,-8.911215127E-2
1.427260066E2,7.719634438E-1,4.171888965E-1,-1.235826570E-1
1.427758686E2,9.972180712E-1,-5.269545829E-1,-3.911167467E-1
1.428257316E2,7.535031992E-1,-9.840495569E-1,6.831886768E-3
1.428755936E2,-5.887894732E-1,9.745963633E-2,-6.202340448E-1
1.429254566E2,-2.403509688E-1,1.950952739E-1,-1.103015252E0
1.429753186E2,9.375951827E-2,2.871912593E-1,-1.759468120E-1
1.430251816E2,1.788623507E0,-4.447661197E-1,5.311786115E-2
1.430750446E2,1.238263689E0,-1.394946849E0,7.723733336E-1
1.431249066E2,1.229629691E0,-6.480626982E-1,6.660678832E-1
1.431747696E2,-6.963870120E-1,-7.109161735E-1,5.179859774E-1
1.432246316E2,-1.963908414E0,-8.729863733E-1,-4.623704781E-1
1.432744946E2,-9.954679996E-1,-1.022560781E0,-9.894202244E-1
1.433243566E2,-1.670515598E0,-1.012647119E-1,-3.530548811E-1
1.433742196E2,-3.327076231E0,9.130050096E-1,-2.406539131E0
1.434240826E2,-7.148688912E-1,9.143843678E-1,-1.113711125E0
1.434739446E2,-1.588444079E0,-1.286311430E-1,6.784103322E-1
1.435238076E2,-2.324592158E0,-1.650154424E-1,1.189035396E0
1.435736697E2,-6.055604571E-1,-1.665541372E-1,1.119600806E0
1.436235328E2,-7.648514754E-1,-4.660084695E-1,1.041350516E0
1.436733957E2,-3.277370220E-1,-9.420794123E-1,1.463525333E0
1.437232577E2,1.021897999E0,-2.382771369E0,4.105417818E-1
1.437731208E2,6.609476227E-1,-8.893574077E-1,-1.610890188E-1
1.438229827E2,1.172817559E0,-8.834213144E-1,1.277657368E-1
1.438728457E2,6.239651531E-1,7.676230556E-1,-3.492244067E-1
1.439227077E2,2.768039730E0,2.368174964E-1,-6.918320310E-1
1.439725707E2,1.891874810E0,7.218457890E-1,-4.302679485E-1
1.440224337E2,9.970724756E-1,3.232410979E-1,-9.556244874E-1
1.440722957E2,2.693929195E-2,-6.623135322E-1,-4.830471828E-1
1.441221587E2,-2.334968626E-1,-1.008866894E-1,-5.058099548E-1
1.441720208E2,1.980233256E0,5.053514600E-2,-4.169305227E-1
1.442218837E2,1.555627166E0,3.246613866E-1,-7.068640530E-1
1.442717457E2,-7.466262889E-1,4.538181943E-1,-5.483010131E-1
1.443216088E2,3.897748107E-1,-6.201258713E-1,-1.761290259E0
1.443714707E2,1.214675437E0,-1.345066592E0,-5.904100290E-1
1.444213337E2,1.298537373E0,-1.600306910E-1,-5.115024385E-1
1.444711968E2,3.488571650E-1,3.174336433E-1,-7.766175351E-1
1.445210587E2,-4.329535747E-1,-2.134172317E-1,-2.426980412E-1
1.445709214E2,-3.513449798E0,-4.497382995E-1,-8.999680576E-1
1.446207834E2,-4.041250473E0,-5.554343238E-1,-2.843928403E0
1.446706464E2,-3.385375895E0,-7.685223573E-1,-6.968647295E-1
1.447205084E2,-2.513653105E0,-2.024063399E-1,-8.605636713E-1
1.447703714E2,-1.630236468E0,-5.021679434E-1,-4.954778516E-1
1.448202344E2,8.712322086E-1,3.172155422E-1,5.091574126E-1
1.448700964E2,-1.075337457E0,-9.350107133E-2,1.053131413E0
1.449199594E2,-6.253702390E-1,-8.516434515E-1,6.816765869E-1
1.449698214E2,5.304225665E-1,-1.141609799E0,1.636528657E0
1.450196844E2,2.139607304E-1,-1.387264777E0,2.324852943E-1
1.450695464E2,1.595540260E0,-1.539987034E-1,-1.562148346E-1
1.451194094E2,1.199455134E0,-3.816717392E-1,-5.881071031E-1
1.451692714E2,9.642830443E-1,-1.431316531E-1,1.348075569E-2
1.452191344E2,2.162904366E0,1.893971622E-1,2.768387640E-1
1.452689974E2,2.505479282E-1,1.032348143E0,-4.823068522E-2
1.453188594E2,2.509975791E-2,-8.140259743E-1,1.938468933E-2
1.453687224E2,6.035186094E-1,-6.798557639E-2,-1.826816350E-1
1.454185844E2,1.550172299E0,-1.108630334E0,3.658128478E-1
1.454684474E2,4.585076612E-1,9.939600027E-1,9.697380580E-2
1.455183094E2,1.090933151E0,3.340859288E-1,-3.961676446E-1
1.455681717E2,-3.549341762E-1,8.954426050E-3,1.384935685E-1
1.456180337E2,1.053089386E0,-3.866354406E-1,-1.689376085E-1
1.456678968E2,4.102874279E-1,-9.832677841E-1,7.000187176E-1
1.457177587E2,-6.393602872E-1,-1.280257223E0,4.994432871E-1
1.457676217E2,-1.128140153E0,-1.289431504E0,4.611801311E-2
1.458174848E2,6.646576810E-1,-1.980296990E-1,-1.000032336E0
1.458673467E2,-1.340784091E-1,-7.602771986E-1,-1.361523141E0
1.459172097E2,-2.879334463E0,4.251492959E-1,-2.748374082E0
1.459670717E2,-2.742764556E0,-1.148735216E-1,-1.528604405E0
1.460169347E2,-2.840589643E0,9.380892724E-2,3.442565757E-1
1.460667968E2,-1.509239450E0,6.147341537E-1,-7.739504738E-1
1.461166597E2,-6.434884214E-1,1.174612361E0,-5.219465889E-2
1.461665217E2,-3.523678333E-1,1.995678091E-1,1.497605830E0
1.462163848E2,-1.012030823E0,-1.315082070E0,6.622685087E-1
1.462662467E2,8.492320597E-1,-1.235645891E0,8.428439766E-1
1.463161097E2,1.182133343E0,-8.822366685E-1,1.260377859E0
1.463659717E2,4.060318244E-1,-1.379321920E0,1.144633760E-1
1.464158347E2,2.649811953E0,-7.096192610E-1,-3.871844576E-1
1.464656977E2,1.315538152E0,1.148551614E0,-1.594442518E-1
1.465155597E2,8.632688856E-1,4.997287774E-1,-2.474066578E-2
1.465654226E2,1.118829632E0,9.178210688E-1,8.291345217E-1
1.466152846E2,-5.501873249E-1,-7.838215971E-1,-5.349051151E-1
1.466651476E2,4.918695349E-1,-1.239089316E0,-3.383766156E-1
1.467150096E2,7.514128196E-1,2.693432182E-1,-1.270268424E0
1.467648726E2,-1.015011148E0,7.878181690E-1,-2.680847805E0
1.468147346E2,1.123322048E0,6.788629067E-1,-2.210816451E0
1.468645976E2,1.569029569E0,4.197558242E-1,-6.629217888E-1
1.469144596E2,1.477483807E0,-4.838980258E-1,1.070567737E0
1.469643226E2,7.575687683E-1,-3.671835083E-1,4.365655459E-1
1.470141846E2,-6.506196856E-3,-1.484560107E0,5.413410723E-1
1.470640476E2,-1.079852677E0,-8.995993906E-1,-1.821621099E0
1.471139096E2,-2.920241584E0,-1.052749663E0,-4.710516930E-1
1.471637726E2,-2.116759894E0,-5.690896189E-1,-2.354380213E0
1.472136346E2,-2.659174515E0,3.166419303E-1,-1.230591850E0
1.472634976E2,-1.551696083E0,-4.312207523E-1,-5.990637620E-1
1.473133606E2,-2.008372396E0,2.667616725E-1,-1.065497178E-1
1.473632226E2,-3.308739948E0,4.114188641E-1,-7.050052232E-1
1.474130856E2,-1.447556003E0,-3.065753639E-2,4.407799266E-2
1.474629476E2,-4.740747035E-1,1.869723219E-1,9.494294355E-1
1.475128106E2,6.980540532E-1,-1.245483831E0,1.458220739E0
1.475626730E2,-1.431983113E-2,-2.625006310E0,7.575985891E-1
1.476125360E2,1.159660739E-1,-1.155632007E-1,1.248468250E-1
1.476623980E2,1.304686890E0,-2.071300131E0,7.673922367E-3
1.477122610E2,6.949140984E-1,5.598147655E-1,-4.408730435E-1
1.477621230E2,1.794333898E0,-4.671282113E-1,-5.904928036E-1
1.478119860E2,1.271203394E0,1.212678028E0,1.448115581E-1
1.478618480E2,-1.400396454E-1,-6.455530733E-1,4.760199990E-1
1.479117110E2,-9.908867061E-2,-1.095781077E0,-4.957379065E-2
1.479615730E2,1.157960368E0,1.256326908E-1,-3.640242577E-1
1.480114360E2,5.635365182E-1,3.453921050E-1,4.567318253E-1
1.480612980E2,9.277782923E-1,7.631861883E-1,-7.800636647E-1
1.481111610E2,2.737531883E-1,-1.639103186E-1,6.009574559E-1
1.481610230E2,8.975090110E-1,2.404959798E-3,1.989355789E-1
1.482108860E2,1.325255055E0,-1.139138181E0,3.412842898E-1
1.482607480E2,-1.562229842E-1,-4.886231607E-1,2.895412552E-1
1.483106110E2,-3.866839725E-1,-6.944053906E-1,-1.758206584E0
1.483604730E2,-5.499154294E-1,-1.191415797E0,-2.632645990E-1
1.484103360E2,-2.495179996E0,-1.849934779E0,-1.025017635E0
1.484601980E2,-3.063044624E0,7.792218849E-1,-2.589794670E0
1.485100610E2,-2.131880794E0,4.582617858E-1,-2.247251036E0
1.485599234E2,-1.302236322E0,1.080521306E0,-8.867719151E-1
1.486097864E2,-1.899698970E0,2.365762988E-1,2.958123940E-1
1.486596484E2,-2.405074403E0,2.671648380E-1,-5.831058334E-1
1.487095114E2,-1.407148819E0,2.685743093E-2,4.256733526E-1
1.487593734E2,-9.299628121E-1,-2.544310641E-1,9.309311110E-1
1.488092364E2,5.958453083E-1,-1.696977172E0,1.905400590E0
1.488590984E2,1.105685091E0,-2.056313717E0,2.291686805E-1
1.489089614E2,2.044205303E0,-6.532211119E-1,1.696071877E-1
1.489588234E2,-4.189956862E-1,-1.933615744E-1,-1.345527937E0
1.490086864E2,3.568678504E-1,1.048413953E0,-6.840546495E-1
1.490585484E2,2.560122097E0,2.256861520E-1,3.907413554E-1
1.491084114E2,-5.500750583E-1,6.285265660E-1,-8.534847397E-1
1.491582734E2,3.060409284E-1,-1.086455353E0,-7.647369430E-1
1.492081364E2,3.004123986E-2,-5.688452053E-1,-5.856998044E-1
1.492579984E2,1.180821812E-1,-5.393343079E-1,1.055667277E-1
1.493078614E2,1.435806023E0,6.643846160E-1,-1.188802896E-1
1.493577234E2,-2.706705362E-1,-2.621862262E-1,1.152427733E0
1.494075864E2,1.893585706E-1,-8.361202633E-1,2.030182511E-1
1.494574484E2,6.572726476E-1,-1.057342651E0,8.327230310E-1
1.495073114E2,1.094406981E0,-1.688258974E0,-2.075544479E-1
1.495571734E2,2.935407507E-1,-1.691512365E0,1.012079866E0
1.496070362E2,2.924087298E-1,2.617663962E-1,-2.040649027E-1
1.496568982E2,-5.827785355E-1,-2.634503943E-1,6.760663296E-1
1.497067612E2,-1.182829746E0,-2.622473297E-1,-1.894043543E0
1.497566232E2,-1.826988843E0,2.566664547E-1,-8.433988774E-1
1.498064862E2,-2.058526304E0,-3.795196715E-1,4.406450021E-1
1.498563482E2,-2.524351755E0,1.432754069E0,-1.049326703E0
1.499062112E2,-1.055862721E0,-1.308372974E-2,2.673728527E-1
1.499560732E2,1.847041869E-1,-3.338643193E-2,6.831961320E-1
1.500059362E2,-1.795792778E0,-1.045821297E-1,1.899969403E-1
1.500557982E2,-1.725868265E0,-7.423478812E-1,-4.093244646E-1
1.501056612E2,1.255666173E0,4.798950219E-1,7.792244431E-1
1.501555232E2,2.121199685E0,-1.893895608E0,-7.250546678E-1
1.502053862E2,1.494389861E0,-8.454623598E-1,-1.159861298E0
1.502552482E2,3.309348643E-1,-1.087646431E-1,-1.595037984E0
1.503051112E2,7.510304117E-1,1.540478784E0,-1.552676661E0
1.503549732E2,1.580541567E0,-3.860670912E-1,-6.501117088E-1
1.504048362E2,-3.678413200E-1,-1.961974740E-2,-1.268525954E0
1.504546982E2,9.504421002E-1,-4.919297612E-1,-4.664731769E-1
1.505045612E2,6.160047537E-1,-7.007116127E-1,-1.544426971E0
1.505544232E2,3.590880382E-1,-1.739067185E-1,-1.583235964E0
1.506042861E2,-4.875075120E-1,1.830318832E0,-1.973911246E0
1.506541481E2,1.542829950E0,-7.497147882E-1,-1.755822966E0
1.507040111E2,2.209142978E0,-5.130604291E-1,-2.593181670E-2
1.507538731E2,3.443641060E0,-1.027770942E0,4.066915365E-1
1.508037351E2,-1.764187408E0,-8.272862899E-1,1.600771764E0
1.508535981E2,-1.385890097E0,-1.530426836E-1,-1.451984684E0
1.509034601E2,-1.067249004E0,-2.794510660E0,9.097253063E-1
1.509533231E2,3.616052645E-1,-9.321242353E-1,-1.965447986E0
1.510031851E2,-2.846963108E0,-4.567055494E-2,-2.335862081E0
1.510530481E2,-2.243161494E0,9.343531939E-1,-1.782676012E0
1.511029101E2,-2.722705683E0,-3.001902044E-2,-4.410885134E-1
1.511527731E2,-9.629978263E-1,1.174695684E0,-2.043882683E0
1.512026351E2,5.752981925E-1,-7.106261516E-1,-1.228133096E-1
1.512524981E2,-2.925825090E0,1.070274353E-1,-1.206415075E0
1.513023601E2,-2.090382519E0,-6.684917003E-1,6.056219991E-1
1.513522231E2,1.307396489E-1,-9.221146792E-1,-8.591137080E-1
1.514020851E2,1.719124086E0,-2.031030942E0,3.541256525E-1
1.514519481E2,-5.116576821E-1,-9.919286799E-1,-3.677460104E-2
1.515018101E2,2.798607219E0,5.896361500E-1,-2.316432953E-2
1.515516731E2,2.595731056E-1,-1.137064174E0,7.094653331E-2
1.516015352E2,1.504973906E0,9.467647862E-1,-8.183716249E-1
1.516513982E2,1.404587154E0,1.252783495E-1,-1.864792554E-1
1.517012602E2,1.672993648E0,-6.202556795E-1,-5.289859056E-1
1.517511222E2,1.650522798E-1,-6.990176743E-1,-1.114824728E0
1.518009852E2,-1.208890201E0,-3.190357804E-1,-1.394853294E-1
1.518508472E2,1.830067402E-1,1.408565015E-1,-4.519874310E-1
1.519007102E2,8.381270278E-1,3.096346271E-1,-1.057463104E-1
1.519505722E2,1.358863682E-1,-2.335190821E-1,-6.744242853E-1
1.520004352E2,1.108235062E0,-9.355393016E-1,-1.608839460E-1
1.520502972E2,1.010654388E0,-1.233002365E-1,-3.525433959E-1
1.521001602E2,-2.188729763E-1,-7.453744000E-1,-6.313554490E-1
1.521500222E2,1.859537369E-1,-6.034782636E-1,-1.799354902E-1
1.521998852E2,-8.713503224E-1,1.107123506E-1,-1.052975658E0
1.522497472E2,-1.111143467E0,-6.676818609E-2,-1.035215325E0
1.522996102E2,-8.418060958E-1,-5.037858680E-1,-3.446597412E-1
1.523494722E2,-2.661054980E0,3.199125704E-1,-2.173820825E0
1.523993342E2,-3.339222068E0,2.044999355E-1,-4.879466379E-1
1.524491972E2,-3.734772758E0,3.516810778E-1,-5.829108287E-1
1.524990592E2,-9.003209370E-1,-5.842274755E-2,-9.504020467E-2
1.525489222E2,-2.602642465E-1,-6.436299241E-1,3.703271176E-1
1.525987839E2,1.531865251E-1,-8.066947353E-1,9.731339747E-1
1.526486469E2,-6.406191927E-1,-8.635045284E-1,3.275159973E-1
1.526985089E2,-8.863384902E-2,-3.340467525E-1,3.430488333E-3
1.527483719E2,3.589196384E-2,-2.383740252E-1,5.216400486E-1
1.527982339E2,1.945403146E0,-2.405139892E0,2.489727614E-1
1.528480969E2,2.017130356E0,5.485349017E-1,2.112469646E-1
1.528979589E2,1.358221073E0,-8.907338423E-1,-5.805151514E-1
1.529478209E2,8.896538615E-1,1.520244495E0,8.026636648E-1
1.529976839E2,-3.588064948E0,1.006729152E0,-1.326349069E0
1.530475459E2,-1.942523685E0,1.290788058E0,-1.953193245E0
1.530974089E2,1.227845120E-1,-1.853322948E0,-9.265227489E-1
1.531472709E2,1.968688513E0,6.533643687E-1,-2.335360536E0
1.531971339E2,4.565345183E0,-7.277871448E-1,3.016321278E-1
1.532469959E2,1.872217056E0,-6.563376778E-1,5.021758372E-1
1.532968589E2,1.148362164E0,-2.863211936E-1,3.959383607E-2
1.533467209E2,-1.499401510E-2,-2.035667199E-1,-3.135412981E-1
1.533965839E2,-2.852681100E-2,-1.017994983E0,-1.028852239E0
1.534464459E2,-3.499277902E-1,2.199897945E-2,-1.892351943E-1
1.534963079E2,8.479696459E-1,-1.109239613E0,-1.107532811E0
1.535461709E2,2.266029954E-1,-5.105461264E-1,-1.581546411E0
1.535960335E2,-2.880628452E0,-1.307186574E0,-2.812505466E0
1.536458965E2,-1.491743996E0,1.110564592E-1,-3.760126870E0
1.536957585E2,-2.269332461E0,-5.605333883E-1,-1.387206598E-1
1.537456215E2,-1.935885633E0,1.245185038E0,-1.336595145E0
1.537954835E2,1.918799484E0,-1.052244464E-1,2.397245859E-1
1.538453465E2,-1.785175404E0,2.894554766E0,-1.990790988E0
1.538952085E2,8.041418409E-1,-1.431530539E0,1.220833139E0
1.539450705E2,-9.949370724E-1,3.636903816E-1,-1.073459916E0
1.539949335E2,3.300473739E0,-1.025548416E0,2.590034698E0
1.540447955E2,-2.550863616E0,-4.708614246E0,-1.444815413E0
1.540946585E2,2.321216560E0,2.257696502E0,-5.423702992E0
1.541445205E2,-8.549506366E-2,8.857806659E-1,-2.997693803E0
1.541943835E2,-3.418491016E0,2.422236566E0,-1.610982172E0
1.542442455E2,4.450225786E0,-1.879587471E0,-3.119186080E0
1.542941085E2,4.161902798E0,-1.756729285E0,-1.669896378E0
1.543439705E2,-3.154511449E0,1.122337961E0,-8.056195785E-1
1.543938325E2,-2.361255954E0,2.903376460E0,-2.868046121E-1
1.544436955E2,2.575394440E-1,8.991854078E-1,2.574036424E-1
1.544935575E2,6.570071840E0,-6.471283132E-1,-3.160988410E0
1.545434205E2,-2.104212354E0,-1.252835535E0,-7.950706168E-1
1.545932826E2,-1.255869656E0,-7.996090794E-1,-2.244309302E0
1.546431456E2,2.412727239E0,9.198652554E-1,-9.224375917E-1
1.546930076E2,3.031477261E-1,-1.709707146E0,9.672040209E-2
1.547428706E2,1.939556515E0,4.477043456E-1,-2.624663079E-1
1.547927326E2,6.972085458E-1,-1.236295516E0,1.140587121E0
1.548425946E2,1.846168880E0,7.957008004E-1,-1.173806908E0
1.548924576E2,-4.333363919E0,1.551199654E0,-2.992930076E0
1.549423196E2,2.152157768E0,1.627739415E0,-1.746111326E0
1.549921826E2,-3.178663373E-1,-3.657088405E-1,3.288868770E-2
1.550420446E2,-2.432316581E0,1.102760314E0,-6.194540262E-1
1.550919076E2,-3.441385789E0,1.798565528E-1,2.701131503E-1
1.551417696E2,-1.659827473E0,5.347921908E-2,-7.623178768E-1
1.551916326E2,-1.665165396E0,-2.666353726E-1,1.553159056E0
1.552414946E2,2.365122718E-1,-1.896042121E0,7.041801079E-1
1.552913566E2,3.196110880E0,-3.463284196E0,-1.690717290E-1
1.553412196E2,9.808178008E-1,1.228505856E0,3.939970851E-1
1.553910816E2,-1.874767612E0,5.979666781E-1,-4.439604465E-1
1.554409446E2,4.585405226E0,9.886776280E-1,3.916359794E-1
1.554908066E2,3.489112517E0,-3.220611883E0,-1.399370707E0
1.555406696E2,-2.894997985E0,3.763560355E0,-1.125488002E0
1.555905316E2,-4.609629071E-1,-1.562418707E0,1.083131796E0
1.556403936E2,1.145544391E0,1.197937197E0,-1.179614362E0
1.556902566E2,2.428412395E0,-9.744911134E-1,-1.253198940E0
1.557401186E2,8.123712122E-2,7.010647845E-1,5.958756407E-1
1.557899816E2,3.742212170E-1,-1.813407515E0,-1.682443918E0
1.558398436E2,-5.340805846E-1,-1.521462470E0,-1.985669412E0
1.558897066E2,-4.682970697E-1,9.856955481E-1,4.728478114E-1
1.559395686E2,1.471362357E0,-6.664948761E-2,-1.131276892E0
1.559894316E2,2.591325179E0,-2.562538751E0,-1.213649543E0
1.560392936E2,5.013151270E-1,1.066907526E0,-3.045406498E0
1.560891556E2,-1.786357711E0,2.393583747E0,-2.605569288E0
1.561390186E2,2.016011783E0,5.365653589E-1,7.948623097E-1
1.561888806E2,-9.491013336E0,1.056356518E0,-2.929431068E0
1.562387436E2,1.120741671E-1,6.468149024E-1,1.445522195E0
1.562886056E2,-2.333017995E0,-6.751075324E-1,-1.763402127E0
1.563384686E2,-3.549026012E-2,-1.186112958E0,2.490181797E0
1.563883306E2,-2.588136692E0,1.760447529E0,-2.824117452E-1
1.564381936E2,2.574320306E0,-8.059626639E-1,5.456071278E-1
1.564880556E2,6.503353940E0,1.488759577E-2,2.881191539E0
1.565379176E2,1.013039467E0,-1.970397654E0,-1.133435465E0
1.565877800E2,-7.160137761E-1,-1.672525871E-1,-1.623379439E0
1.566376420E2,2.711924586E0,1.976771119E0,6.305125728E-2
1.566875050E2,1.489178238E0,-4.021691537E-1,-2.820796233E0
1.567373670E2,5.960920608E-1,2.246382140E0,-2.000975522E0
1.567872300E2,1.861156463E0,-1.920451323E0,-2.231700951E-1
1.568370920E2,-6.777197760E-1,2.066971437E0,1.369473454E0
1.568869550E2,8.258492197E0,-4.287121214E0,2.638287091E-1
1.569368170E2,-3.634452664E0,2.049145031E-1,3.033611494E-1
1.569866790E2,-7.845601004E-1,6.686197543E-1,-1.332129627E0
1.570365420E2,-3.638783112E0,1.216244245E0,-8.961659056E-1
1.570864040E2,4.507806242E0,-2.830434784E0,-1.850906440E0
1.571362670E2,-3.164799625E-1,-1.184717227E0,1.162921731E0
1.571861290E2,1.741402563E0,-2.659185040E0,-1.499070704E0
1.572359920E2,-3.155411335E0,-3.307999690E0,-2.077047944E-2
1.572858540E2,-5.877788404E0,2.375244248E-1,-3.746466604E0
1.573357160E2,-4.697634344E0,3.758446965E0,-2.930865390E0
1.573855790E2,1.691505933E0,-7.652698436E-1,-7.959814668E-1
1.574354410E2,6.989872688E-1,-5.937566829E-1,6.158077025E-1
1.574853040E2,-4.569854556E0,1.928480135E0,-8.246673220E-1
1.575351660E2,-4.020467715E0,2.277718538E0,-1.437116238E0
1.575850297E2,5.577719822E0,1.984742628E0,1.499375197E0
1.576348917E2,-3.486922735E-1,-1.763237236E0,-5.280999794E-1
1.576847547E2,1.183588130E0,-2.542436609E0,1.230746509E0
1.577346167E2,1.167984835E0,-3.414835922E0,1.127115136E-1
1.577844797E2,-1.108130981E0,-3.706602627E-1,-7.079136282E-1
1.578343417E2,6.784395683E-1,2.554636824E0,2.487733714E-1
1.578842037E2,5.820403830E0,-2.911476023E0,4.310158074E-2
1.579340667E2,1.911876381E0,2.247815292E0,-1.364641754E0
1.579839287E2,-2.289869052E0,-5.269481510E-1,-1.272109712E0
1.580337917E2,-1.602835246E0,3.019051927E0,-5.230398721E-1
1.580836537E2,5.648913181E0,-3.741860753E0,-3.286843879E0
1.581335167E2,8.746148229E-1,-7.348254383E-1,4.755175770E-1
1.581833787E2,-1.118678774E0,-2.117830519E0,4.375578184E-1
1.582332417E2,-1.123852390E0,2.506906003E0,-3.469737768E-2
1.582831037E2,3.412826818E0,9.392552072E-1,-1.626371020E0
1.583329657E2,-5.293671441E-1,-3.234211337E0,-2.136166803E0
1.583828287E2,-2.895131886E-1,-3.974416798E-1,-3.374801205E0
1.584326907E2,-2.341460205E0,-2.245217375E0,-1.397822510E0
1.584825537E2,-3.501458913E0,-8.518080506E-1,-1.388917785E0
1.585324157E2,-6.550628094E0,-4.309088033E-1,6.641150594E-2
1.585822788E2,-1.137166500E-1,-3.390926072E-1,-3.419977963E-1
1.586321408E2,-2.707428077E0,-3.082942406E0,2.201744496E0
1.586820038E2,-5.130939336E0,2.600160322E-1,-1.159018714E0
1.587318658E2,-4.933190011E0,2.591050944E0,-2.613620027E0
1.587817288E2,-3.669005030E-1,-2.058418715E-1,2.589550549E0
1.588315908E2,2.898280612E0,-1.388549411E0,1.464787163E0
1.588814528E2,3.466901869E-1,-3.798329068E0,6.631262952E-1
1.589313158E2,1.154421633E0,-8.336580008E-1,1.006304060E0
1.589811778E2,-2.927354137E0,3.336382660E0,-5.860406971E-1
1.590310408E2,4.160509699E0,3.867857140E-1,6.891224313E-1
1.590809028E2,4.860817269E0,-1.657932975E0,5.171436129E-1
1.591307658E2,-4.399392432E-1,-5.465480179E-1,-7.437336713E-1
1.591806278E2,-1.306714704E0,-5.649913055E-1,-8.966371912E-1
1.592304908E2,-3.679822379E-1,9.203575909E-2,-1.430002077E0
1.592803528E2,1.830331696E0,9.140262258E-1,6.217486198E-1
1.593302148E2,4.949272193E0,-1.877749692E0,1.649531111E0
1.593800778E2,-8.893351883E-1,-9.636357576E-1,8.182973653E-1
1.594299398E2,-9.162616163E-1,-3.315102303E-1,-2.007706983E0
1.594798028E2,-2.528962285E0,-9.594631845E-1,-1.808156277E0
1.595296648E2,-6.265288063E0,-1.416409054E0,-2.286026408E0
1.595795268E2,2.253685897E0,-2.495771150E0,-4.168268662E0
1.596293888E2,8.793246381E0,3.504882458E-1,-1.958484537E0
1.596792518E2,-7.226124759E0,-3.000600161E0,7.050739279E-1
1.597291138E2,-2.237818308E0,2.558437514E0,-2.301411456E0
1.597789768E2,-9.394146608E0,2.890299162E-1,-3.310593515E0
1.598288388E2,2.959467046E0,-2.587875322E-1,-3.027735043E-1
1.598787018E2,-2.932437707E0,-1.534894109E-4,9.309713106E-1
1.599285638E2,5.598317224E-1,-9.374542648E-1,1.033373160E0
1.599784258E2,-4.274701728E0,-2.826152283E-1,1.005543191E0
1.600282888E2,-1.243982851E0,1.560552276E0,3.740879005E-1
1.600781508E2,2.151712210E0,-4.234078782E0,5.696818688E-1
1.601280138E2,4.187828475E-1,-9.173106068E-1,-3.466073026E-1
1.601778758E2,-1.756772554E0,3.902352204E0,-9.348651177E-1
1.602277388E2,5.496906624E0,-1.208168655E0,2.074198011E0
1.602776008E2,2.427599632E0,-1.247988778E0,5.391003462E-1
1.603274638E2,-2.193746674E0,3.889991775E0,-7.882233810E-1
1.603773258E2,-6.546665436E-1,-2.570726023E0,1.883035575E0
1.604271888E2,3.718217536E0,-4.031725359E-1,2.448390577E0
1.604770508E2,-1.028763800E0,-6.979809630E-1,-7.863247901E-1
1.605269128E2,-5.077946606E0,6.933517224E-1,-1.913781404E0
1.605767771E2,7.127770498E0,-3.065381171E0,5.335905880E-1
1.606266391E2,5.046310830E-1,-1.051656818E-1,5.776463174E0
1.606765021E2,-4.445117658E-1,-6.083811539E-1,1.941778457E-1
1.607263641E2,-5.320843452E-1,-1.674629114E0,1.444261681E0
1.607762271E2,-8.013644135E-1,-6.408869952E-1,5.577043591E-1
1.608260891E2,8.498986423E-2,3.263526937E-1,-2.099344839E-1
1.608759521E2,-8.448162425E-1,3.670504841E-1,-8.764958721E-1
1.609258141E2,-1.892278853E0,1.386946104E0,-2.323965482E0
1.609756771E2,9.126345885E-1,8.613074371E-1,-1.068251801E0
1.610255391E2,-2.982701542E0,2.499433261E0,-1.182190645E0
1.610754011E2,-1.724525744E0,1.078504601E0,-4.691074938E-1
1.611252641E2,-1.526810918E0,3.381263548E-1,-3.352131258E-1
1.611751261E2,1.721999747E0,-2.117021264E0,1.496781957E0
1.612249891E2,-4.173292297E-1,-1.535900415E0,2.187673756E0
1.612748511E2,-1.232031142E0,-2.816153544E-1,1.560030119E0
1.613247141E2,9.737531948E-1,6.646646976E-2,1.322934296E0
